"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Sílvia Pérez Cruz";2019-04-17;184953;"Ai, Ai, Ai";31;"2017-05-12";"3N1e8LMjed69YN7GNrGfWA"
"Sergent Garcia";2019-04-17;234800;"Camino de la vida";37;"1999-02-19";"5lKRqbA399Txwzk1IBVx3W"
"Beny Moré";2019-04-17;175653;"Bonito y sabroso";33;"2008-05-07";"3Ksw4uHXMY9GGaeTX6DLtT"
"Soneros De Verdad";2019-04-17;193693;"A Buena Vista";58;"2004-08-09";"5hSWRDgVuz5mVirkTXPcfO"
"Javier Ruibal";2019-04-17;286906;"Isla Mujeres";35;"2001-01-01";"4kg5YpAPT65X9ci6QVQl5t"
"Gecko Turner";2019-04-17;333800;"Un Limón en la Cabeza";35;"2003-01-01";"6mmDs1cXaRlgLItrhjM6g7"
"Chico Trujillo";2019-04-17;234809;"Los Nervios Que Te Di";0;"2015-06-22";"2IeYUoZuscnEdOCy0YczSY"
"Systema Solar";2019-04-17;236587;"Maria Casquito";42;"2013-10-29";"6wcGpbAMUEAMiqNuVS8nbt"
"Newen Afrobeat";2019-04-17;818842;"Opposite People";0;"2017-02-17";"1IOs6C8RWYq3lmtNzxYyJ9"
"Carlos Puebla Y Los Tradicionales";2019-04-17;182253;"Y En Eso Llego Fidel";31;"1994-07-01";"2KiAgEqLGTie91SUiLxDiQ"
"Chucho Valdés";2019-04-17;396226;"Como Traigo La Yuca - Live";37;"2000-01-01";"2S1w7Sc9NukidqKfpylJDX"
"Vinila von Bismark";2019-04-17;216607;"Pena, Penita, Pena!";29;"2015-11-18";"6M1QZCnKPAxqEb8qBKs8qW"
"Sidestepper";2019-04-17;214733;"Mas Papaya";37;"2003-04-22";"5SG03amThdGbDpvOufQLev"
"Antonio Machín";2019-04-17;165933;"El Manisero";32;"1988-02-22";"4vaptc3l16FcWm1WBQLdry"
"Tonino Carotone";2019-04-17;364493;"Me cago en el amor";47;"2000";"0UbCMQfV6mZZQi0lAPAWUG"
"Fred Buscaglione";2019-04-17;141826;"Juke box";50;"1987";"4IZiLtDxVn5hIVTn5QOndc"
"Joe Cuba";2019-04-17;194173;"Oh Yeah";0;"2010-07-06";"460O9ITFOM3oQDx2NsuM8F"
"Sierra Maestra";2019-04-17;313133;"¿Dónde va Chichi?";0;"1997-11-03";"7zmnzispQ0hGww56bg7kMX"
"Rubén Blades";2019-04-17;388826;"Desapariciones";36;"1984-04-03";"3fKfLNe4w7qBIeGOMqXBbu"
"Joe Cuba Sextet";2019-04-17;295093;"Mujer Divina";0;"1973";"65EJIebSAXNM4Fu1oHnecX"
"Ticklah";2019-04-17;284893;"Si Hecho Palante";0;"2007-07-03";"4AweyHuQIZ0UUjlbDbyFkT"
"Calypso Rose";2019-04-17;248466;"Rum & Cola Cola";43;"2004";"7z7FHWRe56GRFBMflxbDVU"
"Ernest Ranglin";2019-04-17;343600;"Surfin'";49;"1996-01-01";"2kqIgldmnjbg8VDpBf4JRX"
"Los Miticos Del Ritmo";2019-04-17;212746;"Otro Muerde el Polvo - Another One Bites the Dust";0;"2012-04-23";"1KCmnDxgiX3oej6L6VdM3I"
"Ignacio Carrillo ""Mazacote""";2019-04-17;305320;"Lágrimas Negras";37;"2000-01-01";"3IMl9ffRBta01xDwFvM7G6"
"Fela Kuti";2019-04-17;931600;"No Agreement";30;"1977-01-01";"1SHJ0wxptNBE6DiHxEEXku"
"Louis Prima";2019-04-17;156333;"(Nothing's Too Good) For My Baby - Remastered";23;"1999-01-01";"2xmfLSGLoJqHOSpfLSXLfM"
"Yuri Buenaventura";2019-04-17;259200;"Je me suis fait tout petit (feat. Zaz)";32;"2015-12-04";"5qKdtjTta2HKr6nusoTzsQ"
"Boogaloo Assassins";2019-04-17;298493;"Para Mi";0;"2014-07-22";"3TMmBldOjrRCwxJd2czJ1B"
"James Hunter";2019-04-17;196333;"Strange But True";45;"2008-01-01";"5gDJGJQzcnyNFaAJ0vFSmB"
