"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Soleá Morente";2020-10-04;250466;"Baila Conmigo";34;"2018-03-16";"6HjTgcJIUZgyyVJYwn1SQ7"
"Rita Lee";2020-10-04;220586;"A Hard Day's Night";44;"2006-09-11";"07KAoy7racDNRDQEmpQOkN"
"Le Parody";2020-10-04;355555;"La Puerta (Califato ¾ Remix)";30;"2020-07-09";"78ax2AFfLsIifNm1J1F6Ah"
"Guillem Roma";2020-10-04;213493;"Despedida";30;"2019-12-27";"0urJkwPlJ9xjYHMx0PvLXU"
"Marem Ladson";2020-10-04;221931;"All My Storms";26;"2018-05-04";"63BrmIxMevcdnmUJg0NWLZ"
"levitants";2020-10-04;298346;"Kolmanskop";27;"2019-09-20";"6n2sRGC9xUSHxJsGW4nxev"
"Nanan";2020-10-04;337436;"Casa da Floresta";44;"2019-08-01";"1765kjY7xJvj4ZyescC1xF"
"Alberto Pérez";2020-10-04;184266;"Nos Ocupamos del Mar";33;"1981-08-15";"4AfQbma6WubEYfSoFkrgja"
"Adanowsky";2020-10-04;239973;"J´aime Tes Genoux";0;"2010-01-01";"6qsold7fwlTYc5WSaHhSdX"
"Juan Wauters";2020-10-04;156563;"Todo Terminó";20;"2015-06-12";"428YeR3dbnQ6hoTOytggP5"
"Maria Rodés";2020-10-04;187839;"Fui a Buscar al Sol";38;"2018-05-18";"7HqkDcXBIrGdvoFXZKYDkX"
"The Tyets";2020-10-04;126893;"Se Queda";48;"2020-04-03";"4vmhj2OdThlTKoXjTk2A3c"
"Heredeiros Da Crus";2020-10-04;224581;"Non Che Teño Medo";33;"2013-05-27";"5jrCdE2x1SoXCt0Ff9AJGw"
"Lena d’Água";2020-10-04;206186;"Hipocampo";37;"2019-05-10";"2PkixcAL1NqJFZA1RUSK6M"
"The Rolling Stones";2020-10-04;251626;"She's A Rainbow - Full Version / With Intro";0;"1968-01-01";"7kDfXZoTDQviofLG7YnztI"
"Luz Casal";2020-10-04;271186;"Volver a comenzar";38;"2018-03-02";"76LEoorolhlTkSvgYIuc3f"
"Sin Rumbo";2020-10-04;276960;"Volveremos a Casa";28;"2014-10-07";"7DWYN0E95QLfD5nwgpbBOa"
"Els Pets";2020-10-04;216413;"No vull que t'agradi aquesta cançó";37;"2018-10-19";"7GOrs39fh58BoWZQeYVbV3"
"Os Resentidos";2020-10-04;220466;"Galicia caníbal - Fai un sol de carallo";41;"1986";"1arFiAeEKLaXEhJHVF0fyZ"
"Spinetta, García, Ferrón";2020-10-04;206800;"Apenas Floto";42;"2015-12-11";"4LyoNCALRl9a4zaQz8av9E"
"Mexrrissey";2020-10-04;224493;"Estuvo Bien (Suedehead)";30;"2016-03-04";"5PAKU1ihKoUZE73zKJxrBW"
"Alondra Bentley";2020-10-04;142373;"Of All Living Creatures, Why a Human Being?";35;"2009-03-30";"1yKKsqnvuDzCO0z6Cm6vf5"
"-M-";2020-10-04;223146;"Superchérie";52;"2019-01-25";"4yYVqX2KierVI3nDV0M2UL"
"O Suave";2020-10-04;228000;"Ricocó";39;"2019-02-22";"3HkYSwb1uewdVgpsKN2etL"
"Tonolec";2020-10-04;304093;"Bienvenidos: Maiche Anawateuo";36;"2014";"14ceeyAvexxa2oMN2AuOl5"
"Gilberto Gil";2020-10-04;242493;"O Pato";53;"2014-01-31";"4CzqCaWsFEzNWWugq0EfUV"
"Lildami";2020-10-04;203693;"La dels Manel";0;"2019-01-11";"0L4vzDbx6Pnzk9hekIpKtO"
"Campo";2020-10-04;264840;"La Marcha Tropical";18;"2012-04-15";"34BPrha22VRVsJsOUAqE2l"
"La Colmena";2020-10-04;249597;"Zapata Se Queda";36;"2018-05-04";"4qH7TQH3z003P4yjM9P79I"
"Pau Alabajos";2020-10-04;189920;"Inventari";34;"2011-02-20";"0femywGAZvW4cXGhXVUAVb"
