"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Guadalupe Plata";2020-04-15;297942;"Qué He Sacado Con Quererte (aka Violeta Parra)";29;"2017-04-21";"1KhotXvIwJzIUmnWVt5d4H"
"Baden Powell";2020-04-15;411080;"Canto De Ossanha";38;"1968-01-08";"4HHQpo1h3BrxPA8RfPH5lI"
"Txarango";2020-04-15;262292;"Terra Endins";0;"2017-03-27";"01khWByYgtwZaekVHSSntq"
"Vitalic";2020-04-15;213120;"Tu Conmigo";45;"2017-06-23";"2n9Q6uDTV5SuEbLUW7CQyS"
"Sílvia Pérez Cruz";2020-04-15;177439;"Verde";23;"2016-02-19";"4Z7wmKtlaZFlqJCkxZ1PST"
"Los Miticos Del Ritmo";2020-04-15;174640;"No Pares Hasta Tener lo Suficiente - Don't Stop 'til You Get Enough";0;"2012-04-23";"1KCmnDxgiX3oej6L6VdM3I"
"Balkan Paradise Orchestra";2020-04-15;145087;"Da Mas Over";0;"2020-04-03";"6JcuhhacqS436wj1kOmjhc"
"DePedro";2020-04-15;368960;"Llorona (feat. Fuel Fandango) - En Estudio Uno";46;"2018-10-26";"0u5zPPtqW4wQq8s3tn347K"
"Baiuca";2020-04-15;228754;"Olvídame";42;"2018-11-06";"4rbGzDAlzTMjTJgnZII4ce"
"Thalma De Freitas";2020-04-15;259706;"Tranquilo";41;"2004-01-01";"1WRXpheHHWzs0raP5CIAmI"
"Chuchumbé";2020-04-15;399226;"La Caña";29;"1999";"37UxRdiQJKRefqLLcLqJWC"
"Zaz";2020-04-15;169733;"Il est cinq heures, Paris s'eveille";44;"2015-03-30";"0CGbJ0OPJPS7PAfVA9EV0t"
"Vinila von Bismark";2020-04-15;260786;"Quiero Decirte al Oído";35;"2017-11-17";"1yOcSJhWUZkVNeGxSo4mlB"
"Mueveloreina";2020-04-15;189454;"Voy";0;"2017-09-29";"2bP6t0TpmalUxO1wrw3eKz"
"Herman Düne";2020-04-15;239986;"Your Name / My Game";35;"2006-10-13";"2VgN8bCXoSTO0ueaXeCTjz"
"Los Estanques";2020-04-15;155480;"Clamando al Error";29;"2019-02-22";"0E1hWOtwDZSti9iCcVQxoO"
"Cesária Evora";2020-04-15;198000;"Tiempo Y Silencio";56;"2001-03-29";"0pnfwYbZrlmAUenc5E3U6L"
"Sidestepper";2020-04-15;289573;"Deja";33;"2003-04-22";"5SG03amThdGbDpvOufQLev"
"Antonin";2020-04-15;208153;"Ça fait du bien - Voilaaa Remix";48;"2018-07-20";"5v03jp3rrC4R0AVFlMsMAE"
"Boraj";2020-04-15;321920;"Mía (Casa Abandonada)";28;"2018-01-19";"7m4v5q1n9hsUuccpvE5SiB"
"Ivan Ferreiro";2020-04-15;272579;"No mires a los ojos de la gente";26;"2018-09-21";"5eVvPhf3CKnTQgzkoo0avg"
"Novalima";2020-04-15;261428;"Macaco (Jeremy Sole Remix)";0;"2013-06-25";"1ZIUBvitQJ6WMfQvnHjjxU"
"Me and My Friends";2020-04-15;253520;"High as the Sun";0;"2018-12-07";"3sL5fiUovDs746huOpGnWG"
"Bombino";2020-04-15;271727;"Tehigren";18;"2018-05-18";"2Gm3Wy05MApR47NZmRo1DW"
"Tim Maia";2020-04-15;307626;"Bom Senso";0;"2012-01-01";"0NxPZv3nWPBMk1o51GfwEY"
"SOLEDAD VÉLEZ";2020-04-15;252076;"Cromo y Platino";35;"2018-04-20";"4gkM4Dlm8PYIaXxcnqFPN2"
"Compay Segundo";2020-04-15;227906;"Lágrimas negras";36;"1999";"4OORqqsj8g6nftCgeeaUdN"
"Ernest ""Chico"" Alvarez";2020-04-15;417133;"Val'Carretero";49;"2000";"6wUK2cEII3utLOXhju5thT"
"Imarhan";2020-04-15;239293;"Azzaman";29;"2018-02-23";"1RK0pJy13gdxRchYDEemSq"
"Rafael Berrio";2020-04-15;268413;"Simulacro";29;"2010-10-22";"2O8ptmk2k8v2SKBV0gsKjb"
