"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Natalia Lacunza";2022-08-08;155680;"Todo Lamento";48;"2022-06-09";"2J5ARQTTYCX2j7WTDA6HKK"
"Acid Coco";2022-08-08;204324;"El Amor de Mis Amores";41;"2020-10-02";"5cBEcSpfpxeFyPZTqNg5X6"
"Reïna";2022-08-08;160760;"Carinyo";32;"2021-09-10";"3OiNiSIcF1TTqlB0bysbEm"
"El Pau";2022-08-08;135381;"No Es para Ti - Acústico";33;"2018-11-30";"56ZymvFW8tMSjv4SuNn675"
"Malifeta";2022-08-08;206666;"Coenta";27;"2020-06-22";"1RxLj6tXuRSGZl2ppyvLHz"
"Zenet";2022-08-08;275873;"Soñar Contigo";34;"2021-05-28";"6An4CreoTuzOOODMIKYRyP"
"pablopablo";2022-08-08;97422;"Azul Zafiro";39;"2022-06-24";"38EtfKgkkMlr936UGUKadp"
"Safree";2022-08-08;146086;"Raices";1;"2021-06-25";"0jni5z1PVYHsW30qRwd4Nt"
"Anabel Lee";2022-08-08;137467;"Enchochado de Ti";37;"2020-07-17";"3wnEKW3I29QIyk8gaod098"
"Adrian Quesada";2022-08-08;228693;"Mentiras Con Cariño";41;"2022-06-03";"2IjLewGcgMJMEAO5gHWwlG"
"La Perla";2022-08-08;215061;"Bruja";35;"2018-04-24";"1zjJie8cQ9FUjt0aFusMPQ"
"LISZA";2022-08-08;182333;"Canta Querida";53;"2020-08-14";"76V9WMm2cXFd2UPntSGV7A"
"El Combo Batanga";2022-08-08;257079;"Ají Gua Guao";17;"2022-05-12";"4F0DbzNHkQqEj32MTCr9Vw"
"Mirla Riomar";2022-08-08;239172;"Canto do Mar";19;"2022-02-22";"0HJAMG2wgUDFCTzXFXgEpG"
"Rayden";2022-08-08;180000;"Calle de la Llorería";44;"2021-12-20";"6TVBhP0E5CX0DLvyjK21Tb"
"GINEVRA";2022-08-08;197169;"SCONOSCIUTI";36;"2020-05-29";"1NerDzU2iOE9wvtaCVqM1g"
"La Dame Blanche";2022-08-08;223475;"Cogelo Con Calma";26;"2020-07-10";"2enqQm1yPxuAm6mnIa0lFQ"
"Marala";2022-08-08;249776;"Panaderina";29;"2020-03-08";"3hSY6nouxligx10d47rCxM"
"Choley";2022-08-08;176461;"De Parte del Bien";15;"2020-11-20";"4uCvvmKX6fmIOMA2GFy1cW"
"Los Hermanos Cubero";2022-08-08;171920;"La rama";18;"2021-02-19";"6KwOljrDifNhQdi9wkqpHN"
"La Delio Valdez";2022-08-08;254784;"Por Una Vez en la Vida";42;"2021-07-25";"7fbvawqxesxJ2ulrO3l0xk"
"Bejuco";2022-08-08;204553;"Batea";26;"2021-02-19";"4nVWj4tLAuLxeCFjTyizrQ"
"Carlos Puebla";2022-08-08;228146;"Sun Sun Damba";33;"1962-02-04";"5urEbwPCPXHMLLuMHe66cD"
"Ona Mafalda";2022-08-08;143414;"Que Se Acabe";31;"2022-03-01";"2DhIWMjPxKzvuU4Ez0Fcp1"
"Zoufris Maracas";2022-08-08;220452;"Et ta mère - Solar Remix";37;"2021-10-29";"0MQ0yBvUBdxelOydGjeSIE"
"Elza Soares";2022-08-08;146814;"Canto de Ossanha";39;"2013-02-15";"47Dk4vi61qkuem7cNmBAIh"
"La Femme";2022-08-08;216293;"Paradigme";46;"2021-04-02";"1u2Q5MFWptOdPpldjC0xO9"
"Parquesvr";2022-08-08;165006;"Almodóvor Amenábor";13;"2022-06-01";"5jxa1I6NHprDEmkwL18YU3"
"La Fúmiga";2022-08-08;171786;"Comèdia Dramàtica";44;"2021-11-05";"6rkAeXpHXvw8pd6ck85FDH"
"Jarvis Cocker";2022-08-08;241013;"Paroles Paroles";37;"2021-10-22";"2bySOj6Z2WnlEXm5o5Pc2Z"
