"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Zap Mama";2020-01-07;253240;"Take Me Coco";0;"1991-11-15";"53u1wk9fm7xrYouLOtAFgY"
"Nacho Vegas";2020-01-07;247333;"Ser árbol";35;"2018-06-15";"0Bx2YxBKBQKkkHiNc3vRNj"
"Fémina";2020-01-07;213986;"Buen Viaje";57;"2014-10-20";"4SgkWnlMfXsXPJcYArOYTl"
"Lou Reed";2020-01-07;260506;"Goodnight Ladies";40;"1972-12-01";"5SqbMEyAt8332ISGiLX0St"
"Pokey LaFarge";2020-01-07;207040;"Underground";33;"2015-01-01";"2DceEdLBK6ngyRppJ1CM0n"
"Mark Murphy";2020-01-07;151093;"Why Don't You Do Right";34;"2008-01-01";"5vw2GtX6SfbV6ST0JBCVxD"
"Easy Star All-Stars";2020-01-07;284386;"Let Down (feat. Toots & The Maytals)";0;"2006-02-02";"4mInXUFYeGE8WIk6pwQrmw"
"Nicola Cruz";2020-01-07;227021;"Eclipse";0;"2015-10-30";"7Mz3hUKPxQMZco25qZ6sQF"
"Perotá Chingó";2020-01-07;269271;"Inca Yuyo";0;"2014-03-25";"5B7ar7OxiJy7gZtfSvWhPd"
"The Secret Society";2020-01-07;202920;"Las Pistas Falsas Conducen al Desamor";30;"2011";"3cVQhSA1wYdcd8Bmt6rAfG"
"Nacho Rodriguez";2020-01-07;219120;"Cántale";0;"2008-05-01";"0rpk9U2kQxy01UXLwAKrxc"
"Mo' Horizons";2020-01-07;277893;"Cowboy Bossa feat. Yanez";0;"2011-05-06";"41aY1CJkswSzjhM6qlOyBZ"
"The Clash";2020-01-07;234333;"Jimmy Jazz - Remastered";49;"1979";"6FCzvataOZh68j8OKzOt9a"
"Ibrahim Maalouf";2020-01-07;316000;"Will Soon Be A Woman - Live At Babylon, Istanbul / 2013";0;"2016-11-04";"2ChVUJ277bYVXTSoNNiHuD"
"Coladera";2020-01-07;243973;"A Luz de Yayá";24;"2018-03-23";"1CXcDUeWl9k2MlIwaGjmpD"
"Willie Colón";2020-01-07;392040;"The Hustler";34;"1968-01-01";"5trTLGiHIuTdRFw6DeP61C"
"Richard Bona";2020-01-07;301592;"Jokoh Jokoh";3;"2016-06-24";"1IabJFOoxJYOb6QrqHFROp"
"El Puchero Del Hortelano";2020-01-07;240853;"Asuntos Serios";48;"2007-01-06";"4i6DDq4Z8LENK2KPMQxoUF"
"Derby Motoreta’s Burrito Kachimba";2020-01-07;274260;"Aliento De Dragón";31;"2019-02-08";"3EGtkXsnF62d4IDtFANETe"
"Victor Démé";2020-01-07;290893;"Deen Wolo Mousso";38;"2010-04-12";"59De5rbbsJm3li1bPuQIK3"
"Louis Armstrong";2020-01-07;298093;"Skokiaan (South African Song) - Pt.1 & Pt.2";12;"2016-01-01";"4PF4AAZ8f5stId2e5dSkE1"
"Ketama";2020-01-07;275800;"Flor De Lis";42;"1995-01-01";"0Gw8HKoLK67806LLeSAJT7"
"Egon Soda";2020-01-07;341600;"Escápula";38;"2017-03-24";"2NgWS1YVTEup38JiMDs9Ix"
"Nación Ekeko";2020-01-07;249970;"Como la Cigarra";26;"2018-02-16";"1gnN6SQHW3qjUsGhCwP5xH"
"Calexico";2020-01-07;214493;"Inspiracion";38;"2008-09-05";"2GsXMbFBfpZGmMuMXC6qU3"
"Allen Toussaint";2020-01-07;307466;"Bright Mississippi";24;"2009-01-27";"3zcTpC2o6RtnpfYTjN4Jzy"
"Pauline Croze";2020-01-07;180946;"Essa Moca Ta Diferente";44;"2016-04-15";"0fVSKhuKSqeOSE3KXg1JYf"
"Barcelona Gipsy balKan Orchestra";2020-01-07;285838;"Gallo Rojo, Gallo Negro";29;"2018-03-02";"7LAyAdSRrB8idsn16Btefx"
"Bomba Estéreo";2020-01-07;229546;"Mar (Lo Que Siento)";50;"2015-06-02";"7GQzUp6R1CtA9CmsVZg090"
"Madredeus";2020-01-07;227626;"Guitarra";37;"1995-03-07";"10I0BDZh5AtSH8la2lvKbz"
