"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Califato ¾";2023-11-19;236822;"Historia de un amor";43;"2023-02-28";"2G1qSKLM3suHo5OrcbUz2X"
"Rita Payés";2023-11-19;244631;"Nunca vas a comprender";54;"2021-04-16";"1sXXkYWYrIEVe52YBA3EXp"
"Ana Carla Maza";2023-11-19;181479;"Te Me Fuiste";39;"2020-07-17";"307gvIYiIS9uGf2LebiOwr"
"Mi Hermano y Yo";2023-11-19;102312;"Princesa Mononoke - En Acústico";37;"2022-04-12";"0VlpPmbF7NM9C3dZWSOGIs"
"Lalo Guerrero";2023-11-19;176543;"Marihuana Boogie";30;"2015-05-07";"7KJVqQdRMd4DSNsxSNRvFJ"
"Los Estanques";2023-11-19;163179;"Caballitos de Mar";29;"2022-05-27";"6XJCOUgE6qXdzffvIp8iup"
"Mario Palma";2023-11-19;217640;"Sigo";29;"2020-03-20";"1feBEE92j4GsQ1wvvMxBYU"
"Ruth Brown & Her Rhythmakers";2023-11-19;152586;"Sweet Baby Of Mine";31;"2017-05-15";"11acjTzx3D1QUlNA0SCsqV"
"ROSALÍA";2023-11-19;268511;"De Plata";45;"2017-02-10";"7mGsUwMuhsKiOKx9X9k7tj"
"Guillermo Perata";2023-11-19;169241;"Japonesita";30;"1940";"4sZiO9rwaQTAGmxoEBpO2c"
"Julieta Laso";2023-11-19;216125;"Cara de Gitana";31;"2021-09-24";"4JjADR0Plz1NsDzxud6sgg"
"Triciclo Circus Band";2023-11-19;156960;"Excusez-Moi";37;"2012-11-15";"0Gl73ICTO0K3h8f1E9cdZy"
"Malva Vela";2023-11-19;188340;"Circo";38;"2023-03-02";"5MFpnf1UwxHNxcrZBV6gB1"
"Mäbu";2023-11-19;268002;"Quédate a Dormir - Directo en Estudio Uno";28;"2018-01-26";"3kpmvoMrkhYAwIimtdPuty"
"Macaco";2023-11-19;234258;"Quédate (feat. Silvia Pérez Cruz)";36;"2019-05-24";"3XEUOUhNrKAGvx5X5jv1lW"
"Rodrigo Cuevas";2023-11-19;366431;"Rambalín";31;"2019-12-13";"1g0iT6TvvvVFfheThXR0Dk"
"Simon Smith";2023-11-19;172910;"Eyes In My Pocket";37;"2016-11-02";"20Etv6Y60MvEMSA6brQvmz"
"Joséphine Baker";2023-11-19;147733;"La conga Blicoti";34;"1997";"5DGBIxdlqBREv2HbGICqM6"
"Los TNT";2023-11-19;127108;"Eso, eso, eso - Remastered";24;"2023-02-20";"1if0R4H21bB4pvwqPUxd8F"
"El Jose";2023-11-19;231816;"Ese Acento de Graná No Vende Na";31;"2021-05-07";"5S7pFKBDP4l20Ira5hIZsU"
"Matthieu Boré";2023-11-19;198573;"It's A Good Day";33;"2009-10-22";"20m2cws4UxgjZhh9cbkF5F"
"mafalda";2023-11-19;265213;"Las Que Faltaron";32;"2018-10-05";"17FKVpSHgzIOiCWHnT2odM"
"Fernando Vacas";2023-11-19;303241;"Un Largo Viaje";29;"2018-09-11";"2XDZeVxnD4Jr3Eowk1GFZt"
"Javier Ruibal";2023-11-19;198200;"Lo Que Me Dice Tu Boca - Live";31;"2005-01-01";"4L5xfWLqzgg1svMVnnRDYc"
"Sara Hebe";2023-11-19;245600;"Tuve que quemar";47;"2009";"0Jyzj8fLiBzZc5i0jbtCfU"
"Juanito Makandé";2023-11-19;207410;"Eres para Mí";47;"2015-10-15";"7A6FVu7clHiAQGVhGbCx9z"
"The Andrews Sisters";2023-11-19;190946;"Rum & Coca Cola - JoJo Effect Remix";33;"2009-02-09";"0uBQFWWVvklEhg3rxtn8XD"
"Feten Feten";2023-11-19;231382;"Límite";36;"2021-09-17";"06cAMlpu3U7dLgVoeF6202"
"Alba Moreno";2023-11-19;338493;"Lágrimas Negras";30;"2022-03-04";"1S8byY06x4E9jmqA0xp30Z"
"Calacas Jazz Band";2023-11-19;248746;"Tu Luz";34;"2016-02-02";"2EWXBn0wNaSo8dS9sU7esL"
