"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Mano Negra";2020-08-06;170186;"Sueno De Solentiname";35;"1994-05-10";"0DzXs04hKcMYg7D2JSLptk"
"Melissa Laveaux";2020-08-06;141133;"Kouzen";0;"2018-02-02";"6Oe3bPl2sIwun8nOVTVtBv"
"Bertrand Belin";2020-08-06;199960;"Sur le cul";21;"2019-01-25";"6WTP5bYZX1WvVCMeN5vNXd"
"The Limiñanas";2020-08-06;181196;"El Beach";38;"2016-04-15";"0VgRhfqPmGuzYek6J6EDa0"
"Goran Bregović";2020-08-06;233186;"Pero";31;"2017-10-06";"2kg4rl6ejCMSjrj1lfHnam"
"Ojos de Brujo";2020-08-06;226652;"Get Up, Stand Up";34;"2010-10-15";"3HZUh8Uv216HgFYDdlnevA"
"Kevin Johansen";2020-08-06;233173;"Timing";40;"2003-11-04";"2pbdnwDbOlbtJG3yZuCqkq"
"Os Tincoãs";2020-08-06;191560;"Deixa A Gira Girar";53;"2013-01-01";"5by1fUQXK4X0FvCJPavM7q"
"ALA.NI";2020-08-06;221226;"SHA LA LA";9;"2019-08-30";"2i89g4ATkftYu5T91ht58W"
"Los Vinagres";2020-08-06;182526;"Pa que te quedes conmigo";14;"2019-11-13";"21VQtDqW81iGTzTsMaYlVt"
"La Lá";2020-08-06;147724;"Bebés";43;"2017-03-25";"1FsZ3DfeXndrOrpWNBWk6J"
"Trending Tropics";2020-08-06;174946;"Dandy del Congo (feat. Amayo)";25;"2018-10-19";"1TpBabkFoMsanBmClrqu2V"
"Pupkulies & Rebecca";2020-08-06;213133;"Fou de toi";40;"2012-03-30";"7e00Ls1IiRJSXyaT5deW6Z"
"Ondatrópica";2020-08-06;213333;"Lazalypso";0;"2017-03-10";"0y7GV4jRQOaWiN4sH0SPW5"
"Le Villejuif Underground";2020-08-06;257680;"I'm Sorry JC";23;"2019-02-01";"4IoAkMvLjZGmaR2JZRgRsv"
"Bumcello";2020-08-06;159946;"Everyday";45;"2018-11-09";"3j19STnf2gWgXPoEkShR1N"
"Andrea Laszlo De Simone";2020-08-06;258020;"La guerra dei baci";37;"2017-06-09";"7FqRXmNgIf6OeuafZxOh8R"
"Sporto Kantès";2020-08-06;199986;"Surprise";31;"2004-12-14";"0nNzJEEalD0zTKLYYUgMPN"
"Exsonvaldes";2020-08-06;216906;"L'aérotrain";37;"2013-03-18";"3SZ7jNzIGC3uSMVbFUrUNy"
"David Byrne";2020-08-06;225640;"Loco De Amor";34;"1989-09-29";"2JQU5ZvGycMsa7gITyaGb6"
"Acid Pauli";2020-08-06;253734;"Edda's Cumbia";39;"2017-10-13";"55xvcBH5FIUcEwipZENDcW"
"CANNIBALE";2020-08-06;218302;"Acceleration";35;"2019-07-19";"0782l2JZHws3xHWPR6frwH"
"Enrique Morente";2020-08-06;252880;"Aunque Es de Noche (Tango)";46;"1984-02-15";"0LdAck9lDEkkfoTnoi43ql"
"Iggy Pop";2020-08-06;271171;"James Bond";38;"2019-09-06";"7BLKzTgaj5fHkNpSPGwjwh"
"Matias Aguayo";2020-08-06;432627;"I Don't Smoke";27;"2011-06-06";"5IbS3L1UAVbfXKFFjbTB4C"
"Orchestre Tout Puissant Marcel Duchamp";2020-08-06;206040;"Lost and Found";28;"2018-04-06";"6ZSXktFnYrBymvwpgJA1Q1"
"Mucho";2020-08-06;349922;"Las Ventanas Se Encienden";32;"2019-01-25";"335ke7bdW88GhIS24vkpHT"
"Gizmo Varillas";2020-08-06;217026;"Danza De Sombras";38;"2020-06-05";"4qThNjo9M3wutiU71ijE0N"
"Lou Doillon";2020-08-06;209626;"Too much";49;"2019-02-01";"4MnvtQrwrK5SbdDWZULFyv"
"Taggy Matcher";2020-08-06;214099;"Rapper's Delight - Dub Version";37;"2013-11-15";"5Wiqlnm1WL65Oae5PWNBcx"
