"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Varry Brava";2022-10-17;166779;"Raffaella";49;"2021-12-23";"7DhdYWMU0M8ejyh9aQpvOM"
"Mawimbi";2022-10-17;197160;"De Amor";12;"2021-09-17";"7jeWLbRSEqHBW2bZaL8BEt"
"Unidad y Armonía";2022-10-17;188589;"Soy una Nube";15;"2021-05-14";"3kIvaHARbhAicFtLhn5tQe"
"MEMÉ";2022-10-17;149625;"la contraseña del gmail";24;"2022-03-25";"1W9H0oMzZByqzyF8FSFJ5D"
"Belen López";2022-10-17;239368;"Mil Mujeres (feat. Arkano & Jorge Pardo)";39;"2021-09-10";"7mCo5pTTdTnyxdBJYTp20p"
"Ankli";2022-10-17;172942;"roncola";42;"2021-08-27";"7wBnQpzEspxCuDIfBcvtH9"
"José González";2022-10-17;213040;"Swing";38;"2021-09-17";"6FtOADddclxzVHrpqCe79m"
"Jaguar";2022-10-17;204705;"Guadalupe";38;"2021-09-24";"4AVxyQmiN8t769CBjIzcZl"
"Cochemea";2022-10-17;263666;"Mimbreños";1;"2021-07-16";"3K6ta7WpHNfsk9DtatF7Jb"
"Chancha Via Circuito";2022-10-17;291181;"Ilaló (Baiuca Remix)";24;"2019-05-17";"5cy78RJWpxRPrKnIrkCDmK"
"Juls Cattáneo";2022-10-17;221600;"Animal - Remastered";47;"2022-09-28";"2P9zqTBTe2bolOXTNDbygb"
"Coco Maria";2022-10-17;259665;"Me veo volar";30;"2021-05-06";"692XQsxRU27ZorpAlWhStR"
"Miss Caffeina";2022-10-17;184173;"Por si";41;"2022-02-04";"4W2tE3copx7FX1QnMZL1oq"
"Luis Fercán";2022-10-17;274173;"Color Miel";36;"2022-05-05";"6kr9gA2YDPvdgjFThBVvvQ"
"!!!";2022-10-17;221133;"Man On The Moon";0;"2022-05-06";"0yDDL2p7006j0zghma0gn1"
"La rappresentante di lista";2022-10-17;177698;"Be My Baby (feat. Cosmo, Margherita Vicario, GINEVRA)";43;"2022-02-11";"6HDpIK6j126R0D5xfbuIDx"
"Onipa";2022-10-17;190800;"Tami";32;"2021-09-17";"59hFxT9hmGUxqy5ZKXBTQS"
"Somi";2022-10-17;264979;"Pata Pata";32;"2022-03-04";"4bOmiBWCHR9keNl8nY1297"
"Zaz";2022-10-17;171173;"Imagine";53;"2021-10-22";"1uV6kr7RrDmiffQoxLOg8s"
"Pat Kalla";2022-10-17;304824;"Il fait beau sous la pluie";40;"2021-05-28";"6FzEqccZqjwYsIEQ4TgO42"
"Blanca Sol";2022-10-17;174159;"Todo o Nada";31;"2021-05-21";"1GrVeK0wApGUNpKduOAxGQ"
"Mel Muñiz";2022-10-17;185083;"Harta";32;"2020-10-09";"45WFleOFs1vRsZ6M3ba1W6"
"Desta French";2022-10-17;224394;"Ojos Negros";38;"2021-05-28";"2TQo6pKbGNMHD8G2NmrhQe"
"Making Movies";2022-10-17;238946;"Everybody Wants to Rule the World";40;"2020-04-03";"4N1Ji6AB9p3FW2xY5hDkRk"
"PANTERA BLUE";2022-10-17;177000;"Olvídalo";20;"2021-02-03";"3mqBexOyyG48ZTn5xg4hF0"
"Manizha";2022-10-17;202990;"Now or Never";23;"2021-12-10";"0eCOfBgRoZdxy2HH0xhyuZ"
"Branko";2022-10-17;183414;"OOO";36;"2022-04-08";"4aghuCPwRba0iBmzslJm9C"
"Tu Otra Bonita";2022-10-17;218036;"Alfombra roja (feat. Stay Homas)";39;"2022-05-27";"1yHaAP9l7ab71R92wjaaEz"
"Kevin Johansen";2022-10-17;208088;"Desde Que Te Perdí";35;"2022-05-12";"4KSwWkeERQnwgucugHziPV"
"Jaguayano";2022-10-17;144056;"Aguacero";16;"2022-05-20";"1ryRtAwOcDOOxlLRALQ5r7"
