"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Pau Vallvé";2020-10-29;122720;"Amics dels Cirerers";39;"2010-11-15";"71fWBLTdFRGUX09rvP7INd"
"Poncho K";2020-10-29;217640;"Magia Pura";40;"2017-09-15";"1sckLbuWEIihZuTR9pfhbu"
"Camellos";2020-10-29;151146;"Becaria";29;"2017-04-07";"5hijjdhaaOCbwEFN5PTujg"
"Tulsa";2020-10-29;226651;"Oda al Amor Efímero";37;"2015-01-20";"68I7lXzpPpZlM3LTP6IPql"
"Ojete Calor";2020-10-29;88770;"Sinceridad No Pedida";46;"2017-11-03";"0yQewh7Kn6hf9zOPrpxpIB"
"La Maison Tellier";2020-10-29;234506;"Killing In The Name";27;"2010-04-05";"28RCaof8VyNK2uPof8zf5V"
"Ivan Graziani";2020-10-29;292133;"Monna Lisa";43;"1978-02-06";"58XaF8DgCnGvVUIwtQ5TP5"
"Fuel Fandango";2020-10-29;230750;"Salvaje";40;"2016-04-15";"2ckb3ERQ67UMA9oEgr2rGZ"
"Vera Fauna";2020-10-29;278324;"Colorada";30;"2020-01-17";"1GIGO4BLpJweRfxpLdi3nZ"
"Los Punsetes";2020-10-29;175294;"Mabuse";35;"2017-08-20";"0iL6aDp4FDJE2E6BLWjvl3"
"Cala Vento";2020-10-29;159360;"Estoy Enamorado de Ti";32;"2016-02-26";"0ezel7A9MmjW34qOj6cGJI"
"Beirut";2020-10-29;230200;"Nantes";0;"2007-10-08";"0MhyPFZNeRRP0ian13SOTp"
"Robe";2020-10-29;380973;"Calle Melancolía";48;"2019-12-13";"2RlCfIHnXz8h8sc76B8ACD"
"Franco Battiato";2020-10-29;301413;"Summer On A Solitary Beach - 2008 Remaster";0;"1981";"4lQ6HXCRFlyicu5EXpck1m"
"Offlaga Disco Pax";2020-10-29;210960;"Robespierre";36;"2005-03-07";"7nx9BOLXUMHhihDwh9Av0x"
"Joe Crepúsculo";2020-10-29;237080;"No sé si es amor";24;"2020-10-16";"5f9g6L1sMtG71aIWDfTOvJ"
"Capitán Cobarde";2020-10-29;217563;"El marinero (feat. La Maravillosa Orquesta del Alcohol)";39;"2015-09-14";"6kZRo8YJtkuckk6lhoTuBX"
"Stefano Rosso";2020-10-29;164560;"Una storia disonesta";46;"2000-06-15";"4OuvPb3jD78dNs904JhGH1"
"The Skatalites";2020-10-29;382773;"Swing Easy";51;"1997-01-01";"09U02a0PnmQnAXSa121FVN"
"Nobraino";2020-10-29;227403;"Endorfine";39;"2014-02-04";"1cHxVotbQraCzi5bYuzdGo"
"Après La Classe";2020-10-29;216973;"Paris";0;"2013-12-16";"0UWNfH46IKXxQfvpWDZKaA"
"Barbara Keith";2020-10-29;193813;"All Along the Watchtower";40;"2005-07-26";"7pbN0Eki1BSLvRyn1ZEI75"
"Lucio Dalla";2020-10-29;345693;"Disperato erotico stomp";16;"1977";"1WgArF01go4Vn8MCqd3StJ"
"Micah P. Hinson";2020-10-29;176173;"Beneath The Rose";24;"2005-01-01";"5oSjmt16qBEaLZ9FljO0Uf"
"Vetusta Morla";2020-10-29;217560;"Palmeras en La Mancha";38;"2017-11-09";"5rGpmYiAJvX54ELjvzt02N"
"Ginestà";2020-10-29;176973;"Hola, Sara";25;"2019-11-15";"5ntughoDsChgReXpBe8v6F"
"Rubel";2020-10-29;294049;"Mantra (Feat. Emicida)";51;"2018-03-02";"4srydLleGSH7OmLav3nCTX"
"Skiantos";2020-10-29;180866;"Mi piaccion le sbarbine";42;"2003-10-01";"4lsR7cKwOENq1sySKWv3OR"
"MARTIRES DEL COMPAS";2020-10-29;258266;"Sevillanas Billy";33;"2002-04-08";"3BRFUs6hGNlzo2zqJaliwO"
"The Doors";2020-10-29;319493;"The Mosquito";39;"1972-07-17";"26Fac6kNgB6MLeoGVkmpKN"
