"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Sexy Zebras";2022-09-09;169960;"Jaleo";38;"2022-03-25";"4CpKVhjbOlHsTu9kblFMMQ"
"El Columpio Asesino";2022-09-09;224643;"Que No";34;"2021-10-08";"1apC50kTdzZxMKiVZMGI1Y"
"The Kevin Fingier Collective";2022-09-09;165120;"Cocktail De Medianoche";16;"2022-01-28";"1jKiOPJYo8fAtIJYAwoGqT"
"David Walters";2022-09-09;224773;"Mama";42;"2020-01-31";"7DbNMvgyppGTky16qCWyah"
"The Bongo Hop";2022-09-09;285453;"La Ñapa";38;"2022-05-06";"2auI5knb6eLNBL21jlDHJR"
"Joe Crepúsculo";2022-09-09;239577;"Pensar el tiempo";17;"2022-04-01";"1JRVZPZkVUuLxz9njLLmij"
"David Palomar";2022-09-09;238867;"El Desmadre";31;"2021-10-01";"6TfS65IPyCBR73hgjiHgvt"
"Fanfare Ciocarlia";2022-09-09;176778;"Just the Two of Us - Borat Version";30;"2021-09-10";"2U1gmHeaRx1E8VaB7wO13R"
"Antoñita Moreno";2022-09-09;154773;"El Cordón de Mi Corpiño";33;"1991-10-14";"2xa6gYor6EIkTYuKFW8v3D"
"Carmen Boza";2022-09-09;253019;"Caramelo";21;"2021-10-01";"6bjDyVFh0A8PGF5fmDeOel"
"Elia y Elizabeth";2022-09-09;258235;"Alegría - Yuksek Remix";53;"2020-10-02";"5T0vgZNmcgETjc718nqnhH"
"Yerba Buena";2022-09-09;299978;"The Man with the Hat and the Tan (ManHatTan)";26;"2022-05-20";"5Qgbux1XdXNVd96NZJd1Yn"
"Christine and the Queens";2022-09-09;272346;"Freedom";39;"2021-09-25";"2fvPsqrsutwbaGfF9iIG5y"
"Joy Crookes";2022-09-09;188926;"Kingdom";46;"2021-10-15";"62FYQGKcsi3nrkdicraMw7"
"Jupiter & Okwess";2022-09-09;179487;"Na Kozonga";8;"2021-01-29";"71JxwyZOpB4SgsgfzNyvoD"
"Combo Chimbita";2022-09-09;222760;"Yo Me Lo Merezco";36;"2022-01-28";"3Eetml593uIo24zFDxwTtm"
"Alba And Orchestre Aris";2022-09-09;162115;"Alba’s Shake";0;"2015";"2Yk9EslzZlLEZFe5cEFQ36"
"Monte";2022-09-09;169094;"Sonic Forest (Déjame Respirar)";47;"2020-11-18";"0ImFvq53ujOAdclMey4dd6"
"Maximiliano Calvo";2022-09-09;183514;"FEBRIL";31;"2021-07-29";"4ZKEGtzqoxfY1WC6rFJxmy"
"Club del Río";2022-09-09;205971;"Resurgiré";21;"2021-09-15";"2PPlk816eHbyJdUE8O53vJ"
"Phyllis Dillon";2022-09-09;160733;"Perfidia";35;"1967";"3fOth54qHyuLsANCJhPiGp"
"Jungle";2022-09-09;169880;"What D'You Know About Me?";0;"2021-08-13";"1hykVcbmenjAoG7wwoXmCV"
"Los Chikos del Maiz";2022-09-09;295659;"Volver";36;"2021-09-10";"3YCF23UzEldn4oXGI5UUyS"
"Dorian";2022-09-09;215052;"Energía rara";34;"2022-04-22";"37AgFMBjnx0q9mTJ1ygB7L"
"Crystal Murray";2022-09-09;178921;"Too Much to Taste";34;"2021-10-14";"1C1mKA6PiKxqte6gRm7N22"
"民謡クルセイダーズ";2022-09-09;264842;"Cumbia del Monte Fuji/クンビア・デルモンテ・富士";28;"2020-06-17";"4X415lx7Eakdf3A4AQgbju"
"WISEMEN PROJECT";2022-09-09;264285;"I Feel Love";22;"2022-06-22";"50Nl7P5UkMGEm5Xolqo7PZ"
"the Garifuna Collective";2022-09-09;165593;"Black Catbird";15;"2020-04-23";"67ll9vOLmqydy8lrHVQFKo"
"Elsa y Elmar";2022-09-09;200510;"atravesao";58;"2022-04-28";"7MaRtS1x0WlCKm3j8PJ0jH"
"Sumohair";2022-09-09;203076;"No Me Quieres (feat. Fabi Reyna)";40;"2017-07-05";"0XwtNqA59iplkPTxi4Qoam"
