"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Laaza";2024-08-11;207690;"Plantar un bosque";30;"2024-05-29";"7v0mxWpIYEYC5Iv9bsKGGb"
"Tanxugueiras";2024-08-11;178965;"Terra";42;"2022-07-29";"1dZrD1qyXNIxBufhtYOK9f"
"James Ray";2024-08-11;207173;"I've Got My Mind Set on You";41;"1960-06-03";"7vRicytJ6PxWfO8IXRVAhh"
"Salma Hayek";2024-08-11;117333;"La Bruja - Son Jarocho Tradicional";37;"2002-01-01";"1VU7NezUvswRnFjNM0M5li"
"Harry Nilsson";2024-08-11;144893;"Gotta Get Up";52;"1971";"3EfpOFKjotrMQTFTnxrXaB"
"The Kinks";2024-08-11;133933;"You Really Got Me";72;"1964-02-02";"6HrqKlhAQiv4GjFjwmuxDQ"
"Celeste";2024-08-11;209407;"Stop This Flame";55;"2021-01-29";"3bqEvlGHE4amqPGZtdMnep"
"Mina";2024-08-11;193440;"Un anno d'amore";52;"2009";"4kOeOxOX8Jr1wCgEQr7M3C"
"Natalia Doco";2024-08-11;169512;"Ay De Mi";39;"2014";"1l8i1gKfgAXi2tMoKvpsDR"
"The Sign Posters";2024-08-11;175226;"Summertime";38;"2011-07-01";"3Fv5E2a8R1kVWyXaTy6g2p"
"Kevin Johansen";2024-08-11;183165;"Quiero Mejor";42;"2024-02-29";"7wMaXdsVI3tW89aZIc7xW1"
"Pedrito Martinez";2024-08-11;237986;"Loco Amor";29;"2019-12-13";"76LLVkbVtrRyL46RXxgo0i"
"Pérez Prado";2024-08-11;158185;"Sway";40;"2018-07-21";"7xJmDoEaqvAA6Wi4SLQrPE"
"The Heavy";2024-08-11;217493;"How You Like Me Now";60;"2009-10-05";"7DjSNptx7IUVoWuSeN4rxA"
"The Be Good Tanyas";2024-08-11;314653;"Waiting Around To Die";55;"2003-03-11";"3C8YdZjiQ4fwVDJUdfuXQV"
"Tabletom";2024-08-11;230200;"El Reggae del Amor";29;"2002-01-31";"6Q3IEIKXlE11RNoSF52PkK"
"Verto";2024-08-11;197646;"Oie Gayego";32;"2020-01-19";"5T5016PDZqttItzDvVsh8W"
"Antony and the Johnsons";2024-08-11;261200;"Hope There's Someone";49;"2005-02-07";"24Xm5zS2KvwojChzxLGdn9"
"The Handsome Family";2024-08-11;168226;"Far from Any Road";56;"2003";"6AVhlHYezDjZ9igL1kYc5r"
"Raffaella Carrà";2024-08-11;161240;"A far l'amore comincia tu";52;"1976-01-01";"4uyLWNSjBY1hpZOSfvkOXQ"
"Carlos Gardel";2024-08-11;153120;"Por Una Cabeza";48;"1974-01-01";"76USRmeQbyrQA5RfDyO9Qq"
"Khruangbin";2024-08-11;252811;"Texas Sun";74;"2020-02-07";"4HFO9PDRxsdbcegkcNhxgz"
"Los Zigarros";2024-08-11;259595;"A Todo Que Sí";35;"2016-04-08";"7LXLPz8rJAGS1fxWVBSQjS"
"Sophie Hunger";2024-08-11;226184;"Le vent nous portera";55;"2010-03-26";"2vZVdy9Me7olnm2GEbhPYv"
"Silvio y Sacramento";2024-08-11;184693;"Aunque No Seas Virgen";24;"1995-01-01";"3l3lDb7rT6e56IEu2kuSzv"
"ZOO";2024-08-11;293600;"Tobogan";53;"2021-03-26";"71S8UCmS2lOh4TdYLNA31u"
"Janis Joplin";2024-08-11;219133;"Maybe";58;"1969-09-11";"5rFRfDq52l2l5RtS5kxA9A"
"Mick Harvey";2024-08-11;177440;"Out Of Time Man";42;"2007";"6WgADdwWlwBdJvwkmRXLsM"
"Vivir Quintana";2024-08-11;213000;"Canción Sin Miedo";38;"2023-10-20";"4pZWUWPYGu8tglUI2e8pVF"
"Mayte Martin";2024-08-11;196973;"A Miguel Hernández";29;"2009-10-31";"7gGashTkh1meQvVo6UsxVy"
