"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Wanda Jackson";2024-01-14;128426;"Funnel Of Love";57;"2020-10-23";"39htnVOmsFgAUft9YHpvZ2"
"The Hot Sardines";2024-01-14;228160;"When I Get Low I Get High";36;"2016-06-17";"3heL0BxCl4Ts7IhS0NRYSv"
"Sesiones De la Cuadra";2024-01-14;235234;"No Me Toques Mal - Acústico";33;"2023-03-08";"37mNu6YVat0QssmtFODsqI"
"Tucara";2024-01-14;230306;"No puedo quitar mis ojos de ti";29;"2009-06-23";"4Ei3r8F5lqwHIvzqOQ5Cz4"
"CAKE";2024-01-14;310333;"I Will Survive";64;"1996-09-17";"6kPOXxCYCdXBzEbb9dqE90"
"The Chordettes";2024-01-14;147813;"Mr Sandman";51;"1954-01-01";"19aAspnJIdLzkMzC5hIEdo"
"Joe Dassin";2024-01-14;157626;"Les Champs-Elysées";67;"1969-08-20";"70VszGJ7SagYgjotM7zvrX"
"Chanel";2024-01-14;176285;"SloMo";62;"2021-12-24";"4XH5TqMkP2lFr75tCLtPVz"
"Bon Entendeur";2024-01-14;203160;"Le temps est bon";66;"2019-12-13";"2i05vSN6Qp14HGI4fc1M14"
"Buddy Holly";2024-01-14;129120;"Everyday";68;"1958";"4Qy0SOU9Jg7Td10K68SanP"
"Alice Merton";2024-01-14;237053;"No Roots";57;"2019-01-18";"2EwVWNkKtyjQwDInp6FmKJ"
"Depedro";2024-01-14;215293;"Mañanita";28;"2021-10-22";"4Q090vwZsEDwv0GdxcgXPd"
"Mungo Jerry";2024-01-14;211880;"In the Summertime";71;"1970-01-01";"17JTrT5dXyWYs0xmsnunp7"
"O Sister!";2024-01-14;343888;"I Fell in Love with New Orleans";29;"2016-10-11";"5lr4YMePhS8eRrIdagCZW6"
"Triquell";2024-01-14;165357;"CBD i espardenyes";39;"2023-03-24";"2aQaeZdiaTYOKPf01p7Y34"
"Carlos Gardel";2024-01-14;153120;"Por Una Cabeza";54;"1974-01-01";"76USRmeQbyrQA5RfDyO9Qq"
"Noir Désir";2024-01-14;288693;"Le vent nous portera";62;"2001-01-01";"2GbW5WBU1BFSChvxtt6BBH"
"Jane Birkin";2024-01-14;213693;"Di doo dah";46;"1973";"7wERv90J8MOPA3Jc7f6WHZ"
"The Whitest Boy Alive";2024-01-14;191173;"Burning";46;"2006";"54TLwX6En84FpoU2MYrl0m"
"Adrian Quesada";2024-01-14;228693;"Mentiras Con Cariño";41;"2022-06-03";"2IjLewGcgMJMEAO5gHWwlG"
"Angel Stanich";2024-01-14;265346;"Rey Idiota";32;"2021-10-22";"3XVoKTbTCDXGS8Pwk1UWG2"
"Yoly Saa";2024-01-14;199636;"Todo contigo";43;"2019-11-22";"3ao3IZ5b6UH0WnD60tW5Vt"
"Concha Velasco";2024-01-14;143106;"Chica Ye Ye";48;"2001-10-29";"7pHfAknqhkk00kN1H5pBqs"
"La Mare";2024-01-14;246960;"Viento De Levante";38;"2021-10-29";"34mZt1lnBDpeAu3bFkOfXF"
"Roy Orbison";2024-01-14;178933;"Oh, Pretty Woman";79;"1962";"2jTbcSPVTBRAoc3mHU6hy0"
"Ali Farka Touré";2024-01-14;429973;"Ai Du (with Ry Cooder)";56;"1994-03-28";"0pOL9eM3BPolgD5jjQInAk"
"Raphael Gualazzi";2024-01-14;234626;"Reality And Fantasy - Radio Edit";42;"2011-10-18";"6zoX2yMQCCSCZaorNKgdsZ"
"Susie Arioli";2024-01-14;141880;"Honeysuckle Rose";36;"2002-10-09";"2o26l4h5rp6WuSy8U6sGqn"
"The Blues Brothers";2024-01-14;203453;"Everybody Needs Somebody to Love";64;"1980";"4cO51KBYsdsbmSZleoNEGH"
"The Sign Posters";2024-01-14;175226;"Summertime";42;"2011-07-01";"3Fv5E2a8R1kVWyXaTy6g2p"
