"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Morochos";2023-12-03;237886;"Vivir para mí";47;"2022-08-31";"461C1O7nRLwlxCZeExWdl5"
"Fillas de Cassandra";2023-12-03;169152;"II. LISÍSTRATA (Varre Vasoira)";42;"2023-02-24";"1AS49iR5AXJyoTJwzgvqN2"
"Raya Real";2023-12-03;333000;"Spanish Rumba: Bamboleo - Cantinero De Cuba - Djobí, Djobá - Se Pasaban Los Días - Me Va, Me Va - Mi Guitarra - Color Moreno - Ay Peregrina!";47;"1994";"4uyaEuhcSOwMx7A11O7qpD"
"Chiki Lora";2023-12-03;195240;"Volaré";32;"2022-11-18";"2DgMUQX65M1iCN3dSW4R0e"
"Jaguayano";2023-12-03;137303;"La Gran Ciudad";32;"2018-06-24";"3Hh9GmCQbNNtB9aWpY8jCn"
"Buika";2023-12-03;261600;"Volver, volver";39;"2008-05-19";"0ISrJWxZE7Pt54vQTcIhbP"
"The Limboos";2023-12-03;174231;"Big Shot";28;"2019-03-01";"7foXBA4RebwYTuABzmBycM"
"Lauren Henderson";2023-12-03;246653;"Veinte Años";28;"2011-09-07";"5Rq1AxJtf2uoc5kbSqf6ko"
"Rebeca Lane";2023-12-03;226355;"Libre, Atrevida y Loca";39;"2016-08-12";"7drLzTXpNpRTiA5A7LpbTm"
"Pajaro Sunrise";2023-12-03;161364;"Marching Tune";31;"2019-03-01";"7u5JEcfAVq77tife9B7AhQ"
"Gata Cattana";2023-12-03;237447;"Lisístrata";40;"2012-01-01";"7qaPfXArvKUdTbC2qCwIgG"
"La Ronda de Boltaña";2023-12-03;308520;"La tronada";29;"1998-10-10";"0z0HwgEIPJ497n1EBnGNht"
"Ede";2023-12-03;264333;"Lucero";38;"2022-11-11";"3oSrzEyGxXoZXB2t9V7hU0"
"La Shica";2023-12-03;295626;"Dos carnes paralelas (with Miguel Poveda)";33;"2008-03-04";"2n5BRSV04SYt72OzADJVeo"
"Ángela González";2023-12-03;132560;"La Canción Más Verdadera";31;"2020-08-07";"53QPQjuulXPQmJ7rLIM8nX"
"MADO";2023-12-03;221050;"Piensa En Positivo - Madrid Pride 2020 by Juan Sueiro";34;"2020-06-26";"6cGLfGdIZennoCqTbjejsY"
"Cristian de Moret";2023-12-03;364760;"En el Lago";22;"2021-10-16";"5vyTKPnhOolHb4o9rxuUHH"
"Ojete Calor";2023-12-03;190100;"Qué Bien Tan Mal";35;"2017-11-03";"0yQewh7Kn6hf9zOPrpxpIB"
"Albert Pla";2023-12-03;277640;"Veintegenarios";32;"1997-09-15";"2IhT6Of6MHwvjUbX5PggzR"
"Ferran Palau";2023-12-03;182829;"Serà un Abisme";33;"2018-02-09";"2BPozqXBOyEq3xO2CnpiFZ"
"Onda Vaga";2023-12-03;183875;"A La Mierda";32;"2013-04-24";"0M0G3LB7jjjGyunA1gf5Ae"
"Maita Vende Cá";2023-12-03;242774;"Que Cosa - Che Chosse";26;"2010-10-20";"0gVSQs26DuticVTHfkeHQa"
"Maribel la Canija";2023-12-03;299685;"Mediterráneo";37;"2021-12-17";"5XSHko7hLeyuAn0IOpcccd"
"Omara Portuondo";2023-12-03;227413;"¿Dónde Estabas Tú?";48;"2000-04-17";"1nEoXu83WPlqrfKAznidDw"
"Josh Rouse";2023-12-03;151973;"Quiet Town";31;"2006";"4RZQGHqFTMD4oYbTXuk1mn"
"Terbutalina";2023-12-03;103055;"Compostela";31;"2014-06-10";"2DYCOPoXt2AaNc61CYZozK"
"Rayden";2023-12-03;273113;"Haz de luz";53;"2019-01-18";"0CW2HjPurqSJZTh4Jdfgh7"
"Esclarecidos";2023-12-03;175000;"Arponera";23;"1985-05-17";"7g5A5p25Z1Zixrp7rkCCpZ"
"Churupaca";2023-12-03;293746;"Duda Morena";47;"2013-12-31";"1n7pvXzyXqEDCrCaR7SJbc"
"Manolo Caracol";2023-12-03;174053;"La Niña de Fuego";28;"1958-12-03";"1pG56fFdxUNog6DRj5SNkU"
