"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"DeVotchKa";2020-01-02;291735;"La Llorrona";37;"2003-01-01";"4MTcjMpRBALILRLpXFtYw8"
"Chucho";2020-01-02;206666;"Magic";29;"1999";"5byqJwl9a1gCfY1enHSZuM"
"Oscar Brown, Jr.";2020-01-02;151426;"Work Song";22;"1996-11-04";"213yUx6RlmljEZptl3KTFz"
"Les Rita Mitsouko";2020-01-02;164573;"Don't Forget the Nite";37;"1984-01-04";"6QAwEZobDncmTn1wgu7J3k"
"Rosemary Standley";2020-01-02;133786;"El negro Zumbón";35;"2016-04-15";"76wUrt6p0K36ecjWpNPQft"
"Charlie Haden";2020-01-02;399133;"This Is Not America";33;"2005-01-01";"57MUe8bApq5nuqvhaozCFE"
"Lola Beltrán";2020-01-02;192693;"Soy Infeliz";31;"2013-04-29";"6yKOjsWJdZcskvrz9PCQcP"
"Julie Driscoll, Brian Auger & The Trinity";2020-01-02;184160;"Let The Sun Shine In";34;"1969-01-01";"5jO2MzKL07TMyJXCvmqDME"
"Féloche";2020-01-02;176666;"La vie cajun";42;"2009";"76VZ932S7IvKAJZlEDHfMS"
"Iseo";2020-01-02;180249;"Deep in the Sea";0;"2016-10-04";"2WTZ0ZHKjG3n3UI5aqfWkE"
"Erlend Øye";2020-01-02;240435;"La prima estate";52;"2013-07-26";"2Fk5qciqtmhk0QjEUlLIgB"
"La Delio Valdez";2020-01-02;268826;"Cumbia Sobre el Mar";0;"2012";"4JZZcyt6jqH0bh3RZoowvb"
"Elida Almeida";2020-01-02;227080;"Bersu d'Oru";26;"2017-10-20";"2c4tEJ6dkUt6w8hZsroRFf"
"Mop Mop";2020-01-02;318397;"Let I Go feat. Anthony Joseph";0;"2013-03-04";"02YyoydLR5qVIvNfZwHePC"
"Paula Valls";2020-01-02;211562;"Circles";24;"2018-06-01";"57QL1Rjx2VvqvSgTnDREdW"
"Los Cojolites";2020-01-02;149400;"El Conejo";38;"2002-01-01";"1VU7NezUvswRnFjNM0M5li"
"Carla Bruni";2020-01-02;150813;"Jimmy Jazz";53;"2017-10-06";"2bHQTGyLGnwMDqrsuMvTsQ"
"Jane Birkin";2020-01-02;185240;"Harvest Moon";56;"2006-03-17";"13GE9LY5RpnTYTZ12LywX3"
"Zebda";2020-01-02;280866;"Tombés des nues";33;"1998-01-01";"7otu4JDWUXUIosul8HLfMF"
"Ricardo Lezon";2020-01-02;284906;"Arena y Romero";31;"2017-10-06";"26HijWnwwDe2n6PsI49e6q"
"Laurel Aitken";2020-01-02;283613;"Perfidia";0;"1999-01-01";"64ZHB2u13mp06rolh22Fm9"
"Twanguero";2020-01-02;243253;"Cumbia del Este";11;"2018-05-18";"5foeU7nVpEkZxvZKjEgkiT"
"T. P. Orchestre Poly-Rythmo";2020-01-02;278086;"Ne Te Fache Pas";0;"2011-04-12";"46SaHGfX201NN00geCtBZY"
"SKIP&DIE";2020-01-02;323506;"Mami Wata";0;"2015-03-27";"4BT41OyagBddadee5NavtE"
"Nat King Cole";2020-01-02;164573;"Quizas, Quizas, Quizas (Perhaps, Perhaps, Perhaps) - Remastered 2003";36;"2003-01-01";"0wy2RgqPtPVDgMHsBprY7I"
"Zoufris Maracas";2020-01-02;171852;"Mazunte";52;"2015-03-02";"7c6Z4B7NbzngH484t8jrFQ"
"Tulsa";2020-01-02;187680;"Centauros";29;"2017-11-17";"2m5eAU44Z5MUdMKs1MRh7o"
"Juca Chaves";2020-01-02;267413;"Take Me Back To Piaui";28;"2004";"20U1ZoFQ8flotDUIOl7qct"
"Victor Jara";2020-01-02;154148;"Te Recuerdo Amanda";38;"2011-10-06";"4ELZeRbJiJBrEplZtEKTh1"
"Mishima";2020-01-02;225862;"Menteix la primavera";0;"2017-05-05";"4dkJBR5cf8j1XsFznzknrX"
