"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"The Cat Empire";2019-06-10;279920;"Like a Drum";42;"2013-05-17";"7Blq3llvFZhKNAZvj6XwWg"
"Celia Flores";2019-06-10;155093;"Estando Contigo";37;"2016-11-18";"0SkezMSiiFmWrzAyK706AG"
"Quimi Portet";2019-06-10;194466;"La Rambla";0;"2003-03-03";"0ll0K3vJMeDLoUavoRUwZ4"
"Interactivo";2019-06-10;241658;"Pa'que enamore (Azucena y girasoles)";30;"2005-01-01";"3QTNUJCI38rbXkn3oCvE3r"
"Bebo Valdés";2019-06-10;243733;"Veinte Años";0;"2003";"4VOwUaLAK3Ea6tWZzos79U"
"Pedro Pastor";2019-06-10;178567;"Centro";36;"2017-02-23";"4AxfGdW8dMFm9ogSfpdBWh"
"Quantic";2019-06-10;302280;"Un Canto a Mi Tierra";46;"2009-07-06";"1um0ZxHYH7Zyi6BPW3afeX"
"Axel Krygier";2019-06-10;244533;"Cucaracha";8;"2010-01-01";"3a2tLxKLec8Hny6V7Vobql"
"Juan Formell y Los Van Van";2019-06-10;324626;"Disco Azúcar";19;"1999";"6Ppl7QJw6qnIIccPvRYocB"
"Eliades Ochoa y el Cuarteto Patria";2019-06-10;250800;"Ay Papacito - Son Montuno";33;"1999-04-09";"2LwmojFPquNxZNJRHdAy08"
"Cyrille Aimee";2019-06-10;251447;"Nuit Blanche";3;"2013-10-23";"2YKPUxyFCFhWW93FQ1vfJA"
"Willie Colón";2019-06-10;331440;"María Lionza";45;"1978-01-01";"7wOJ9RTQr05ytqROWtTPzy"
"Lole Y Manuel";2019-06-10;239453;"Tu Mira - Edit";43;"2004-04-13";"0yrK3jKRexjtP4CRdYizjs"
"João Gilberto";2019-06-10;116546;"Desafinado";0;"1961";"2v0e82jPJ6kjipDhCKu0Aq"
"El Puchero Del Hortelano";2019-06-10;191880;"La Quiero a Morir";48;"2005-01-06";"34MfnLPAKTD6sgQPNKxwp9"
"Los Manolos";2019-06-10;206000;"El Meu Avi";25;"2017-03-31";"2IAeVBMjpQ6EjumqIIYlcx"
"Melanie";2019-06-10;267026;"I Will Survive";30;"2001";"7wE1zbWoYdBMYwqioA9B3B"
"Cheo Feliciano";2019-06-10;333280;"El Pito (I'll Never Go Back To Georgia)";46;"1992-12-31";"3ukST4dz4n39IwgDiFTk8x"
"Maria Creuza";2019-06-10;145519;"Más Que Nada";39;"1971";"5Q77imv8zn3y5iXFV8TxTb"
"Georges Moustaki";2019-06-10;220733;"Les eaux de Mars";0;"1983-01-01";"5D25hgLxFTDDYUt99cKR7Q"
"Los Cuatro De Belén";2019-06-10;298706;"Guantamera - Alternate Mix";23;"2006-01-01";"3dXqWo4VxiuQWO8BFYtTfS"
"Los Delinquentes";2019-06-10;287146;"Después (con Gualberto y Bebe)";49;"2005-02-21";"2H7fvSPBZYZzMej92pEun8"
"Javier Krahe";2019-06-10;251733;"Ron De Caña";36;"2002-01-01";"5yJTFu8zEKbgg0R4Efa9AY"
"Alba Molina";2019-06-10;186306;"No puedo quitar mis ojos de ti";47;"2011-07-12";"5l90uGPAmAcFSjrqI4wvU4"
"Ruper Ordorika";2019-06-10;233240;"Sarri Sarri";28;"2013-10-01";"5po43xqHbEwaJt8Cgzcp44"
"Los Panchos";2019-06-10;164466;"Lo Dudo";36;"1997";"3LvF1TfHLHnVFUU5V3LDPx"
"Ismael Rivera Y Sus Cachimbos";2019-06-10;279280;"Satélite";34;"1973-01-01";"59PyYgxcFv1kahbd8TKidc"
"Angelique Kidjo";2019-06-10;259200;"Malaika";29;"1991-01-01";"1zQ3u7t7FV8nQDg0LMN5pw"
"Carlos Gardel";2019-06-10;172613;"Volver";50;"1931-01-01";"3BtQYqtMfMox1zDIkmIr2D"
"Meschiya Lake and The Little Big Horns";2019-06-10;211200;"It's the Rhythm in Me";25;"2013-05-31";"7c6DHl8YVLj0xuPyUUDdS8"
