"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Heartless Bastards";2024-09-08;308066;"Only for You";56;"2012-11-26";"1mupITVP9mYqKBHjWWDN1W"
"Annie Lennox";2024-09-08;212047;"I Put A Spell On You";56;"2014-10-21";"1REqQsUK0WRYQVzsmdsj04"
"The Puppini Sisters";2024-09-08;162453;"Walk Like An Egyptian";23;"2007-01-01";"19GOczcjczMIYGbEXNZ61m"
"Ramon Mirabet";2024-09-08;186400;"Sinnerman";28;"2016-07-01";"1t3TtpcqYyhy1EIxooUxyH"
"The Art of the Flamenco";2024-09-08;159306;"A Chi Li Pu";15;"2006-08-01";"37fDtgx7QDznuiRixjx0KR"
"Michael Kiwanuka";2024-09-08;597600;"Cold Little Heart";63;"2016-07-15";"0qxsfpy2VU0i4eDR9RTaAU"
"Angus & Julia Stone";2024-09-08;221306;"Paper Aeroplane";48;"2010-01-01";"5poJ6ZEu2nSeVTjpY4Z39z"
"Cimafunk";2024-09-08;228395;"Paciente";26;"2017-10-20";"11qB7I59a0o0p2lNdTkwZC"
"Tito & Tarantula";2024-09-08;224293;"After Dark - 2015 Remaster";54;"1997-01-01";"0nsQm5jYdw9YVPl7M8cljs"
"Miles Davis";2024-09-08;562400;"So What (feat. John Coltrane, Cannonball Adderley & Bill Evans)";53;"1959-08-17";"1weenld61qoidwYuZ1GESA"
"Ara Malikian";2024-09-08;152029;"Cosquillas a un Mimo";29;"2021-12-09";"0esHagnGNK35MHYv8WZH8I"
"The Chemical Brothers";2024-09-08;260696;"Go";47;"2015-07-10";"3XUVUh6hisN43r2eZAOJRD"
"Fondo Flamenco";2024-09-08;278973;"Mi Estrella Blanca";63;"2008-12-08";"7fb5Ssr9t5zVBLNOX2m3J7"
"Adriano Celentano";2024-09-08;229200;"Prisencolinensinainciusol";48;"1983-01-01";"5dP9R1pAhtCoZJXU3iqW4y"
"Rod Stewart";2024-09-08;331333;"Da Ya Think I'm Sexy?";71;"1978-11-24";"38tXOrjXUUfQWWV2DRwMio"
"Monsieur Periné";2024-09-08;336666;"Mi Libertad";44;"2015-06-16";"4XSLqHHDwqAnjwoMTtx7jC"
"The Zombies";2024-09-08;214066;"Time Of The Season";59;"1968-01-01";"4f1WyuUDKJsfFMjUytsbA3"
"Rufus Wainwright";2024-09-08;244760;"Going To A Town";45;"2007-01-01";"1ug0ICh7MM8qQJweBXUVWg"
"Balkan Beat Box";2024-09-08;228053;"Dancing with the Moon";27;"2010-01-01";"7K03zSW73guUrG31z7hXZ9"
"Marie Laforêt";2024-09-08;170613;"Marie Douceur Marie Colère";21;"2002-01-01";"61PvNNCb3cyAt8a9K1cHdq"
"The Blues Brothers";2024-09-08;203453;"Everybody Needs Somebody to Love";60;"1980";"4cO51KBYsdsbmSZleoNEGH"
"Leonard Cohen";2024-09-08;280626;"Dance Me to the End of Love";61;"1984-12-11";"6I58qJMqZHhb8jtNT3CuJB"
"Las Cafeteras";2024-09-08;208320;"El Chuchumbé";29;"2012-10-30";"2PzljcoZ70HbAKOK24bnEx"
"Hercules & Love Affair";2024-09-08;378256;"Blind";33;"2008-02-25";"7EMv3oMKUEpNrKFVZd1XYJ"
"Los Zafiros";2024-09-08;194093;"He Venido";40;"1961-05-26";"0CG9GScmTagh732BEs1MAa"
"Bobby ""Blue"" Bland";2024-09-08;233560;"Ain't No Love In The Heart Of The City - Single Version";64;"1974-01-01";"5OkHt7JZ6HSkJH359y2H31"
"Manolo Garcia";2024-09-08;266320;"Nunca el Tiempo Es Perdido";49;"2001-05-25";"1JqKxQiRvNRvY2hYn39uAu"
"The Gramophone Allstars";2024-09-08;275520;"He Perdido Contigo";25;"2011-10-13";"7E9A3U8SNl7vlrdxp5GALb"
"Ray Charles";2024-09-08;175255;"I Got a Woman";39;"2011-03-29";"1MNpppeHcXOt6vJ9i4LWlA"
"Ella Fitzgerald";2024-09-08;298133;"Summertime";63;"1958-01-01";"1vvnTmmNWnGmqvVFjVIINf"
