"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Balkan Paradise Orchestra";2023-08-06;189786;"Cotnes";31;"2020-04-03";"2gUTHwy9XKsAbwS6ZpBQn1"
"La Ganga Calé";2023-08-06;162589;"Como una Fiera";36;"2020-02-07";"4WVmrCHH3GAV3jhYfqF2pu"
"Zulu 9.30";2023-08-06;224440;"Por Si No Te vuelvo a Ver";37;"2011-04-04";"3zAtXjdH2y4O1HlrYaGoun"
"Alamedadosoulna";2023-08-06;204280;"La Guasa";24;"2014-04-01";"0vMyuEgvLmWlB4C9FTER7l"
"Ladilla Rusa";2023-08-06;250411;"KITT y los Coches del Pasado";48;"2022-04-29";"3QMWKc9qrHbGt2LfzviWAo"
"TéCanela";2023-08-06;191729;"La Rumba del Tartamudo";50;"2017-12-15";"5PmHupdoqQsSbbnvIIN7JD"
"Carlinhos Brown";2023-08-06;249653;"María Caipirinha (with Dj Dero)";48;"2011-11-21";"7KjAiKUf6oqUMqPa8VWni1"
"El Gato Negro";2023-08-06;159293;"Bombon de canela";33;"2019-04-19";"1NEJOqGgvxNtSXYZsU0qGD"
"Vera Fauna";2023-08-06;235986;"Martes";35;"2023-01-26";"0w1E1gkWad98BAQu6s5Sp6"
"Setenta";2023-08-06;305631;"Como Rinkin";30;"2018-11-09";"30AzDuoSoEp2ExUNcwYKb3"
"Yerba Buena";2023-08-06;361800;"Solito Me Querde";29;"2003-04-15";"1kF981Cq9HULhdiAxKH5FH"
"La Sra. Tomasa";2023-08-06;213215;"Por Si Acaso No Regreso";31;"2023-03-31";"6cbhfEMNrhEoInbk3oPt9X"
"Verto";2023-08-06;216320;"Todo o que che din";27;"2021-04-09";"1jyKsn9gNPW2rkxh15pDsy"
"Ginestà";2023-08-06;200440;"Una cita";30;"2022-02-04";"2FyZ0VmioMNE06ip2kbDgN"
"Kike M";2023-08-06;186000;"Trance (Remezcla de Gabriel Vidanauta)";34;"2023-06-22";"2BvFi73HEG1zY4bJ09PUN2"
"Alice Russell";2023-08-06;355426;"Una Tarde en Mariquita";2;"2012-03-03";"5VG1axBYL3aXMvy0oB7S3Z"
"McEnroe";2023-08-06;240853;"La Electricidad";43;"2015-04-21";"3QiJU2sZP7ygkzWE1vtKKZ"
"Orkesta Mendoza";2023-08-06;121455;"Boogaloo Arizona";25;"2020-04-10";"0bwQx0rKAcAFu2zi8D8x1a"
"KerreKe";2023-08-06;174706;"Bailando Con Un Pie";35;"2020-05-29";"2wk8ikP4VBxoPrPL0z00dm"
"Adanowsky";2023-08-06;209506;"Vivir Con Valor";36;"2018-02-02";"1pOY7m74U5eY0H7QdlTbN4"
"Vicente Navarro";2023-08-06;188405;"En el río";34;"2019-06-07";"2lScS0LNcGpQT5pY6MwJwY"
"I'm From Barcelona";2023-08-06;270952;"Violins - Elyella Remix";33;"2015-07-17";"17uLTQYUWW39V69WaoqDrv"
"Aurelio";2023-08-06;179108;"Nando";34;"2015-05-01";"0abBxaGEwuTKkBjTVAysJs"
"Bonbon Vodou";2023-08-06;266683;"La flemme";29;"2021-09-10";"0JBlLrp2z5bWri740ubXJT"
"Sidi Wacho";2023-08-06;219534;"Con Sabor";31;"2016-03-11";"7r0Vo2dpMuR2867GKldT9E"
"Zuco 103";2023-08-06;207173;"Yara";30;"2016-02-29";"5B5aD7dC9n28zIF759Jc5i"
"Natalia Doco";2023-08-06;207613;"Ya llegó - Parábola de la Hija Pródiga";38;"2023-02-03";"1xu99byFIkzbPmPDWxYTMc"
"La Internacional Sonora Balkanera";2023-08-06;225813;"Marrakumbiah";30;"2016-04-29";"6fCxJA4Ar7o8PXRjDrKECo"
"Blanco Palamera";2023-08-06;252397;"Pelear";35;"2022-02-11";"2UvMLmIyblXPM1dF505gAs"
"Marta Ren & The Groovelvets";2023-08-06;161309;"I'm Not Your Regular Woman";12;"2016-03-04";"6q0KwBE54keRI8oWqZ7LcC"
