"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Dimitri From Paris";2020-06-07;294011;"Sacré français";38;"2014-11-17";"1VOyqL5y9mvfiWh8Gk1Ty5"
"Ladilla Rusa";2020-06-07;146166;"Princesas";38;"2018-02-23";"0d5Uc8WQHb1PQdEuoQSHuE"
"Magín Díaz";2020-06-07;329055;"Rosa";40;"2017-05-23";"2VeOgi0v5d4L5hiNuE2Zni"
"Chavela Vargas";2020-06-07;227999;"La noche de mi amor";10;"1996-05-10";"2Dr8LgjmS9JW641j2ELvle"
"Venturi";2020-06-07;271466;"Mi Estúpida Opinión";25;"2018-10-19";"5VuDnDrJh9Lj6NWONkBW3n"
"Miau Trío";2020-06-07;225545;"Ácaro";32;"2017-09-13";"5p9sfsdqNlhSDqbotwaJj5"
"Lila Downs";2020-06-07;220613;"Clandestino";39;"2019-05-03";"4rHzFWlUjwjUqn3ucSJ2k9"
"Kalabrese";2020-06-07;318457;"Independent Dancer";0;"2013-04-26";"5UiZ3oyLL0wiJC67Cby9Nj"
"Isaac Delusion";2020-06-07;189200;"Voyager";38;"2017-04-07";"12FsF7zGKN58k2VTlzwDAU"
"Jaguayano";2020-06-07;198882;"Encarcelado";0;"2018-06-24";"7madsXQA2tTs3JmyBnaQjq"
"Futuro Pelo";2020-06-07;212538;"Warming";24;"2018-06-04";"4Fv2alfE4JSq9xgoJSRbJR"
"Manzanita";2020-06-07;189333;"Paga La Cuenta Sinvergüenza";22;"2010-10-04";"5b9cqd8MjRctVDIEqLLzvL"
"William Z Villain";2020-06-07;220266;"Something Beautiful";35;"2018-10-05";"4ynyYl657TH6xb8QlBtyWX"
"Alex Serra";2020-06-07;258420;"In the Real World";50;"2019-06-21";"5TDehxSjzWraYDIzAjtxi6"
"MAVICA";2020-06-07;194000;"Hot Sand";28;"2018-03-07";"077uNccrAHxqUrmpfPieYE"
"Santero y Los Muchachos";2020-06-07;231893;"Mañana Asesina";25;"2019-03-01";"1ybSwfRYgrgDtUfW1S1MUA"
"Tumaca";2020-06-07;207945;"You";0;"2018-12-14";"6PnR1XGJ9dOWkL3l43u6p7"
"Bessoso";2020-06-07;284550;"Para Decir Que Te Quiero";26;"2019-07-05";"33ZIG2aSnfDw4PsjvINRAs"
"Prietto";2020-06-07;356800;"Ay, Corazón";0;"2015-02-11";"5YEudWySgUEDjxTbwXK1HR"
"Son Rompe Pera";2020-06-07;289960;"Cumbia Algarrobera";0;"2020-02-28";"6E3Yb6f93bEEOyAzYwKCIQ"
"Dominique A";2020-06-07;153733;"J'avais oublié que tu m'aimais autant";38;"2018-10-05";"2pbLo7AOvNDOG9nP8ZZyWc"
"Pat Kalla";2020-06-07;327592;"Lady Angola";26;"2018-11-23";"7tjdPNtMcG5VZ0qUeJHmTM"
"Profetas";2020-06-07;250243;"Buena Vibra";0;"2011-04-14";"18lHQwB0rmRzsT3EBlrBbn"
"Dengue Dengue Dengue";2020-06-07;247017;"Eye Acucho";0;"2018-09-21";"0j99NjeCVuOb2rDfu3RNjl"
"Siniestro Total";2020-06-07;219533;"Miña Terra Galega";31;"1992-02-24";"4qMMs8pWPSWhJKKJgCDgNW"
"Nickodemus";2020-06-07;255266;"N'Dini";0;"2009-06-16";"50p8vKmuPfYJz3MqFYA1Zk"
"Indigo Drone";2020-06-07;188628;"Steel Tongues";33;"2019-05-24";"1GKN6rGxdgOeAt811aN1FF"
"Orquesta Akokán";2020-06-07;199400;"Mambo Rapidito";2;"2018-03-30";"71QnNPSX1wsG9ZCUwKOFgE"
"Miss Bolivia";2020-06-07;234573;"Soy (feat. Liliana Herrero)";32;"2017-02-17";"572ZnLpVAhneJ6duuES4OL"
"Egosex";2020-06-07;292824;"Congo";0;"2019-04-26";"7CSnJtHbiYgBxNH7l4wJql"
