"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Peret";2019-04-23;141106;"El Muerto Vivo";51;"1989-05-25";"2HMDuldQjj1nBUfrpDj0s2"
"Simón Díaz";2019-04-23;187266;"Tonada De Luna Llena";45;"1974-12-22";"1IjxRo8rfMHfJbvuFEqAWo"
"Chico César";2019-04-23;214826;"Mama África";55;"1995";"4oUdOO2U2FwFiuHOMUwkNF"
"The Gramophone Allstars";2019-04-23;327186;"I'll Be Around";0;"2010-02-15";"7GEKTcVFyfsHBNeOEbkHpF"
"Guillermo Portabales";2019-04-23;258440;"El Carretero";52;"2006-04-07";"4QIpeZWyufZKw0C9AEJES2"
"Pata Negra";2019-04-23;231600;"Pasa la Vida - Remasterizada";47;"1987";"1ocUC0Gc8JKCj1Gl0JbqVO"
"Panama Cardoon";2019-04-23;178173;"Oye!";35;"2011-11-17";"0E4XMiovfMFR8xCk8Y7oVO"
"Spanish Harlem Orchestra";2019-04-23;352346;"Escucha El Ritmo";26;"2005-01-01";"2tBVtCZMvvhcyadGaGkQQG"
"Compay Segundo";2019-04-23;238413;"La negra Tomasa";52;"2000";"449c2Wce3Ldrr8lzI02hlD"
"Diego El Cigala";2019-04-23;280306;"Moreno Soy";37;"2016-10-28";"7DaqsI9q60TwDUAGE11O8x"
"Cachao";2019-04-23;183360;"Descarga Cubana";36;"2012-02-14";"4ZsTBgwdo7Mb1UYOYM9aJB"
"Setenta";2019-04-23;166966;"Madame Shingaling";56;"2015";"36pZaBb4jM2PGZOjXyFf9G"
"Souleance";2019-04-23;259750;"Segrados Do Samba";44;"2014-07-14";"3I7vdWnYNdlyvnNnYVQRUJ"
"La Mambanegra";2019-04-23;311127;"El Sabor de la Guayaba";0;"2015-03-05";"6yz5gKc42Bpss0GxT8D6p9"
"Playing For Change";2019-04-23;284213;"La Tierra Del Olvido";0;"2011-01-01";"5jl7Rca7svlwxgAdtS0ThT"
"Jarabe De Palo";2019-04-23;257893;"A lo loco (con Celia Cruz)";25;"2003-03-07";"2i8ffcsBSZNDI5whavrBaU"
"Os Originais Do Samba";2019-04-23;189133;"Falador Passa Mal";32;"2014-06-09";"0qt8FbLg9Cp5Mech8080d0"
"Ketama";2019-04-23;276906;"Vente Pa Madrid";37;"1988-03-22";"6it7LWCx2i5KQv73iyocKV"
"Beth Carvalho";2019-04-23;169266;"Dança da Solidão";50;"1981";"259fyvO1fV5qouvomztgQh"
"Jungle Fire";2019-04-23;233493;"Firewalker";33;"2014-09-30";"481L9QkG0QiHGYBkDzqqsz"
"Asere";2019-04-23;424466;"Corazon";40;"1997-01-01";"69lkguWxTGHupFzMLXNK28"
"The Souljazz Orchestra";2019-04-23;219424;"Insurrection (Remastered)";34;"2007-02-13";"70j8zJSXZm56lTCwAcwgh3"
"Ismael Rivera Con Cortijo";2019-04-23;221960;"Arrecotin Arrecotan";0;"2008-01-15";"2zG4fvYTn42yzji2lQ9aSk"
"Ralph Robles";2019-04-23;182053;"Come and Get It";32;"2016-04-18";"2pBp6tnOazUbSHFm7bdCN8"
"Bataan Nitollano";2019-04-23;177000;"Subway Joe";0;"2007-08-28";"5jKXVg8TZyVHWzzQjyzIeB"
"Mulatu Astatke";2019-04-23;139600;"I Faram Gami I Faram";0;"1969";"1YaUAkNsLKXtJfb0FVZcyu"
"Rosalia De Souza";2019-04-23;190275;"Carolina Carol Bela";48;"2009-01-25";"5uMkplQohrSjoclLGmLpTe"
"Arsenio Rodríguez";2019-04-23;158786;"Dundumbanza";23;"2006-01-01";"621HvKxVmdMQuBNF5TdTc3"
"João Donato";2019-04-23;135093;"A Rã";54;"2008-01-01";"6Z4rwujDTEf2nBEc0eZqJF"
"The Tao Of Groove";2019-04-23;297826;"Mulatica Mia";34;"2002-05-01";"3cTRg8cy3cBIDWhN1XYrxZ"
