"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"R De Rumba";2020-07-06;231362;"Viva el Funk";9;"2020-05-22";"2Svn8UVowmHq6I8IYB4XwT"
"Julia de Castro";2020-07-06;231165;"Caminadora";22;"2020-06-26";"5APouCNoMeEJV2BhsjGYLl"
"Colectivo Da Silva";2020-07-06;240516;"Nena, Ven a por Eso";22;"2019-10-25";"0cTwhwpmoCRfE5urQPmUQU"
"Kanaku y El Tigre";2020-07-06;171613;"Quema Quema Quema";0;"2015-06-15";"7HL6H0IfTPYPFdrzuJVFlS"
"Chelsea Boots";2020-07-06;233360;"La Fama";25;"2019-10-03";"084z8UVcSF3gScbgOOAl9F"
"Julián Mayorga";2020-07-06;128684;"La Niña Cuántica";32;"2016-10-21";"22ZNOoOKta5HRqL2hlO0ZA"
"Carla Collado";2020-07-06;277500;"El Rumbo";41;"2019-09-30";"5z8NI8rAs8s6tfqlXkg7CX"
"HOLOGRAMMA";2020-07-06;225362;"Cristales";0;"2020-02-07";"6LY1hYr5L6ReWB9UlKTQZI"
"Dubioza kolektiv";2020-07-06;238064;"Cross the Line";27;"2019-11-05";"4m1cxTvYX2HIcri29vA2j0"
"Valter Lobo";2020-07-06;269663;"Oeste";39;"2016-10-14";"5RwXL3PDUgwvBjAeTJrGRo"
"Calexico";2020-07-06;189413;"Cumbia De Donde";11;"2015-04-10";"4E3y6TLqIRfsxIj5rf216B"
"Los Cojolites";2020-07-06;316520;"Sembrando Flores";44;"2012-01-17";"2L4pDxKqvwuJ6mr03Kc1I8"
"Dente";2020-07-06;226800;"Cosa devo fare";0;"2016-10-07";"2brf6wJ1qODamIwsFhvBn7"
"iLe";2020-07-06;223774;"Tu Rumba";46;"2019-05-10";"5ggXegN9GWgNOSS83gZHGT"
"Biznaga";2020-07-06;180955;"Una Ciudad Cualquiera";0;"2017-01-20";"4HskFqyOa7PkULS2VmAXRJ"
"SonDaRúa";2020-07-06;221337;"Salsa Galaica";0;"2020-04-24";"3YUtm6lo7UzNqe3l9PKqL0"
"Malifeta";2020-07-06;144974;"Xinxeta";25;"2020-05-19";"5jTAUcHBB6qtBoJOrfNham"
"Roberto Fonseca";2020-07-06;841400;"Connection - Live";0;"2015-04-20";"5GAkjmDCiRsGyuV0EQaK9z"
"Mercedes Nasta";2020-07-06;662614;"Paricutín";0;"2016-01-27";"2v7ZKoMxl2yG5tNq9uwFsv"
"Temples";2020-07-06;204586;"Mystery Of Pop";0;"2017-03-03";"4q6ftOlwMbRStNc18x0iuD"
"Feten Feten";2020-07-06;244480;"Para Olvidarte";23;"2020-04-30";"7LJJlpLzQTBQ0wjMopDN81"
"Barnaby Keen";2020-07-06;244924;"Warm Blood";22;"2017-05-24";"26UcDVW2L8tKj5Y6fYWhVc"
"Sotomayor";2020-07-06;217733;"Electrico";2;"2017-07-21";"1dgIxWPTnisePV6keFY6ng"
"Iosonouncane";2020-07-06;249733;"Stormi";0;"2015-03-30";"1Sngs6GLN6J9adtWKLPww1"
"Sons of Aguirre";2020-07-06;257706;"Amor Ideológico Imposible";30;"2016-10-04";"1GAFw3yeNBKdnfabxYBnrF"
"Magrot";2020-07-06;245115;"Sleepless";31;"2020-01-27";"5TaTBNctQ6Tq5HUiKJfwKB"
"Kel Assouf";2020-07-06;281120;"Fransa";33;"2019-02-15";"2szNhyx4lm9LoUU8KnUN6b"
"Lucio Corsi";2020-07-06;174760;"La lepre";38;"2017-01-27";"3lxO8pzvmLVMh9GGwu05Qf"
"Adiós Amores";2020-07-06;204186;"Charlotte";0;"2020-01-16";"6RI2nKPaddl8rAM6Xmi5cm"
"Los Iracundos";2020-07-06;149306;"Sunny";29;"1998-02-08";"6r6IC8aMBPGo5bIfWtStoC"
