"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Marc Ribot";2019-07-01;291640;"Aqui Como Alla";34;"1998-06-05";"3P7wuQxGz1q9jF9jY1AXKc"
"Andy Palacio";2019-07-01;261613;"Weyu Lárigi Weyu";25;"2007";"2PRKNVSBdandhsbT5wBFvy"
"Victor Démé";2019-07-01;210093;"Toungan";32;"2014-09-19";"4psXSB62XvHZ0c3fg2udob"
"Roy Paci";2019-07-01;213586;"Ciuri Ciuri - Remastered";0;"2003-06-01";"39IdKg49IGAxc0MFIz6MYc"
"Nicola Conte";2019-07-01;327209;"Roberto Roena - Take Five - Remix";23;"2009-11-10";"5vThrhOVn1TcmjN39PmSQO"
"Johnny Ventura";2019-07-01;252693;"Guajira con Soul";37;"2007-07-03";"5QUXRAkzHdRyYVlUz6Bh0D"
"Oquestrada";2019-07-01;259053;"Oxala Te Veja";21;"2010-12-13";"7kL62lx6gx4fU5aG4dcJ19"
"Femi Kuti";2019-07-01;380533;"Truth Don Die";0;"1998-01-01";"3H963ogFzj0Zxin7NYcZhI"
"Pérez Prado";2019-07-01;161026;"The Peanut Vendor";39;"2000-11-25";"0AqAcjYhjpkSXd972Ixy3e"
"Bitman & Roban";2019-07-01;195693;"Despues De Almuerzo Parte 3";37;"2006-04-11";"1exvDLSiFL6TncjgMrkOAP"
"Indian Vibes";2019-07-01;234466;"Mathar - Radio Mix";35;"1994-09-26";"1oNMKSf1dOb10Y2uAReSri"
"Maria Teresa Vera";2019-07-01;255040;"Veinte Años - Original Recording 1956";34;"2001-03-27";"4uJflEfCYVvcpUCBbYKAee"
"Machito & His Afro-Cuban Orchestra";2019-07-01;181173;"Mambo Mucho Mambo";21;"1951";"7r9YHJqvapc5oWJiM7cjCm"
"Lucho Bermudez Y Su Orquesta";2019-07-01;155040;"Fiesta de negritos";0;"2011-11-20";"0fG8KaGrAiu98IbGQVzkNI"
"Emir Kusturica & The No Smoking Orchestra";2019-07-01;252386;"When Life Was A Miracle - 'Life Is A Miracle' Original Soundtrack";35;"2004-01-01";"7qYvgzNzni0JD1qhomXsje"
"Boogaloo Joe Jones";2019-07-01;306333;"Brown Bag";34;"1996-01-01";"03G8biBvHHAX55lUQi1ksr"
"Delafé";2019-07-01;218547;"Lo más bonito del mundo";36;"2016-04-01";"068WoBEM3JBTBuV1OdUvfx"
"Tiken Jah Fakoly";2019-07-01;233026;"Africain à Paris";55;"2007-01-01";"3uPdbl5It4snYAz6JHDTIX"
"Kase.O";2019-07-01;221786;"Boogaloo A.K.A. Tarantula";48;"2011-12-05";"0Xtm1ILSm1hdlgQEOJjMx4"
"Antibalas";2019-07-01;247760;"Che Che Cole";33;"2011-04-29";"5EEsbpPgWsbdYbZg3AxtsO"
"The Shaolin Afronauts";2019-07-01;386746;"Kilimanjaro";37;"2011-06-27";"5XGRiFmZOsCy6ZqRFG5d6t"
"Laurel Aitken";2019-07-01;155933;"Quizás Quizás";0;"1999-01-01";"64ZHB2u13mp06rolh22Fm9"
"Touré Kunda";2019-07-01;242893;"E'mma";0;"1980";"0eFlJYSmiwMcLKuWB1XYoK"
"Amadou & Mariam";2019-07-01;253960;"Djanfa";41;"2005";"6iGoXwENON2onjXpv9bO38"
"Fanga";2019-07-01;305106;"Crache La Douleur";34;"2012";"33lFnjJDTWmpTq8aoySfDE"
"Jose Merce";2019-07-01;269439;"Clandestino";24;"2004-11-08";"2zumIECdTjlBG06pf0f1h9"
"Los Propios Bateros";2019-07-01;304113;"Bolillo, Baqueta y Tombo";16;"2017-09-01";"5ajMRxW6NnJUUl3tq0WzFM"
"Trombone Shorty";2019-07-01;181946;"Neph";38;"2010-01-01";"5J26uchSALEhy9xwkdeV5a"
"Tinariwen";2019-07-01;234253;"Aldhechen Manin";25;"2004-01-01";"0HtXxCOzxI722dtwJ7ukyv"
"Señor Coconut";2019-07-01;224240;"Usti, Usti Baba - Senor Coconut Remix";0;"2007-03-12";"7xW9kERwoiwUwMvcE3ppNB"
