"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Ray Charles";2019-08-26;307053;"What'd I Say, Pt. 1 & 2";63;"1959";"4tfWxufmH725XmTcQFAuXn"
"J.J. Cale";2019-08-26;233266;"Tijuana";42;"1990-02";"31540PNZdNpHdzh6rQ9tSW"
"Siembra";2019-08-26;256159;"Hasta Siempre (Comandante Che Guevara)";29;"2000-10-05";"26fdrQUE7cAKDV6LPx8I5p"
"The Sweet Vandals";2019-08-26;264280;"Too Much";0;"2007-09-03";"27yH2uUs1S8v7Lc8ElCo9Y"
"Gipsy Kings";2019-08-26;346600;"Hotel California - Spanish Mix";0;"1999-08-03";"2TvSWPlc3FNoZcyG7ucb1Q"
"Dojo Cuts";2019-08-26;226426;"I Can Give";38;"2012-04-16";"20e8oP5W0209A6D87lTzB3"
"Les Yeux Noirs";2019-08-26;260466;"Les deux guitares (Tzigane russe)";35;"1994";"6PzX7Vrt0k8jWlk6y8NcBv"
"Derrick Laro and Trinity";2019-08-26;449520;"Don’t Stop Til You Get Enough";0;"1979";"5vlryC1vJP4jENZ6H1Qqgb"
"Trio Mocoto";2019-08-26;242560;"Tudo Bem";0;"2001-01-01";"5aEvx8thqk7yiwO1rKTx9B"
"Enzo Jannacci";2019-08-26;335320;"Il Bonzo";31;"2011-10-25";"1nWiKsWnaIZyg5PojH8Za4"
"Quarteto Jobim-Morelenbaum";2019-08-26;181933;"Águas De Março";0;"1999-01-01";"623MSwWoq3KGgrBdPuwCWH"
"Paolo Conte";2019-08-26;244693;"Come di";46;"1984-10-23";"0LFIPXXxCjybZoE6H0tswB"
"Bandabardò";2019-08-26;194040;"Bambino";43;"2008-09-05";"0netzNY4DlYLFCeMVujS90"
"Romane";2019-08-26;206733;"Gypsy Fire";40;"1996";"2fJwgAMgCrMlZGg0t67SQn"
"Mayra Andrade";2019-08-26;222800;"Comme s'il en pleuvait";53;"2006-09-11";"5L0eCMei56cSPTQnNL0Ipu"
"Al Green";2019-08-26;143880;"I Want To Hold Your Hand";0;"1984-12-31";"1lOeyjQR0tNgK0QJvVPzSb"
"Ornella Vanoni";2019-08-26;233640;"Senza paura";45;"1976-10-25";"5O6YBiSMJZ4qB5opZCJHGH"
"Charlie Palmieri";2019-08-26;241666;"Panama's Boogaloo";27;"1968";"16HyMNJ8doPkWJLQZvKmMH"
"Osvaldo Farrés";2019-08-26;218546;"Dulce Habanera";36;"2006-01-01";"4zU5ji5KJmtovm3pgEsCGc"
"Vieja Trova Santiaguera";2019-08-26;215573;"Maria Cristina";39;"1998";"0pTHZMeercs65EFh1FVvkh"
"Orquesta Aragón";2019-08-26;371560;"Son Al Son";33;"1999";"7wOFA3A9v0qNESJJls2Kix"
"Champion Jack Dupree";2019-08-26;369893;"Ooh la la";17;"1980";"7oiCfoVtWwpE5yrddUCmhn"
"Syl Johnson";2019-08-26;195400;"Come Together";0;"1969-01-01";"076qHSzvu55zhfDwgOGiv5"
"Ike & Tina Turner";2019-08-26;168760;"Game Of Love - Remastered";43;"2002-01-01";"3EIJMXNh2yP4cRU7jDLNxc"
"Andrea Motis";2019-08-26;289906;"He's Funny That Way";31;"2017-02-17";"6GgIfHctrqnkb4Zsga3RGy"
"The Latinaires";2019-08-26;237944;"Afro-Shingaling";29;"1968-01-01";"2Gx9abfQOdoIMggiAxDUof"
"Robert Mitchum";2019-08-26;180080;"From A Logical Point Of View";36;"1957";"5apT2CtiyajTx5ymnSBt0x"
"Brazil Voices";2019-08-26;254826;"Brazil Popular Music II: Canto De Osana";0;"2006-06-19";"3Khsj6PPwVOPXdd26C4vs9"
"Eartha Kitt";2019-08-26;208600;"Angelitos Negros";20;"2016-10-28";"2zNQ2jh5wcn4I5n5xANO0X"
"Amparo Sánchez";2019-08-26;290093;"Alma de Cantaora";36;"2012-09-24";"4RZtmfEuBbn9QVZguelVmO"
