"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Carrera Blanca";2023-11-05;147250;"Adulto funcional";35;"2023-02-23";"651tHEhFkANL6mYDcmkEA4"
"Buena Vista Social Club";2023-11-05;329200;"Candela";48;"1997-06-23";"5qcOy8sMqROZ0VEfK8LJZt"
"Soha";2023-11-05;246920;"Mil pasos (feat. Antoine Essertier)";60;"2008-02-08";"4pHe8KmDZZAkcg5mDr7Gtu"
"Maria Dolores Pradera";2023-11-05;159786;"Que Nadie Sepa Mi Sufrir";25;"1969";"1LfRihKaUEJcHPgdYdFc1g"
"Stacey Kent";2023-11-05;218190;"Les eaux de mars";63;"2010-03-22";"3afGgL2rBWMuLYEWXScDFb"
"Ayọ";2023-11-05;240120;"Down On My Knees";51;"2006-01-01";"1811h6owYzlnCx0zyIRdji"
"Chavela Vargas";2023-11-05;204617;"Que Te Vaya Bonito";47;"2012-08-28";"5APXKgrB5OtipEWIdJMxse"
"Ornella Vanoni";2023-11-05;274000;"L'appuntamento";64;"1996-04-29";"6zP8t0J8Ue5YpWl4vAEEYm"
"BRONQUIO";2023-11-05;155200;"Contigo, Contigo, Contigo";39;"2019-07-19";"52kJU9KeICqsIMdVfCHxCl"
"The Green Book Copacabana Orchestra";2023-11-05;133863;"That Old Black Magic";35;"2018-11-16";"4b9fHw4hd1IjmdCwBqlqnZ"
"Santiago Navas";2023-11-05;238709;"No Me Toques Mal";44;"2020-02-07";"1pL5VJhInTbubhzMYnChB4"
"Antonio Machín";2023-11-05;175173;"Dos Gardenias";32;"1963-12-10";"7Flb5Llv4pXy5fdpKvodFd"
"Waldeck";2023-11-05;193639;"Never Let You Go";49;"2018-10-12";"5OibdNiyEx8gxw9ASUAkwI"
"Martina diRosso";2023-11-05;190822;"Mala x pensarte";37;"2022-09-22";"52mJE8B0kM8mqaXfaYqHVJ"
"Louis Armstrong";2023-11-05;203760;"La vie en rose - Single Version";70;"1952-04-01";"17fcllu2aPjrx4ZCm05jMc"
"Gabriel Rios";2023-11-05;201213;"Porque Te Vas";35;"2007";"6ZnNwgywOxHgsjsl26NU0J"
"Carmen Linares";2023-11-05;187013;"Escándalo";34;"2006-11-01";"6HkqQvugtJIuUhHhwQ8a2v"
"Morgan";2023-11-05;236936;"Paranoid Fall";32;"2021-10-15";"3A2mrqzzNIk6QITjTTf9ao"
"Sílvia Pérez Cruz";2023-11-05;327643;"Pequeño Vals Vienés";37;"2014-01-01";"27DidY2aLP9MtEcQ1EWA6Z"
"Rosemary Clooney";2023-11-05;156891;"Sway - Remastered";45;"2019-02-26";"5x8IhkzAuISrbJMWpSCNGa"
"Belen López";2023-11-05;239368;"Mil Mujeres (feat. Arkano & Jorge Pardo)";37;"2021-09-10";"7mCo5pTTdTnyxdBJYTp20p"
"Rocío Márquez";2023-11-05;261192;"Alumbra El Firmamento - Guajira";31;"2014-01-01";"6TM1GDGcraUFhsOeGf9e6T"
"Lole Y Manuel";2023-11-05;211573;"Un cuento para mi niño";35;"2002-11-22";"5puBCIL3oMbkrYmsdL0vPT"
"Ara Malikian";2023-11-05;252087;"Voglio Vederti Danzare";34;"2019-05-17";"4ILmz2oePyqUkGKvTkGd9q"
"Navajita Platea";2023-11-05;173946;"La Vida Esta de Lujo";59;"2013-02-01";"3wvUe1RiKhIIcKHoFgztTm"
"El Pele";2023-11-05;273293;"Llamale Amor (Rumba)";46;"2003-05-19";"4bEtnswwkdpJ8ztBspY7H5"
"Maio";2023-11-05;218000;"Progresso adequadament";32;"2021-11-26";"4JOIUth9caq0jZatJKdTmT"
"Pedro Pastor";2023-11-05;190444;"Amar";39;"2017-02-23";"4AxfGdW8dMFm9ogSfpdBWh"
"Esquivel And His Orchestra";2023-11-05;185746;"Boulevard of Broken Dreams";25;"2013-10-21";"5piwsRmhY4MMhKdana79ES"
"Nouvelle Vague";2023-11-05;218666;"Mala Vida";46;"2011-01-01";"4O5Sc2AKeID5h5KPHjQ4bl"
