"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Lew Stone & the Monseigneur Band";2024-10-13;195333;"My Woman";36;"1998-01-01";"5oO05Fs4JZ55rclkC8eqcy"
"Cosimo and the Hot Coals";2024-10-13;212000;"Elena";26;"2022-10-28";"4JWavbUahpFh4AisZd5sqA"
"Tami Neilson";2024-10-13;223577;"You Were Mine";51;"2020-02-14";"4PIXzf7OYpSZF7PJLMjCZu"
"Michel Legrand";2024-10-13;161066;"Di-gue-ding-ding";27;"1964-01-01";"00bMIv0wcpw12lWxAcPPSI"
"Joachim Horsley";2024-10-13;267944;"Beethoven in Havana";28;"2019-02-15";"6r7Z6pIfo9By0jAnQLUcV0"
"Kormac";2024-10-13;177824;"Big Bad Trumpet Player";49;"2010-04-26";"2EOpMCcWNNghidbCnefZVg"
"Elaine Stritch";2024-10-13;123960;"Are You Having Any Fun?";42;"1995-07-18";"5QIpptLE6IdPPbzLABSOYQ"
"Esperanza Spalding";2024-10-13;225200;"I Know You Know";48;"2008-01-01";"7188JsHTl3rladofF7CVvW"
"Paolo Conte";2024-10-13;165213;"Via Con Me";46;"2017-10-27";"27Z6mdIhCmLKgrs13yp19s"
"Julie London";2024-10-13;140026;"Why Don't You Do Right";47;"1961";"60LVWAuMJJeRfuPzQAiJ3k"
"Dj Farrapo";2024-10-13;164582;"Marcianito - Cristina Renzetti Vocal Version";28;"2017-10-20";"3s5XUm68qdvzlW4wTDSSaw"
"The Green Book Copacabana Orchestra";2024-10-13;133863;"That Old Black Magic";31;"2018-11-16";"4b9fHw4hd1IjmdCwBqlqnZ"
"Swing City";2024-10-13;173453;"I Wanna Be Like You";30;"2015-09-25";"3auDFZGeVzxTGAgUoK9M9u"
"Lola Flores";2024-10-13;208666;"A Tu Vera";41;"1991-06-26";"1XgissTsraQasZKaNzxWvZ"
"Marc Shaiman";2024-10-13;171066;"Hound Dog - Big Mama Thornton";39;"1973";"427yEXDJIEwSyecqczfbLu"
"Stephane Wrembel";2024-10-13;182933;"Bistro Fada";52;"2011-05-13";"6lT35xJDhO7Ao5TOLfKsqZ"
"Good Lovelies";2024-10-13;141049;"Crabbuckit";44;"2011-02-22";"71YDhVy7bS8V1ruVkqX5U1"
"MEUTE";2024-10-13;306422;"You & Me";54;"2018-05-30";"2Beq4oZ4hFHDCkboDgI5Jn"
"Rose Murphy";2024-10-13;166093;"Busy Line";25;"1955-02-11";"2JFlW1hwHdMia3oalgSUlA"
"The Bryan Ferry Orchestra";2024-10-13;167946;"Dance Away";32;"2017-11-24";"6hPN4Ca2oTFfUTweZJHmc8"
"Lisa Simone";2024-10-13;303477;"Ain't Got No I Got Life";1;"2014";"6XLY3KUUvfncJ0zbFmbFDw"
"The Jeggpap New Orleans Band";2024-10-13;226636;"St. James Infirmary";30;"2015-11-09";"1XRXNNqZHZ7SR12SsTdTvE"
"Caterina Valente";2024-10-13;158533;"Samba de uma nota so (arr. C. Valente and G. Manusardi)";24;"2010-09-01";"24mMqPJO8iChXFrotax2jy"
"CAKE";2024-10-13;143413;"Perhaps, Perhaps, Perhaps";46;"1996-09-16";"0xqBjioTJ32aszn90qV2m1"
"Lisa Bassenge";2024-10-13;133500;"Perhaps, Perhaps, Perhaps";61;"2024-04-05";"5Z4J3aJPHGbl5KUhOmhd14"
"Maria Muldaur";2024-10-13;231226;"I Like You Best of All";27;"2021-05-07";"6gqFukXIzMlbVGaBe7jCJ6"
"Abdoulaye Diabaté";2024-10-13;282413;"Chan-Chan";30;"2008-10-13";"6G6PdzqOzfiIaG2WbfdTm7"
"Astrud Gilberto";2024-10-13;142533;"Fly Me To The Moon";62;"1965-05-22";"37xKx9ymHBSgYX02zZhwb9"
"Giorgio Conte";2024-10-13;172992;"Cannelloni";35;"2003";"4OWa8Ogj2BqrKXYBdb7osf"
"Slim Gaillard And His Peruvians";2024-10-13;178866;"Laughing In Rhythm";21;"1953-04-01";"0ov0qdPIWrx4QXfQJ4IICY"
