"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Nella";2024-05-12;197642;"Me Llaman Nella";35;"2019-05-31";"4vZQKr2rnJRoh8rkmfaflt"
"El Gato Negro";2024-05-12;183967;"Quiero Ser";32;"2015-08-21";"5KGO3XTC7ks5PmSBh9l8s3"
"Buena Vista Social Club";2024-05-12;197888;"Tiene Sabor (feat. Omara Portuondo)";59;"2015-03-23";"7e8xq5Cixf4PIseZjXa3qj"
"Tonina";2024-05-12;211974;"Historia de un Amor - Berklee Mediterranean Music Institute Session";30;"2020-05-15";"3vgDAKzhw2NfUtoUrUTOgT"
"Iseo & Dodosound";2024-05-12;203665;"En La Tormenta";47;"2024-01-19";"6p5kmc3vUATfKoUXplaRr6"
"AWAKATE";2024-05-12;202105;"Se Pega";27;"2021-06-18";"2bMWFdsGthhisPQrKybcGE"
"Chavela Vargas";2024-05-12;209133;"No Soy de Aquí, No Soy de Allá";38;"1961-12-26";"6uvNfALRTIh7X7TUtehQGv"
"Louis Prima";2024-05-12;180093;"Buona Sera - Remastered 2002";53;"1956-11-01";"4icS85G6VGPbFlB9UGPxct"
"Pala";2024-05-12;100253;"Ponme";34;"2020-02-07";"1p9J4Gk71sOHPFeEmJYVvP"
"Putilatex";2024-05-12;298653;"¡Mira una Moderna!";26;"2021-07-21";"6fEAwLYCE4svZPlcDLMT4P"
"Maruja Limón";2024-05-12;203790;"Esta noche no me acuesto";27;"2023-03-17";"5aKvwugarjTJsC56OdNUYV"
"Pata Negra";2024-05-12;104733;"Tema de Chusa - De ""Bajarse al Moro""";35;"1988-03-19";"4BXTa3WkjeuL6G2PKDKw6a"
"Xoel López";2024-05-12;237372;"Todo lo Que Merezcas";33;"2015-05-26";"3uE9pNoeClXRFCU1W17F7C"
"Marala";2024-05-12;178669;"Estic antiquà";37;"2024-02-02";"1lNkGmNmsaejg7ng09oAsI"
"Calima";2024-05-12;234013;"Bonita";31;"2009-06-30";"70DQjUTfrd7dgUJDhorS7V"
"GOMZ";2024-05-12;225960;"Mi Rival - Stripped Version";27;"2023-02-08";"6mjpIz9RlJbWkhUSQH6ufQ"
"Jamie Cullum";2024-05-12;274073;"When I Get Famous";32;"2013-01-01";"4CAfF5JPPvnHlJ3mrvQfbe"
"Triana Pura";2024-05-12;248440;"Probe Miguel";35;"1998-01-01";"5MH4AStf1TAzFgyPGRg45W"
"Lila Downs";2024-05-12;250466;"La Cumbia Del Mole";45;"2006-01-01";"5R7B1EJgSgq0I0jo92098G"
"Zenet";2024-05-12;165867;"Toda una Vida";32;"2015-02-23";"4YENVi9LBZGj0KcIA3SPlx"
"Russian Red";2024-05-12;134986;"Fuerteventura";29;"2011-05-10";"00RQk4eq8GKZPj4nMOQquO"
"Rumba Tres";2024-05-12;180333;"No Se No Se";44;"2013-02-01";"6uE5STnvZRZS8v2UBapp5y"
"Stacey Kent";2024-05-12;218190;"Les eaux de mars";61;"2010-03-22";"3afGgL2rBWMuLYEWXScDFb"
"Mishima";2024-05-12;225862;"Menteix la primavera";31;"2017-05-05";"2JJqHGgWOiLordXm16zSAX"
"Ezequiel Borra";2024-05-12;307000;"Ese Qué Se Yo";33;"2015-10-29";"5UkZ3uAEY7HSRYAq3yHALH"
"Juanita Reina";2024-05-12;232733;"Francisco Alegre";34;"1991-10-14";"2J7o1r6X93DGlmCAili7AM"
"Cesária Evora";2024-05-12;295453;"Besame Mucho";55;"1998-10-19";"3SbEDImuuPf1lTi1rol50e"
"Israel Fernández";2024-05-12;224838;"La Inocencia";46;"2021-04-22";"66c9UoeVmBdmLcsVqcgpvx"
"Sergi Carbonell";2024-05-12;191098;"Desaprenent";27;"2023-01-13";"78XP7Qyx8OQ0wrYeves9zw"
"Tomatito";2024-05-12;364840;"Soy Flamenco - Bulerías";40;"2013-01-01";"2Ha82vfbZ9EU8h5Plec5Vs"
