"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Sergent Garcia";2019-10-07;264933;"Amor pa' mí";41;"1999-02-19";"5lKRqbA399Txwzk1IBVx3W"
"Abraham Inc.";2019-10-07;265200;"Tweet-Tweet";0;"2009";"5R1skrRqZC3DE5EBAQT8Dh"
"Calypso Rose";2019-10-07;237546;"Israel By Bus";0;"2012-05-22";"17QlYYgobc6YP8heXIHjg6"
"Joan As Police Woman";2019-10-07;206789;"The Classic";0;"2014-03-10";"0IuBCE17kDil7XhQmlkZWH"
"The Latin Blues Band";2019-10-07;214520;"(I'll Be A) Happy Man";35;"1968-01-01";"1bWv91UnA3Yue0fUCRouVg"
"Lord Shorty & Vibrations International";2019-10-07;243027;"Vibrations Groove";0;"2012-07-23";"1TesWPfG3gsaFJBzL5tdt8"
"Trio Mocoto";2019-10-07;211893;"Voltei Amor";0;"2001-01-01";"5aEvx8thqk7yiwO1rKTx9B"
"Maceo Parker";2019-10-07;650013;"Children´s World";41;"1990";"5ljsBp0CVbgjQi5jpNc5Op"
"Otis Redding";2019-10-07;171493;"(I Can't Get No) Satisfaction - Mono; 2008 Remaster";39;"1965-09-15";"68BCjMsHX4Gf11BJSkjwGz"
"Onda Vaga";2019-10-07;197864;"A Minha Menina";0;"2018-08-24";"2RXlx7zvjzUlZsHJK6svQq"
"Los Miticos Del Ritmo";2019-10-07;254333;"La Libanesa";0;"2012-04-23";"1KCmnDxgiX3oej6L6VdM3I"
"Javier Ruibal";2019-10-07;242080;"Atunes en el Paraíso - Live";29;"2005-01-01";"4L5xfWLqzgg1svMVnnRDYc"
"Kutiman";2019-10-07;307453;"No Groove Where I Come From";32;"2011-03-15";"4399KNsI4hqKmqEnTv85Va"
"Cleon";2019-10-07;197291;"Boogaloo Pow";34;"2009-02-27";"2SozEc3BusEH9PR63dd6HV"
"Meri Lida";2019-10-07;211702;"Den Thelo Pia Na Xanarthis - Remix";44;"2007-01-01";"1OCevlzRw5WHIZ5VZR1kYC"
"Tito Puente";2019-10-07;360733;"Take Five";34;"2001";"1Gg0LMPxbrR8SCXtAMveyG"
"Ramon Mirabet";2019-10-07;186400;"Sinnerman";3;"2016-07-01";"0YMRdWgAYRXYpKv12Qx7en"
"Carlos Puebla Y Los Tradicionales";2019-10-07;227200;"Hasta Siempre";46;"1994-07-01";"2KiAgEqLGTie91SUiLxDiQ"
"Chico Trujillo";2019-10-07;217471;"Así Es Que Vivo Yo (Sigue la Fiesta)";33;"2012-06-02";"2F8FyUjk8G8twPQhNgdNt1"
"Eliades Ochoa";2019-10-07;301600;"Estoy como nunca";40;"2002-05-27";"1R0WJw960zHMiruda6o1Lb"
"Nôze";2019-10-07;331253;"C'era Una Volta";0;"2011-04-01";"7gp8wTLwi8lehZ66jEkwuP"
"Afro-Cuban All Stars";2019-10-07;461226;"Al vaivén de mi carreta";30;"1999-11-22";"1Y03qwzJ3MPDUdLcGcw4jm"
"Wganda Kenya";2019-10-07;453920;"Shakalaodé";0;"2012-01-01";"6EsqKrqreoVsnArRLYg77B"
"Gecko Turner";2019-10-07;222666;"Toda Mojaíta";51;"2006-01-01";"3dh5d9mWF8ga1ZVdVGQBjH"
"Fela Kuti";2019-10-07;662346;"Gentleman - Edit";22;"2009-10-27";"7325GfKum2hDK231i3LqA7"
"Ernest Ranglin";2019-10-07;296133;"Congo Man";38;"1996-01-01";"2kqIgldmnjbg8VDpBf4JRX"
"Antonio Machín";2019-10-07;154933;"Tengo una Debilidad";22;"2012-10-10";"2KLKZYHhQk7Rj3hC7k6ZvM"
"Winston McAnuff & Fixi";2019-10-07;232177;"Garden of Love";44;"2014-04-21";"1otQxJzzCBZqtf9kKbl2zN"
"Nostalgia 77";2019-10-07;301520;"Medicine Chest";40;"2014-02-10";"3GGX8jMD6gWmIATsr6geg2"
"Locomondo";2019-10-07;200672;"Frangosyriani";47;"2005-08-26";"5JkfieJp9SVibZtsOUNv9q"
