"played_at";"track.name";"name";"played";"day"
"2026-01-20T06:05:41.354Z";"Save Me";"Nina Simone";"2026-01-20 06:05:41.354";"2026-01-20"
"2026-01-20T06:17:49.713Z";"Ruoska";"Käärijä";"2026-01-20 06:17:49.713";"2026-01-20"
"2026-01-20T06:21:29.035Z";"Pitäis ja pitäis";"Nössö Nova";"2026-01-20 06:21:29.035";"2026-01-20"
"2026-01-20T06:25:31.700Z";"100 kaunaa";"Lyyti";"2026-01-20 06:25:31.7";"2026-01-20"
"2026-01-20T06:29:20.334Z";"Ihmeen pää";"Josén Pimeä Puoli";"2026-01-20 06:29:20.334";"2026-01-20"
"2026-01-20T06:32:15.711Z";"Jäätelöauto";"Ultra Bra";"2026-01-20 06:32:15.711";"2026-01-20"
"2026-01-20T06:35:21.146Z";"Tulipalo";"KUUMAA";"2026-01-20 06:35:21.146";"2026-01-20"
"2026-01-20T06:39:38.660Z";"Lapis philosophorum";"Jaakko Laitinen & Väärä Raha";"2026-01-20 06:39:38.66";"2026-01-20"
"2026-01-20T06:41:34.610Z";"Cha Cha Cha / Rim Tim Tagi Dim (Battle Mashup)";"Käärijä";"2026-01-20 06:41:34.61";"2026-01-20"
"2026-01-20T06:44:11.655Z";"Dynamo";"Nössö Nova";"2026-01-20 06:44:11.655";"2026-01-20"
