played_at;track.name;name;played;day
2023-10-19T13:15:16.898Z;Iballa (feat. Mala Rodríguez);Fuel Fandango;2023-10-19 13:15:16.898;2023-10-19
2023-10-19T13:18:24.895Z;Contrarreloj;Oba Tenga;2023-10-19 13:18:24.895;2023-10-19
2023-10-19T13:22:24.333Z;La primavera;Delafe y las flores azules;2023-10-19 13:22:24.333;2023-10-19
2023-10-19T13:24:56.832Z;Do It;The Sunday Drivers;2023-10-19 13:24:56.832;2023-10-19
2023-10-19T16:23:15.442Z;All the Cats Join In;Allotria Jazz Band;2023-10-19 16:23:15.442;2023-10-19
2023-10-19T16:29:06.727Z;LA COMBI VERSACE;ROSALÍA;2023-10-19 16:29:06.727;2023-10-19
2023-10-19T16:35:14.734Z;Antes de Morirme (feat. ROSALÍA);C. Tangana;2023-10-19 16:35:14.734;2023-10-19
2023-10-19T17:42:49.945Z;Tocarte;Jorge Drexler;2023-10-19 17:42:49.945;2023-10-19
2023-10-19T18:14:28.890Z;RAMA (feat. Crystal Fighters);Çantamarta;2023-10-19 18:14:28.89;2023-10-19
2023-10-19T18:15:35.963Z;86.400;Sen Senra;2023-10-19 18:15:35.963;2023-10-19
2023-10-19T18:22:03.493Z;MALAMENTE - Cap.1: Augurio;ROSALÍA;2023-10-19 18:22:03.493;2023-10-19
2023-10-19T20:31:09.955Z;A Mí;Rels B;2023-10-19 20:31:09.955;2023-10-19
2023-10-19T20:33:49.470Z;LA COMBI VERSACE;ROSALÍA;2023-10-19 20:33:49.47;2023-10-19
2023-10-19T20:36:05.647Z;SAOKO;ROSALÍA;2023-10-19 20:36:05.647;2023-10-19
2023-10-19T20:40:12.471Z;Como habla una mujer (feat. C. Tangana);Paula Cendejas;2023-10-19 20:40:12.471;2023-10-19
2023-10-19T20:50:21.923Z;Las Solteras;Lola Indigo;2023-10-19 20:50:21.923;2023-10-19
2023-10-19T20:58:14.350Z;EL BARCO;KAROL G;2023-10-19 20:58:14.35;2023-10-19
2023-10-19T21:00:56.949Z;MIENTRAS ME CURO DEL CORA;KAROL G;2023-10-19 21:00:56.949;2023-10-19
