played_at;track.name;name;played;day
2025-03-09T20:25:24.279Z;Ojai;Joe Lutcher;2025-03-09 20:25:24.279;2025-03-09
2025-03-09T20:30:24.201Z;Baby, I'm in the Mood for You;Nick Waterhouse;2025-03-09 20:30:24.201;2025-03-09
2025-03-09T20:34:14.191Z;La Turnaround;Nick Waterhouse;2025-03-09 20:34:14.191;2025-03-09
2025-03-09T20:38:02.790Z;Hide And Seek;Nick Waterhouse;2025-03-09 20:38:02.79;2025-03-09
2025-03-09T20:40:36.598Z;Tracy;Nick Waterhouse;2025-03-09 20:40:36.598;2025-03-09
2025-03-09T20:43:48.561Z;I Had Some Money (But I Spent It);Nick Waterhouse;2025-03-09 20:43:48.561;2025-03-09
2025-03-09T20:54:09.202Z;Straight Love Affair;Nick Waterhouse;2025-03-09 20:54:09.202;2025-03-09
2025-03-09T20:55:06.952Z;Bara Bada Bastu;KAJ;2025-03-09 20:55:06.952;2025-03-09
2025-03-09T21:18:19.816Z;Haloo;PMMP;2025-03-09 21:18:19.816;2025-03-09
2025-03-09T21:23:33.711Z;A veure què en fem;Manel;2025-03-09 21:23:33.711;2025-03-09
2025-03-09T21:34:28.006Z;The Fluke;Illinois Jacquet;2025-03-09 21:34:28.006;2025-03-09
