played_at;track.name;name;played;day
2024-04-23T05:44:35.230Z;Juliol 1994;Els Amics De Les Arts;2024-04-23 05:44:35.23;2024-04-23
2024-04-23T06:42:51.075Z;El Cantante;Jazz At Lincoln Center Orchestra;2024-04-23 06:42:51.075;2024-04-23
2024-04-23T09:38:21.687Z;Lonely;Imagine Dragons;2024-04-23 09:38:21.687;2024-04-23
2024-04-23T10:21:41.090Z;Dominoes;Jungle;2024-04-23 10:21:41.09;2024-04-23
2024-04-23T10:24:41.094Z;Hands;Futuro Pelo;2024-04-23 10:24:41.094;2024-04-23
2024-04-23T10:27:55.052Z;Lonely Boy;The Black Keys;2024-04-23 10:27:55.052;2024-04-23
2024-04-23T10:31:05.076Z;What You Know;Two Door Cinema Club;2024-04-23 10:31:05.076;2024-04-23
2024-04-23T10:33:52.080Z;Toop Toop;Cassius;2024-04-23 10:33:52.08;2024-04-23
2024-04-23T10:37:32.080Z;Overnight;Parcels;2024-04-23 10:37:32.08;2024-04-23
2024-04-23T10:40:48.062Z;Time To Dance;The Shoes;2024-04-23 10:40:48.062;2024-04-23
2024-04-23T12:50:34.394Z;Indestructible;Ray Barretto;2024-04-23 12:50:34.394;2024-04-23
2024-04-23T14:55:52.138Z;Señales de Humo;Various Artists;2024-04-23 14:55:52.138;2024-04-23
2024-04-23T15:01:09.071Z;Eso Se Baila Así;Willie Colón;2024-04-23 15:01:09.071;2024-04-23
2024-04-23T15:10:09.251Z;Yo No Consigo Tu Amor;Chuito & The Latin Uniques;2024-04-23 15:10:09.251;2024-04-23
2024-04-23T15:20:11.019Z;Pa' Mantener Tradición;Jimmy Bosch;2024-04-23 15:20:11.019;2024-04-23
2024-04-23T15:26:38.758Z;Claudia In The Crowd;Sammy Price;2024-04-23 15:26:38.758;2024-04-23
