"played_at";"track.name";"track.id";"name";"artist.id";"featured_artists";"featured_artist_ids";"played";"day"
"2026-08-02T06:11:51.972Z";"Luotathan";"0hua7obC2aRxJdPkSoFKEu";"Mirella";"5m8QXFAKCuty66pOzy9aPZ";"Lauri Haav";"4cmLVUbkth6BauCptSGKsV";"2026-08-02 06:11:51.972";"2026-08-02"
"2026-08-02T06:15:24.956Z";"Cafeliko";"0rAeNKbIk1PPyUfqwJxWCZ";"Jimena Amarillo";"29cPgYFoxExwmptUrlnYmm";;;"2026-08-02 06:15:24.956";"2026-08-02"
"2026-08-02T06:18:44.308Z";"Amar el Conflicto (todo Lo Que Importa)";"7skFqfDpYvlQ1W8YpkkLDk";"Viva Suecia";"57s0ep3eNSg81D7ZxiuHbC";;;"2026-08-02 06:18:44.308";"2026-08-02"
"2026-08-02T06:22:24.549Z";"berlin U5";"3Kdpl3YZy1he16vlqilaOd";"Zahara";"7uLePkJ2f0MwEcphODfkuu";;;"2026-08-02 06:22:24.549";"2026-08-02"
"2026-08-02T06:27:21.624Z";"Contradicción";"1lPtRKnoleAVN1mAlGpcZa";"Love of Lesbian";"6VCoG3MG7ZKRxDjaYOvtrF";"Rigoberta Bandini";"7DOERbtkx9aTLvWzZSB0qx";"2026-08-02 06:27:21.624";"2026-08-02"
"2026-08-02T06:30:04.691Z";"Frutillas con Crema";"0ClrMT8Mnr8DfKkMLmS4Sc";"un muerto mas";"31BzLsWVOEfGQTDIe6atC0";;;"2026-08-02 06:30:04.691";"2026-08-02"
"2026-08-02T06:33:17.015Z";"Porque tú lo sabrías";"3LvXQLbzV7W78rZ6k5dKgC";"Jimena Amarillo";"29cPgYFoxExwmptUrlnYmm";;;"2026-08-02 06:33:17.015";"2026-08-02"
"2026-08-02T06:36:51.961Z";"Dopamina";"2OCpUm3GvQtKX57tpolcBO";"Veintiuno";"2k60o7SVpOKmzpuTEAG3L8";;;"2026-08-02 06:36:51.961";"2026-08-02"
"2026-08-02T06:40:42.001Z";"Dolor Y Gloria";"0SRpVh89j01SBV4RaoH6FQ";"Viva Suecia";"57s0ep3eNSg81D7ZxiuHbC";;;"2026-08-02 06:40:42.001";"2026-08-02"
"2026-08-02T06:45:34.196Z";"MERICHANE";"6h4VvTiTtWUx1odX61rulp";"Zahara";"7uLePkJ2f0MwEcphODfkuu";;;"2026-08-02 06:45:34.196";"2026-08-02"
"2026-08-02T06:49:11.021Z";"Materia Prestada";"78j0p3yRnrD4aBF0Rrok3T";"Carlos Ares";"3eReTIjhrje1sk2hFQgwhI";;;"2026-08-02 06:49:11.021";"2026-08-02"
"2026-08-02T13:55:16.459Z";"Como Si Fueras a Morir Mañana";"4aAfLSx9IthpC3Pw5pNk3E";"Leiva";"5Hsv8dUHHOdnn72q4XIVz7";;;"2026-08-02 13:55:16.459";"2026-08-02"
"2026-08-02T13:58:14.934Z";"fumas?";"42Hblga2bS2Ft95elrgpHc";"shego";"1DiDa1DfTjldKJQeonyP33";;;"2026-08-02 13:58:14.934";"2026-08-02"
"2026-08-02T14:01:29.153Z";"La vida moderna (feat. Love of Lesbian)";"0ThmUxropRzljqKcVym0ca";"Veintiuno";"2k60o7SVpOKmzpuTEAG3L8";"Love of Lesbian";"6VCoG3MG7ZKRxDjaYOvtrF";"2026-08-02 14:01:29.153";"2026-08-02"
"2026-08-02T14:04:29.806Z";"Bien por Ti";"3HJJKYoqGtfSxKQrhXSnKs";"Viva Suecia";"57s0ep3eNSg81D7ZxiuHbC";;;"2026-08-02 14:04:29.806";"2026-08-02"
"2026-08-02T14:06:54.025Z";"Hechizao";"5pm2qaWB2aeoa5B2kFjQXg";"Silvestre y La Naranja";"1hE5imhaIrCEKoHLHW9aCO";;;"2026-08-02 14:06:54.025";"2026-08-02"
"2026-08-02T14:09:40.572Z";"Ultimátum";"1AyGZUPugQq7MToh9suqqy";"Carlos Ares";"3eReTIjhrje1sk2hFQgwhI";;;"2026-08-02 14:09:40.572";"2026-08-02"
"2026-08-02T14:12:32.137Z";"Amanecer";"2NrddnbTmvlBiph7TT8RXs";"Alizzz";"23herDudxPBB3S81GB5uG3";"Rigoberta Bandini";"6WdZztSkweVYhsDZOXyzNZ";"2026-08-02 14:12:32.137";"2026-08-02"
"2026-08-02T14:15:31.309Z";"Andate";"4c58twuNTtI4VBzH28I3EV";"NAFTA";"5pg9cOudU7ezj3FnUABgu6";;;"2026-08-02 14:15:31.309";"2026-08-02"
