"played_at";"track.name";"track.id";"name";"artist.id";"featured_artists";"featured_artist_ids";"played";"day"
"2026-08-07T05:27:31.857Z";"Vaan yks sinä";"5Vggd5ZMIRtC7n36f1HuPv";"Diogi";"7irUub9i4hf8MO0hwUaxUM";;;"2026-08-07 05:27:31.857";"2026-08-07"
"2026-08-07T05:30:47.596Z";"After The Rain";"0rclr5nd7iwF4rJTYRLlJq";"Overmono";"01PnN11ovfen6xUOHfNpn3";;;"2026-08-07 05:30:47.596";"2026-08-07"
"2026-08-07T05:34:14.334Z";"Ravers";"5oVbId7tF4pAwQYN9t4v0B";"Ellie Goulding";"0X2BH1fck6amBIoJhDVmmJ";;;"2026-08-07 05:34:14.334";"2026-08-07"
"2026-08-07T05:38:29.689Z";"Can't Get Over Losing You (feat. Portraits Of Tracy)";"2LfIvkV7kBvqo3tx1H9sqw";"The Avalanches";"3C8RpaI3Go0yFF9whvKoED";"Portraits Of Tracy";"34QizBjxVeMcA5HlZpKxxE";"2026-08-07 05:38:29.689";"2026-08-07"
"2026-08-07T05:43:00.776Z";"Stand On Business";"519CNeviOIgz1OrTSuzukY";"Sean Paul";"3Isy6kedDrgPYoTS1dazA9";;;"2026-08-07 05:43:00.776";"2026-08-07"
"2026-08-07T05:45:49.222Z";"Boogie Nights";"34tVgUNkhbvpKa2PD3oN5R";"Räxä";"52ehD72Z1NMvA7mWv5CZbQ";;;"2026-08-07 05:45:49.222";"2026-08-07"
"2026-08-07T05:50:00.626Z";"Vuori";"4VdLQaq1LcdQMiWPWkmEZ5";"Massali";"18oBPoSwvQDy3M7mOGDAbi";"Mvsno|J. P. Onkaloinen";"14t6WnmsiBMzvxqXdkH4Ca|6b16GyUEIjZWtottXVPhYg";"2026-08-07 05:50:00.626";"2026-08-07"
"2026-08-07T05:52:46.583Z";"Happy For Myself";"36dsWcxFduUk1YJASw1lYp";"Carly Pearce";"4sIl4BTo9l9KqEi0Y3RE72";;;"2026-08-07 05:52:46.583";"2026-08-07"
"2026-08-07T05:56:58.929Z";"HABLAR DE TI (...)";"73DkNu6tVVBfwH0Av8SUzf";"Gepe";"1fHGzTSloWCtrlKfbLNVhM";"Silvana Estrada";"72VywtXEoONiBLNu3ibGI7";"2026-08-07 05:56:58.929";"2026-08-07"
"2026-08-07T06:00:06.458Z";"Funny Style";"4XQ2DSQgiOSgQdoVzrSJ0V";"Inspectah Deck";"4OBbOrkD4geIjOLrICN3wO";"Wu-Tang Clan|CEE Brown";"34EP7KEpOjXcM2TCat1ISk|1kcpbS8AqZxbpFiSQ8w5rC";"2026-08-07 06:00:06.458";"2026-08-07"
"2026-08-07T06:03:47.267Z";"Ay Qué Dolor";"54LJwbR0iU9ECSKanydaeX";"La-33";"1Y2yzHPbBWZouNYTOGFq7u";"Mario Duarte";"7G24om7NKr8dpoa1EVHSIT";"2026-08-07 06:03:47.267";"2026-08-07"
"2026-08-07T06:06:46.518Z";"Tell Me More And More And Then Some - dublon Remix";"3MRACcCmiYbeNkFiF3sNu1";"Nina Simone";"7G1GBhoKtEPnP86X2PvEYO";"dublon";"5Nzul0jB2OCPX7vmCFoJXD";"2026-08-07 06:06:46.518";"2026-08-07"
"2026-08-07T06:10:23.028Z";"Can't Help Falling In Love";"01oo4yObeAbvZvEFG95E1j";"Maya Fadeeva";"3gIcFcSyNnXAmdsl5YrtYb";;;"2026-08-07 06:10:23.028";"2026-08-07"
"2026-08-07T06:13:27.515Z";"Chicago";"24zhHUAV8BHMjAz4CA1TS5";"Sant Andreu Jazz Band";"3gIH8tsuSEzETOoazmNNXE";"Joan Chamorro|Edu Ferrer|Koldo Munné|Lola Peñaranda|Elsa Armengou";"0DuHQPF3vijiN2raRXwx2c|0yK1B2ETfV5acj8j49XMMP|1EXvuwAnFxAiczALMlljY9|4Mll0dN4KpHcqWNFOmsFVD|7N1XfPJLraUaTvEo0dHaNp";"2026-08-07 06:13:27.515";"2026-08-07"
