"played_at";"track.name";"name";"played";"day"
"2025-11-01T07:54:52.901Z";"The Bucket's Got a Hole in It";"Kid Ory";"2025-11-01 07:54:52.901";"2025-11-01"
"2025-11-01T10:55:25.880Z";"Viure Sense Tu";"Antònia Font";"2025-11-01 10:55:25.88";"2025-11-01"
"2025-11-01T10:58:22.835Z";"Final Feliç";"Joan Miquel Oliver";"2025-11-01 10:58:22.835";"2025-11-01"
"2025-11-01T11:02:50.687Z";"Agost";"Els Pets";"2025-11-01 11:02:50.687";"2025-11-01"
"2025-11-01T11:06:37.857Z";"Pa amb Oli I Sal";"Blaumut";"2025-11-01 11:06:37.857";"2025-11-01"
"2025-11-01T11:09:01.062Z";"Uh!";"La iaia";"2025-11-01 11:09:01.062";"2025-11-01"
"2025-11-01T11:12:46.679Z";"Vull";"ZOO";"2025-11-01 11:12:46.679";"2025-11-01"
"2025-11-01T11:15:53.433Z";"L'Empordà";"Sopa De Cabra";"2025-11-01 11:15:53.433";"2025-11-01"
"2025-11-01T11:20:27.382Z";"Un home realitzat";"Guillem Gisbert";"2025-11-01 11:20:27.382";"2025-11-01"
"2025-11-01T11:23:57.314Z";"El racó del romaní";"La Ludwig Band";"2025-11-01 11:23:57.314";"2025-11-01"
"2025-11-01T11:28:31.201Z";"Berghain";"ROSALÍA";"2025-11-01 11:28:31.201";"2025-11-01"
"2025-11-01T11:33:14.879Z";"Milionària";"ROSALÍA";"2025-11-01 11:33:14.879";"2025-11-01"
"2025-11-01T11:41:38.363Z";"Dio$ No$ Libre Del Dinero";"ROSALÍA";"2025-11-01 11:41:38.363";"2025-11-01"
