"played_at";"track.name";"track.id";"name";"artist.id";"featured_artists";"featured_artist_ids";"played";"day"
"2026-09-01T07:00:15.315Z";"Amor y Control";"1oUjLEp7oCpjQlSCiwBZsF";"Rubén Blades";"5BwMgvRwlq61SmknvsVIQj";;;"2026-09-01 07:00:15.315";"2026-09-01"
"2026-09-01T07:04:44.071Z";"Tú Sí Sabes Quererme";"0cvrnpQP2UBc9f68M28JDt";"Natalia Lafourcade";"1hcdI2N1023RvSwLzTtdsp";"Mare Advertencia|Rubén Blades";"3QVB7ctBlqEFuQZeMDt6Qh|5BwMgvRwlq61SmknvsVIQj";"2026-09-01 07:04:44.071";"2026-09-01"
"2026-09-01T07:10:59.516Z";"De Que?";"3Fe3o3EsqKie1p0GtPko7J";"Rubén Blades";"5BwMgvRwlq61SmknvsVIQj";"Willie Colón";"7x5Slu7yTE5icZjNsc3OzW";"2026-09-01 07:10:59.516";"2026-09-01"
"2026-09-01T07:35:32.581Z";"Canción para Rubén";"7dTyStawUmXzQmyUCVFl4p";"Carlos Vives";"4vhNDa5ycK0ST968ek7kRr";"Rubén Blades";"5BwMgvRwlq61SmknvsVIQj";"2026-09-01 07:35:32.581";"2026-09-01"
"2026-09-01T07:39:15.629Z";"Color Esperanza 2020";"3eSJmGWqoBRx5wbFCtvPtz";"Diego Torres";"0LALueHEQunQ2d61fXGeZh";"Nicky Jam|Reik|Camilo|Pedro Capó|Manuel Turizo|Kany García|Leonel García|Río Roma|Lali|Camila|Farruko|Rubén Blades|Carlos Vives|Diego El Cigala|Prince Royce|Jorge Villamizar|Gente De Zona|Fonseca|Thalia|Leslie Grace|Rauw Alejandro|Angela Torres|Dilsinho|Mau y Ricky|Ivete Sangalo|Coti|Carlos Rivera|Dani Martín|Ara Malikian";"1SupJlEpv7RS2tPNRaHViT|0vR2qb8m9WHeZ5ByCbimq2|28gNT5KBp7IjEOQoevXf9N|4QVBYiagIaa6ZGSPMbybpy|0tmwSHipWxN12fsoLcFU3B|69UypehHabb68utzfjAVlV|3t7UqWteBBmHXkcVhMSyay|2O3v9rCTzLhPFaGaAVgZLt|22P1OY4TRFRwhP0q29loQ8|2gRP1Ezbtj3qrERnd0XasU|329e4yvIujISKGKz1BZZbO|5BwMgvRwlq61SmknvsVIQj|4vhNDa5ycK0ST968ek7kRr|7mLYMGXg84miYydKwi2aRi|3MHaV05u0io8fQbZ2XPtlC|3zPWcnruZBNnrd22uS8UBy|2cy1zPcrFcXAJTP0APWewL|53KTldaJ8tHSkYU3nigfwP|23wEWD21D4TPYiJugoXmYb|6BeO1KuAWBqFriL1mLHtNc|1mcTU81TzQhprhouKaTkpq|6LZA6PhNCwUfHzqfpN1nYL|4NUePmzDvCYqilXBFa91Hg|2wkoKEfS6dXwThbyTnZWFU|7dzq55YG3wjViqexDwiycQ|1OUDQLymoysITxprkd0Qvj|39yVoqm6sYFvvqF1RciUVf|3AIPhNgeF9S1Kyg9Yy3UQW|5kIE5Bm5P9h6KDsz46V2qc";"2026-09-01 07:39:15.629";"2026-09-01"
"2026-09-01T09:52:43.044Z";"Lo Pasado No Perdona";"23BsyEYOTgdwvSbS1ZHsN2";"Rubén Blades";"5BwMgvRwlq61SmknvsVIQj";;;"2026-09-01 09:52:43.044";"2026-09-01"
"2026-09-01T09:58:15.004Z";"María Lionza";"5MyPzq1IsxS1x7FkhdpJUF";"Willie Colón";"7x5Slu7yTE5icZjNsc3OzW";"Rubén Blades";"5BwMgvRwlq61SmknvsVIQj";"2026-09-01 09:58:15.004";"2026-09-01"
"2026-09-01T10:09:10.318Z";"Paula C";"6IjmL6bnLS5LsiXenWWf4H";"Rubén Blades";"5BwMgvRwlq61SmknvsVIQj";;;"2026-09-01 10:09:10.318";"2026-09-01"
"2026-09-01T10:37:10.142Z";"Te Están Buscando";"3BBNvpNb4uBGetyf5R34ac";"Rubén Blades";"5BwMgvRwlq61SmknvsVIQj";"Willie Colón";"7x5Slu7yTE5icZjNsc3OzW";"2026-09-01 10:37:10.142";"2026-09-01"
"2026-09-01T10:44:06.808Z";"La Perla (feat. Rubén Blades & La Chilinga)";"1lFZ38dy1TfIZCANRXOfta";"Calle 13";"0yNSzH5nZmHzeE2xn6Xshb";"Rubén Blades|La Chilinga";"5BwMgvRwlq61SmknvsVIQj|7J2YL38BFK6fxvA6p6NNfx";"2026-09-01 10:44:06.808";"2026-09-01"
