"played_at";"track.name";"track.id";"name";"artist.id";"featured_artists";"featured_artist_ids";"played";"day"
"2026-08-19T09:01:33.503Z";"Muriendo De Envidia";"740uwCK09xVPNPr4hFpcWW";"C. Tangana";"5TYxZTjIPqKM8K8NuP9woO";"Eliades Ochoa";"0hXHTWhBUEpkyHJ0GnghEH";"2026-08-19 09:01:33.503";"2026-08-19"
"2026-08-19T09:03:44.068Z";"Bloke";"4IG0nFEy2qgpwdEHMlLND3";"Jimena Amarillo";"29cPgYFoxExwmptUrlnYmm";"Belicemanu";"4X0IYY2C5zrOmrYoSTRkJv";"2026-08-19 09:03:44.068";"2026-08-19"
"2026-08-19T09:05:47.012Z";"mwah :3";"0OK4Dhc10O8cTXdesihLGL";"rusowsky";"1XEVu7gdRFfzEFqsPrancH";"Dinamarca";"4YFGNIynoM4Kq6f4VcZ7SX";"2026-08-19 09:05:47.012";"2026-08-19"
"2026-08-19T09:06:37.149Z";"Tiranosaurius Rex";"7xZKJEQ2HXskIGB9f1edVP";"Kase.O";"7GmXwGXJSsmWTkCyk5Twux";"Harto|Escandaloso Xpósito";"7ob3lyusry17Qz4RHF0t3V|0GUmY2qAmker4cB3VnpKVf";"2026-08-19 09:06:37.149";"2026-08-19"
"2026-08-19T12:03:46.625Z";"Hugo Gloss";"7zxw2muWhobnpwEdABBO83";"D3llano";"2op8AnWkI11yZAv1KwS9Ck";"Ralphie Choo|rusowsky";"5qjnPRE33rMgYAxIjGUrI7|1XEVu7gdRFfzEFqsPrancH";"2026-08-19 12:03:46.625";"2026-08-19"
"2026-08-19T12:07:12.250Z";"Yate";"1MXss9WwWiRXG6ofSDtkIw";"C. Tangana";"5TYxZTjIPqKM8K8NuP9woO";;;"2026-08-19 12:07:12.25";"2026-08-19"
"2026-08-19T12:10:54.612Z";"Esa Carita Que Me Llevas";"52Ib0v6LNJqR027XOdGsnP";"Locoplaya";"7Jgen4mkCFqCo4xzlDrMJO";;;"2026-08-19 12:10:54.612";"2026-08-19"
"2026-08-19T12:13:33.478Z";"Tremenda suerte";"0SX9Ah3tJILevEIN6EHGqo";"Jimena Amarillo";"29cPgYFoxExwmptUrlnYmm";;;"2026-08-19 12:13:33.478";"2026-08-19"
"2026-08-19T12:16:29.876Z";"Un Bolero";"3AeScsnenik2OIIkreJNmU";"Sosad";"7Dhtrm0gyXdmDvvc5zAh4w";;;"2026-08-19 12:16:29.876";"2026-08-19"
"2026-08-19T12:19:24.106Z";"Sustancia";"3HErE7m8HvyXhK1LBPdUwg";"Judeline";"1H6X7yhnXZg73f9bssaj1Q";"Mayo";"6tXAyxP95UadYcNOS46bG4";"2026-08-19 12:19:24.106";"2026-08-19"
