"played_at";"track.name";"name";"played";"day"
"2026-03-09T06:05:00.046Z";"Milonga del moro judío";"Jorge Drexler";"2026-03-09 06:05:00.046";"2026-03-09"
"2026-03-09T07:11:44.646Z";"Twelve O'Clock Jump";"Brooks Prumo Orchestra";"2026-03-09 07:11:44.646";"2026-03-09"
"2026-03-09T07:15:50.006Z";"St. Louis Mood";"Brooks Prumo Orchestra";"2026-03-09 07:15:50.006";"2026-03-09"
"2026-03-09T07:18:57.015Z";"105 In The Shade";"Brooks Prumo Orchestra";"2026-03-09 07:18:57.015";"2026-03-09"
"2026-03-09T07:22:16.813Z";"You Never Knew Me At All";"Brooks Prumo Orchestra";"2026-03-09 07:22:16.813";"2026-03-09"
"2026-03-09T07:29:54.682Z";"Skrontch Ya Later";"Brooks Prumo Orchestra";"2026-03-09 07:29:54.682";"2026-03-09"
"2026-03-09T07:33:32.092Z";"Here's Freddie";"Brooks Prumo Orchestra";"2026-03-09 07:33:32.092";"2026-03-09"
"2026-03-09T07:36:35.021Z";"Don'cha Go 'Way Mad";"Brooks Prumo Orchestra";"2026-03-09 07:36:35.021";"2026-03-09"
"2026-03-09T07:50:53.376Z";"My Blue Heaven";"Brooks Prumo Orchestra";"2026-03-09 07:50:53.376";"2026-03-09"
"2026-03-09T07:54:21.811Z";"Good Bait";"Brooks Prumo Orchestra";"2026-03-09 07:54:21.811";"2026-03-09"
"2026-03-09T09:22:30.236Z";"Sexo, Violencia y Llantas";"ROSALÍA";"2026-03-09 09:22:30.236";"2026-03-09"
"2026-03-09T09:26:20.687Z";"Reliquia";"ROSALÍA";"2026-03-09 09:26:20.687";"2026-03-09"
"2026-03-09T09:30:23.795Z";"Divinize";"ROSALÍA";"2026-03-09 09:30:23.795";"2026-03-09"
"2026-03-09T09:34:31.814Z";"Porcelana";"ROSALÍA";"2026-03-09 09:34:31.814";"2026-03-09"
"2026-03-09T09:42:16.160Z";"Mio Cristo Piange Diamanti";"ROSALÍA";"2026-03-09 09:42:16.16";"2026-03-09"
"2026-03-09T09:45:14.668Z";"Berghain";"ROSALÍA";"2026-03-09 09:45:14.668";"2026-03-09"
"2026-03-09T09:48:24.420Z";"La Perla";"ROSALÍA";"2026-03-09 09:48:24.42";"2026-03-09"
"2026-03-09T14:20:14.593Z";"Llorona (feat. Fuel Fandango) - En Estudio Uno";"Depedro";"2026-03-09 14:20:14.593";"2026-03-09"
"2026-03-09T14:23:35.725Z";"Nuevo mundo (feat. Juancho Marqués)";"Fuel Fandango";"2026-03-09 14:23:35.725";"2026-03-09"
"2026-03-09T14:27:13.118Z";"Toda la vida";"Fuel Fandango";"2026-03-09 14:27:13.118";"2026-03-09"
"2026-03-09T14:47:02.641Z";"You're Driving Me Crazy";"Brooks Prumo Orchestra";"2026-03-09 14:47:02.641";"2026-03-09"
"2026-03-09T15:00:22.005Z";"Salvaje";"Fuel Fandango";"2026-03-09 15:00:22.005";"2026-03-09"
