played_at;track.name;name;played;day
2025-02-05T05:44:56.409Z;Mi Realidad;Lori Meyers;2025-02-05 05:44:56.409;2025-02-05
2025-02-05T06:14:14.630Z;Cafeliko;Jimena Amarillo;2025-02-05 06:14:14.63;2025-02-05
2025-02-05T06:17:21.524Z;Fusión del Núcleo;Chica Sobresalto;2025-02-05 06:17:21.524;2025-02-05
2025-02-05T06:20:27.851Z;Chup Chup;Australian Blonde;2025-02-05 06:20:27.851;2025-02-05
2025-02-05T06:24:27.421Z;Al Final Abrazos;Mujeres;2025-02-05 06:24:27.421;2025-02-05
2025-02-05T06:28:59.221Z;Estadio Azteca;Andrés Calamaro;2025-02-05 06:28:59.221;2025-02-05
2025-02-05T06:37:31.970Z;Desde Que Te Perdí;Kevin Johansen;2025-02-05 06:37:31.97;2025-02-05
2025-02-05T06:40:52.133Z;Cuando te conocí;Andrés Calamaro;2025-02-05 06:40:52.133;2025-02-05
2025-02-05T06:46:01.761Z;Anoche Soñé Contigo;Kevin Johansen;2025-02-05 06:46:01.761;2025-02-05
2025-02-05T06:50:25.953Z;Para no olvidar - En directo 2005;Andrés Calamaro;2025-02-05 06:50:25.953;2025-02-05
2025-02-05T06:56:24.923Z;Cumbiera Intelectual;Kevin Johansen;2025-02-05 06:56:24.923;2025-02-05
2025-02-05T07:03:18.875Z;Las Nanas de Jara - Acústico;Ciudad Jara;2025-02-05 07:03:18.875;2025-02-05
2025-02-05T07:07:06.640Z;Alegría De Vivir;Viva Suecia;2025-02-05 07:07:06.64;2025-02-05
2025-02-05T07:12:21.649Z;Pausa - En directo;IZAL;2025-02-05 07:12:21.649;2025-02-05
2025-02-05T07:14:58.152Z;Dolerme (Don't Hurt Me);EJ Marais;2025-02-05 07:14:58.152;2025-02-05
2025-02-05T07:19:07.625Z;LLYLM;ROSALÍA;2025-02-05 07:19:07.625;2025-02-05
2025-02-05T07:27:20.862Z;Demasiado Corazon (Too Much) - Live;Willy DeVille;2025-02-05 07:27:20.862;2025-02-05
2025-02-05T08:08:42.499Z;Homenatge a Teresa;Ovidi Montllor;2025-02-05 08:08:42.499;2025-02-05
2025-02-05T08:12:10.696Z;Al mar!;Manel;2025-02-05 08:12:10.696;2025-02-05
2025-02-05T08:17:23.024Z;Camals Mullats;La Gossa Sorda;2025-02-05 08:17:23.024;2025-02-05
2025-02-05T08:22:05.054Z;El Lado Mas Bestia de la Vida;Albert Pla;2025-02-05 08:22:05.054;2025-02-05
2025-02-05T08:26:16.130Z;El fill del rei;La Ludwig Band;2025-02-05 08:26:16.13;2025-02-05
2025-02-05T08:29:54.852Z;Gallo rojo gallo negro - Los dos gallos;Chicho Sánchez Ferlosio;2025-02-05 08:29:54.852;2025-02-05
2025-02-05T08:34:40.662Z;La Cancó Del Iladre;La Troba Kung-Fú;2025-02-05 08:34:40.662;2025-02-05
2025-02-05T08:39:00.405Z;M'Aclame a Tu;Ovidi Montllor;2025-02-05 08:39:00.405;2025-02-05
2025-02-05T08:41:15.169Z;La Curva del Morrot;Gato Pérez;2025-02-05 08:41:15.169;2025-02-05
2025-02-05T08:44:28.637Z;Ai, Dolors;Manel;2025-02-05 08:44:28.637;2025-02-05
2025-02-05T08:47:43.583Z;La Rambla;Quimi Portet;2025-02-05 08:47:43.583;2025-02-05
2025-02-05T08:51:36.074Z;Un Matí de Dissabte;Orchestra Fireluche;2025-02-05 08:51:36.074;2025-02-05
2025-02-05T08:57:03.044Z;Els Amants;Ovidi Montllor;2025-02-05 08:57:03.044;2025-02-05
2025-02-05T09:01:33.042Z;Sabotatge;Manel;2025-02-05 09:01:33.042;2025-02-05
2025-02-05T09:03:14.387Z;Màgic;Joan Colomo;2025-02-05 09:03:14.387;2025-02-05
2025-02-05T09:06:47.897Z;Explosió;La iaia;2025-02-05 09:06:47.897;2025-02-05
2025-02-05T09:09:04.654Z;Soleiada;Roger Mas;2025-02-05 09:09:04.654;2025-02-05
2025-02-05T09:14:46.566Z;Donde manda marinero;Andrés Calamaro;2025-02-05 09:14:46.566;2025-02-05
2025-02-05T10:06:46.511Z;Temps o rellotge;Sanjosex;2025-02-05 10:06:46.511;2025-02-05
