"played_at";"track.name";"track.id";"name";"artist.id";"featured_artists";"featured_artist_ids";"played";"day"
"2026-08-15T14:58:55.651Z";"Cafeliko";"0rAeNKbIk1PPyUfqwJxWCZ";"Jimena Amarillo";"29cPgYFoxExwmptUrlnYmm";;;"2026-08-15 14:58:55.651";"2026-08-15"
"2026-08-15T15:05:23.483Z";"LA FAMA";"6Y46tOTRhkBamosyuWa6YX";"ROSALÍA";"7ltDVBr6mKbRvohxheJ9h1";"The Weeknd";"1Xyo4u8uXC1ZmMpatF05PJ";"2026-08-15 15:05:23.483";"2026-08-15"
"2026-08-15T15:09:27.635Z";"Tití Me Preguntó";"1IHWl5LamUGEuP4ozKQSXZ";"Bad Bunny";"4q3ewBCX7sLwd24euuV69X";;;"2026-08-15 15:09:27.635";"2026-08-15"
"2026-08-15T15:12:08.416Z";"LA COMBI VERSACE";"5gCNf9wMVrYuM2fvfgLTlF";"ROSALÍA";"7ltDVBr6mKbRvohxheJ9h1";"Tokischa";"2p4aN0Uxkk3iT3HK0cJ2cJ";"2026-08-15 15:12:08.416";"2026-08-15"
"2026-08-15T15:14:36.393Z";"Solito - Remix";"4ZpKXMUZa6BIb2NlPRPiTC";"Dyce";"77s8dtx2Y0GfkwgSJDH7pc";"Mala Rodríguez";"3Ces1OJeGOVGcUB0wPaPXJ";"2026-08-15 15:14:36.393";"2026-08-15"
"2026-08-15T15:18:11.392Z";"Dividido";"4xmZql4J71yDsU0krsZnBT";"Alex Cuba";"7gZRUp2WL6r11PXTv309P1";"Silvana Estrada";"72VywtXEoONiBLNu3ibGI7";"2026-08-15 15:18:11.392";"2026-08-15"
"2026-08-15T15:43:57.653Z";"Corazón partío";"0wQCKR9OFjYu5Kzrk7WivJ";"Alejandro Sanz";"5sUrlPAHlS9NEirDB8SEbF";;;"2026-08-15 15:43:57.653";"2026-08-15"
"2026-08-15T17:16:25.827Z";"Ofelia";"0HXfO7ku0m3jFlB2XZw1Nj";"Malva Vela";"42gMsjzIofZl8uTc1NmRHz";;;"2026-08-15 17:16:25.827";"2026-08-15"
"2026-08-15T17:23:00.641Z";"Gardenia";"2tGJNmpX83uhg2ATazMl1B";"Haloo Helsinki!";"0JTMRuiDzOCjWuYtWMgv2s";;;"2026-08-15 17:23:00.641";"2026-08-15"
"2026-08-15T17:24:58.218Z";"Booty call";"3QPg31MaFb80iUBkDUmaJq";"Käärijä";"6LkMGN0t3HDNL8hIvma70r";"SANNI";"7meg3neLTT2WR1LDjL8jze";"2026-08-15 17:24:58.218";"2026-08-15"
"2026-08-15T17:45:56.244Z";"La gent normal - (Apolo 29/3/22)";"4MNsccABFVdH9ZKiNBIZPY";"Manel";"40tHhop0T30DwienQBmTxb";;;"2026-08-15 17:45:56.244";"2026-08-15"
"2026-08-15T17:50:02.757Z";"Formigues - (Apolo 29/3/22)";"0gFojhT8OgPHaQbwfPSojB";"Manel";"40tHhop0T30DwienQBmTxb";;;"2026-08-15 17:50:02.757";"2026-08-15"
"2026-08-15T18:39:06.856Z";"Olen odottanut kärsivällisesti";"6suX4m6I02A4JlGq79boAx";"Pyhimys";"3MaQwUQBigrjcMYHk8bDKm";"Saimaa";"5Y24oYaTX3VOvtAcG2XlQR";"2026-08-15 18:39:06.856";"2026-08-15"
"2026-08-15T18:53:28.982Z";"Ylös alas outo lumo";"4gIXI4HUOwAxG2o0MMDqdk";"Pyhimys";"3MaQwUQBigrjcMYHk8bDKm";"Saimaa";"5Y24oYaTX3VOvtAcG2XlQR";"2026-08-15 18:53:28.982";"2026-08-15"
"2026-08-15T19:13:21.529Z";"Hawaiian War Chant";"755X9Iw2uLJrc7gNcWYG4B";"Tommy Dorsey Orchestra";"1eOE35R4NC60yvasrSxOED";;;"2026-08-15 19:13:21.529";"2026-08-15"
"2026-08-15T19:20:57.826Z";"Tunin' In";"5EC2fHEiVhGzluBTK2PUaP";"Woody Herman";"2KSxJY1WxGGVYSmoM0N54P";;;"2026-08-15 19:20:57.826";"2026-08-15"
"2026-08-15T19:26:55.382Z";"Tunin' In";"5EC2fHEiVhGzluBTK2PUaP";"Woody Herman";"2KSxJY1WxGGVYSmoM0N54P";;;"2026-08-15 19:26:55.382";"2026-08-15"
"2026-08-15T19:31:44.380Z";"Fan It";"0gtF6bH0MSdp56hw3QN7Sg";"Woody Herman";"2KSxJY1WxGGVYSmoM0N54P";;;"2026-08-15 19:31:44.38";"2026-08-15"
