"played_at";"track.name";"name";"played";"day"
"2025-11-20T06:13:40.341Z";"Me Maten - Live at NPR's Tiny Desk";"C. Tangana";"2025-11-20 06:13:40.341";"2025-11-20"
"2025-11-20T06:16:20.296Z";"Hablar De Nada";"Viva Suecia";"2025-11-20 06:16:20.296";"2025-11-20"
"2025-11-20T06:18:50.189Z";"El Principio de algo";"La La Love You";"2025-11-20 06:18:50.189";"2025-11-20"
"2025-11-20T06:22:20.237Z";"Noche de Setas";"Pony Bravo";"2025-11-20 06:22:20.237";"2025-11-20"
"2025-11-20T06:25:51.167Z";"Hay un Hombre en España";"Astrud";"2025-11-20 06:25:51.167";"2025-11-20"
"2025-11-20T06:29:50.340Z";"Tierra";"Xoel López";"2025-11-20 06:29:50.34";"2025-11-20"
"2025-11-20T06:33:46.383Z";"Chinches";"Amatria";"2025-11-20 06:33:46.383";"2025-11-20"
"2025-11-20T06:40:05.992Z";"Jo competeixo - (Apolo 29/3/22)";"Manel";"2025-11-20 06:40:05.992";"2025-11-20"
"2025-11-20T06:41:36.012Z";"Tuyo";"Zahara";"2025-11-20 06:41:36.012";"2025-11-20"
"2025-11-20T06:48:25.794Z";"La Salvación";"Arde Bogotá";"2025-11-20 06:48:25.794";"2025-11-20"
"2025-11-20T07:16:18.799Z";"Vete";"Atk Epop";"2025-11-20 07:16:18.799";"2025-11-20"
"2025-11-20T07:36:37.977Z";"Loco";"Atk Epop";"2025-11-20 07:36:37.977";"2025-11-20"
"2025-11-20T07:49:56.893Z";"Sabotatge - (Apolo 29/3/22)";"Manel";"2025-11-20 07:49:56.893";"2025-11-20"
"2025-11-20T08:24:03.749Z";"Teresa Rampell - (Apolo 29/3/22)";"Manel";"2025-11-20 08:24:03.749";"2025-11-20"
"2025-11-20T08:28:30.745Z";"Boy Band - (Apolo 29/3/22)";"Manel";"2025-11-20 08:28:30.745";"2025-11-20"
"2025-11-20T08:32:47.039Z";"La gent normal - (Apolo 29/3/22)";"Manel";"2025-11-20 08:32:47.039";"2025-11-20"
"2025-11-20T08:36:55.568Z";"Al mar - (Apolo 29/3/22)";"Manel";"2025-11-20 08:36:55.568";"2025-11-20"
"2025-11-20T13:16:10.277Z";"Benvolgut - (Apolo 29/3/25)";"Manel";"2025-11-20 13:16:10.277";"2025-11-20"
"2025-11-20T13:19:41.550Z";"El fill del rei";"La Ludwig Band";"2025-11-20 13:19:41.55";"2025-11-20"
"2025-11-20T13:24:13.027Z";"Pa amb Oli I Sal";"Blaumut";"2025-11-20 13:24:13.027";"2025-11-20"
"2025-11-20T13:27:02.053Z";"SORT DE TU";"Oques Grasses";"2025-11-20 13:27:02.053";"2025-11-20"
"2025-11-20T13:29:42.284Z";"Ai, Dolors";"Manel";"2025-11-20 13:29:42.284";"2025-11-20"
"2025-11-20T13:33:16.728Z";"Ha plogut des de llavors";"La Ludwig Band";"2025-11-20 13:33:16.728";"2025-11-20"
"2025-11-20T13:37:08.380Z";"No vull que t'agradi aquesta cançó";"Els Pets";"2025-11-20 13:37:08.38";"2025-11-20"
"2025-11-20T13:41:35.640Z";"El Far del Sud";"Sopa De Cabra";"2025-11-20 13:41:35.64";"2025-11-20"
"2025-11-20T13:45:37.724Z";"Protagonistes";"Pau Vallvé";"2025-11-20 13:45:37.724";"2025-11-20"
"2025-11-20T13:49:21.591Z";"Marès a Radial";"Joan Miquel Oliver";"2025-11-20 13:49:21.591";"2025-11-20"
"2025-11-20T13:54:48.649Z";"L'Empordà";"Sopa De Cabra";"2025-11-20 13:54:48.649";"2025-11-20"
"2025-11-20T17:23:44.128Z";"Paper Romance - Purple Disco Machine Remix - Edit";"Groove Armada";"2025-11-20 17:23:44.128";"2025-11-20"
"2025-11-20T17:27:13.368Z";"Jealousy (Radio Edit)";"Martin Solveig";"2025-11-20 17:27:13.368";"2025-11-20"
"2025-11-20T17:30:10.005Z";"Animals - Radio Edit";"Martin Garrix";"2025-11-20 17:30:10.005";"2025-11-20"
"2025-11-20T20:42:28.546Z";"La Tabarra";"Figa Flawas";"2025-11-20 20:42:28.546";"2025-11-20"
"2025-11-20T20:48:46.230Z";"Batshit";"Sofi Tukker";"2025-11-20 20:48:46.23";"2025-11-20"
"2025-11-20T21:01:53.854Z";"broken people - Sofi Tukker Remix";"almost monday";"2025-11-20 21:01:53.854";"2025-11-20"
"2025-11-20T21:05:33.300Z";"Give Me One Reason";"Tom & Collins";"2025-11-20 21:05:33.3";"2025-11-20"
"2025-11-20T21:19:13.074Z";"New Best Thing";"KOYOTIE";"2025-11-20 21:19:13.074";"2025-11-20"
"2025-11-20T21:22:49.988Z";"Feeling Good";"Avicii";"2025-11-20 21:22:49.988";"2025-11-20"
"2025-11-20T21:25:36.919Z";"french toast";"FLOYD WONDER";"2025-11-20 21:25:36.919";"2025-11-20"
"2025-11-20T21:30:41.901Z";"Drinkee";"Sofi Tukker";"2025-11-20 21:30:41.901";"2025-11-20"
"2025-11-20T21:34:38.973Z";"Same To You - Bakermat Remix";"Melody Gardot";"2025-11-20 21:34:38.973";"2025-11-20"
"2025-11-20T21:37:54.903Z";"Woof (feat. Kah-Lo)";"Sofi Tukker";"2025-11-20 21:37:54.903";"2025-11-20"
"2025-11-20T21:40:43.183Z";"Let's Work";"KOYOTIE";"2025-11-20 21:40:43.183";"2025-11-20"
"2025-11-20T21:44:30.981Z";"&Run";"Sir Sly";"2025-11-20 21:44:30.981";"2025-11-20"
"2025-11-20T21:48:19.985Z";"Higher Self";"Karmic";"2025-11-20 21:48:19.985";"2025-11-20"
