played_at;track.name;name;played;day
2025-03-07T05:48:30.315Z;Don't Matter;Derik Fein;2025-03-07 05:48:30.315;2025-03-07
2025-03-07T06:17:12.276Z;L'Home Que Treballa Fent De Gos;Els Amics De Les Arts;2025-03-07 06:17:12.276;2025-03-07
2025-03-07T06:19:07.741Z;ME DESPERTÉ;Bhavi;2025-03-07 06:19:07.741;2025-03-07
2025-03-07T07:28:10.716Z;Mäkikotka;Saimaa;2025-03-07 07:28:10.716;2025-03-07
2025-03-07T07:29:31.760Z;Olympia-kahvit;Saimaa;2025-03-07 07:29:31.76;2025-03-07
2025-03-07T07:56:11.933Z;Blue Monday '88;New Order;2025-03-07 07:56:11.933;2025-03-07
2025-03-07T07:59:47.588Z;Friday I'm In Love;The Cure;2025-03-07 07:59:47.588;2025-03-07
2025-03-07T08:03:24.734Z;Jailhouse Rock;Elvis Presley;2025-03-07 08:03:24.734;2025-03-07
2025-03-07T08:06:28.330Z;Banana Boat (Day-O);Harry Belafonte;2025-03-07 08:06:28.33;2025-03-07
2025-03-07T08:09:29.836Z;Hound Dog;Big Mama Thornton;2025-03-07 08:09:29.836;2025-03-07
2025-03-07T09:18:19.649Z;Cheek To Cheek;Ella Fitzgerald;2025-03-07 09:18:19.649;2025-03-07
2025-03-07T09:21:41.400Z;Fever;Peggy Lee;2025-03-07 09:21:41.4;2025-03-07
2025-03-07T09:26:25.162Z;Just A Gigolo - Remastered;Louis Prima;2025-03-07 09:26:25.162;2025-03-07
2025-03-07T09:29:00.716Z;Put Your Head on My Shoulder;Paul Anka;2025-03-07 09:29:00.716;2025-03-07
2025-03-07T09:31:36.751Z;Hallelujah, I Love Her So;Ray Charles;2025-03-07 09:31:36.751;2025-03-07
2025-03-07T09:35:05.075Z;Blue Moon;Billie Holiday;2025-03-07 09:35:05.075;2025-03-07
2025-03-07T12:05:06.841Z;B. Santa Ana, 1986;Nick Waterhouse;2025-03-07 12:05:06.841;2025-03-07
2025-03-07T12:08:44.134Z;3Am in Chicago;Eddie 9V;2025-03-07 12:08:44.134;2025-03-07
2025-03-07T12:11:23.930Z;He's Your Could've Been;The James Hunter Six;2025-03-07 12:11:23.93;2025-03-07
2025-03-07T12:15:31.622Z;I'm Broke;Black Joe Lewis & The Honeybears;2025-03-07 12:15:31.622;2025-03-07
2025-03-07T12:19:30.916Z;Fine to Me;Pokey LaFarge;2025-03-07 12:19:30.916;2025-03-07
2025-03-07T15:30:47.979Z;Bailé;Ciudad Jara;2025-03-07 15:30:47.979;2025-03-07
2025-03-07T15:34:32.674Z;Dolor y Gloria;Viva Suecia;2025-03-07 15:34:32.674;2025-03-07
2025-03-07T15:37:43.860Z;Copacabana;IZAL;2025-03-07 15:37:43.86;2025-03-07
2025-03-07T15:42:19.767Z;Pequeña Gran Revolución;IZAL;2025-03-07 15:42:19.767;2025-03-07
2025-03-07T15:45:12.865Z;Pausa;IZAL;2025-03-07 15:45:12.865;2025-03-07
2025-03-07T15:48:47.468Z;Que Merezca la Pena;Siloé;2025-03-07 15:48:47.468;2025-03-07
2025-03-07T15:51:20.968Z;Copilotos;Arde Bogotá;2025-03-07 15:51:20.968;2025-03-07
2025-03-07T15:56:22.662Z;Trocito de Marte;Ciudad Jara;2025-03-07 15:56:22.662;2025-03-07
2025-03-07T16:03:08.580Z;Los Perros;Arde Bogotá;2025-03-07 16:03:08.58;2025-03-07
2025-03-07T16:08:42.477Z;Mira cómo vuelo;Miss Caffeina;2025-03-07 16:08:42.477;2025-03-07
2025-03-07T16:12:19.245Z;Sin Vergüenza;Arde Bogotá;2025-03-07 16:12:19.245;2025-03-07
2025-03-07T16:16:11.471Z;No Hemos Aprendido Nada;Viva Suecia;2025-03-07 16:16:11.471;2025-03-07
2025-03-07T16:24:47.974Z;Nevar;El Búho;2025-03-07 16:24:47.974;2025-03-07
2025-03-07T16:33:41.449Z;Suéltalo;Hermanos Gutiérrez;2025-03-07 16:33:41.449;2025-03-07
2025-03-07T16:37:55.076Z;Bones (feat. Jófriður);Low Roar;2025-03-07 16:37:55.076;2025-03-07
2025-03-07T16:48:28.862Z;Time For Space;Emancipator;2025-03-07 16:48:28.862;2025-03-07
2025-03-07T16:54:15.073Z;El Camino De Mi Alma;Hermanos Gutiérrez;2025-03-07 16:54:15.073;2025-03-07
2025-03-07T16:58:46.033Z;El Camino De Mi Alma;Hermanos Gutiérrez;2025-03-07 16:58:46.033;2025-03-07
2025-03-07T21:13:20.767Z;Napas;Mercan Dede;2025-03-07 21:13:20.767;2025-03-07
