"played_at";"track.name";"name";"played";"day"
"2025-09-06T06:19:34.842Z";"Good'N Groovy";"Hot Swing Sextet";"2025-09-06 06:19:34.842";"2025-09-06"
"2025-09-06T06:22:30.819Z";"Igor";"Hot Swing Sextet";"2025-09-06 06:22:30.819";"2025-09-06"
"2025-09-06T06:25:46.852Z";"See What I Mean ?";"Hot Swing Sextet";"2025-09-06 06:25:46.852";"2025-09-06"
"2025-09-06T06:29:52.509Z";"Rummage Bounce";"Hot Swing Sextet";"2025-09-06 06:29:52.509";"2025-09-06"
"2025-09-06T06:34:02.335Z";"Did You Call Her Today";"Hot Swing Sextet";"2025-09-06 06:34:02.335";"2025-09-06"
"2025-09-06T06:37:55.664Z";"Bungee Jumpin'";"Hot Swing Sextet";"2025-09-06 06:37:55.664";"2025-09-06"
"2025-09-06T06:42:36.490Z";"M.J.R. (I'm gone)";"Hot Swing Sextet";"2025-09-06 06:42:36.49";"2025-09-06"
"2025-09-06T06:46:21.595Z";"Doin' The Gator Tail";"Hot Swing Sextet";"2025-09-06 06:46:21.595";"2025-09-06"
"2025-09-06T06:50:15.453Z";"Groove Juice (I need it bad !)";"Hot Swing Sextet";"2025-09-06 06:50:15.453";"2025-09-06"
"2025-09-06T06:53:25.264Z";"Bird Song";"Hot Swing Sextet";"2025-09-06 06:53:25.264";"2025-09-06"
"2025-09-06T06:57:31.746Z";"Frantonality";"Hot Swing Sextet";"2025-09-06 06:57:31.746";"2025-09-06"
"2025-09-06T07:00:56.193Z";"Tunis In";"Hot Swing Sextet";"2025-09-06 07:00:56.193";"2025-09-06"
"2025-09-06T07:04:00.297Z";"Sideways";"Hot Swing Sextet";"2025-09-06 07:04:00.297";"2025-09-06"
"2025-09-06T07:07:27.765Z";"Frantic Fanny";"Hot Swing Sextet";"2025-09-06 07:07:27.765";"2025-09-06"
"2025-09-06T07:10:30.623Z";"Byas A Drink";"Hot Swing Sextet";"2025-09-06 07:10:30.623";"2025-09-06"
"2025-09-06T07:13:42.384Z";"School Days";"Dizzy Gillespie";"2025-09-06 07:13:42.384";"2025-09-06"
"2025-09-06T07:16:56.471Z";"Moten Swing - Remastered";"Jonah Jones";"2025-09-06 07:16:56.471";"2025-09-06"
"2025-09-06T07:19:42.982Z";"Effervescent Blues";"Hot Swing Sextet";"2025-09-06 07:19:42.982";"2025-09-06"
"2025-09-06T07:23:14.877Z";"(Stone's) Duck Fever";"Jazz Connection";"2025-09-06 07:23:14.877";"2025-09-06"
"2025-09-06T07:26:11.749Z";"I'se Muggin";"Roberto Rico";"2025-09-06 07:26:11.749";"2025-09-06"
"2025-09-06T07:29:32.510Z";"Who Walks In When I Walk Out";"Midnight Serenaders";"2025-09-06 07:29:32.51";"2025-09-06"
"2025-09-06T07:32:28.087Z";"Baby, Won't You Please Come Home - Remastered";"Jonah Jones";"2025-09-06 07:32:28.087";"2025-09-06"
"2025-09-06T07:35:31.133Z";"Woke up Clipped";"Hot Swing Sextet";"2025-09-06 07:35:31.133";"2025-09-06"
"2025-09-06T07:38:21.105Z";"My Blue Heaven";"Jo Jones Trio";"2025-09-06 07:38:21.105";"2025-09-06"
"2025-09-06T07:42:23.178Z";"Blue Drag";"Hot Sugar Band";"2025-09-06 07:42:23.178";"2025-09-06"
"2025-09-06T07:45:34.104Z";"No Moon At All - Remastered";"Jonah Jones";"2025-09-06 07:45:34.104";"2025-09-06"
