played_at;track.name;name;played;day
2023-09-02T08:59:44.513Z;Shufflin & Rollin';Reverent Juke;2023-09-02 08:59:44.513;2023-09-02
2023-09-02T09:02:41.495Z;The Fox;Ray Anthony;2023-09-02 09:02:41.495;2023-09-02
2023-09-02T09:06:43.455Z;The Fox;Ray Anthony;2023-09-02 09:06:43.455;2023-09-02
2023-09-02T09:10:44.540Z;Get Rhythm In Your Feet;Michael Gamble & The Rhythm Serenaders;2023-09-02 09:10:44.54;2023-09-02
2023-09-02T09:17:10.056Z;My Way;Nina Simone;2023-09-02 09:17:10.056;2023-09-02
2023-09-02T09:25:39.012Z;Dulce introducción al caos;Extremoduro;2023-09-02 09:25:39.012;2023-09-02
2023-09-02T09:31:41.954Z;Primer movimiento: el sueño;Extremoduro;2023-09-02 09:31:41.954;2023-09-02
2023-09-02T09:43:57.006Z;Segundo movimiento: lo de fuera;Extremoduro;2023-09-02 09:43:57.006;2023-09-02
2023-09-02T10:02:21.205Z;Cuarto movimiento: la realidad;Extremoduro;2023-09-02 10:02:21.205;2023-09-02
2023-09-02T10:10:15.555Z;Ojalá;Silvio Rodríguez;2023-09-02 10:10:15.555;2023-09-02
2023-09-02T10:14:35.603Z;Santiago de Chile;Silvio Rodríguez;2023-09-02 10:14:35.603;2023-09-02
2023-09-02T10:19:23.019Z;Sin documentos;Bunbury;2023-09-02 10:19:23.019;2023-09-02
2023-09-02T10:23:27.576Z;Ojalá;La Maravillosa Orquesta del Alcohol;2023-09-02 10:23:27.576;2023-09-02
2023-09-02T10:26:36.238Z;Cuándo Olvidaré;C. Tangana;2023-09-02 10:26:36.238;2023-09-02
2023-09-02T10:29:16.575Z;Nunca Estoy;C. Tangana;2023-09-02 10:29:16.575;2023-09-02
2023-09-02T10:32:29.089Z;Un Veneno - G-Mix;C. Tangana;2023-09-02 10:32:29.089;2023-09-02
2023-09-02T10:35:14.429Z;Qué Se Puede Hacer Con el Amor;Silvio Rodríguez;2023-09-02 10:35:14.429;2023-09-02
2023-09-02T10:40:57.469Z;Inca Yuyo;Perotá Chingó;2023-09-02 10:40:57.469;2023-09-02
2023-09-02T10:45:06.534Z;Ranchada de los Paraguayos;Niño Josele;2023-09-02 10:45:06.534;2023-09-02
2023-09-02T10:50:36.445Z;Lágrimas Negras;Bebo Valdés;2023-09-02 10:50:36.445;2023-09-02
2023-09-02T10:53:59.665Z;En lo alto del cerro (Tangos);Estrella Morente;2023-09-02 10:53:59.665;2023-09-02
2023-09-02T10:58:08.625Z;Another Love;Tom Odell;2023-09-02 10:58:08.625;2023-09-02
2023-09-02T11:03:22.583Z;Estrella;Enrique Morente;2023-09-02 11:03:22.583;2023-09-02
2023-09-02T11:06:18.709Z;El Surco;Jorge Drexler;2023-09-02 11:06:18.709;2023-09-02
2023-09-02T11:12:45.669Z;Debo Partirme en Dos;Silvio Rodríguez;2023-09-02 11:12:45.669;2023-09-02
2023-09-02T11:18:41.610Z;Un Compromiso / Toda una Vida;Son De La Frontera;2023-09-02 11:18:41.61;2023-09-02
2023-09-02T11:22:14.681Z;Canción Del Elegido;Silvio Rodríguez;2023-09-02 11:22:14.681;2023-09-02
2023-09-02T11:25:11.624Z;Papá Cuéntame Otra Vez;Ismael Serrano;2023-09-02 11:25:11.624;2023-09-02
2023-09-02T11:58:45.574Z;Corazón Loco;Bebo Valdés;2023-09-02 11:58:45.574;2023-09-02
2023-09-02T12:02:55.585Z;Soledad (Tango Canción);Diego El Cigala;2023-09-02 12:02:55.585;2023-09-02
2023-09-02T12:26:25.657Z;Cuándo Olvidaré;C. Tangana;2023-09-02 12:26:25.657;2023-09-02
2023-09-02T14:03:29.606Z;Siento por Ciento;Cardellino;2023-09-02 14:03:29.606;2023-09-02
2023-09-02T14:06:08.633Z;Vagabundo;Martín Buscaglia;2023-09-02 14:06:08.633;2023-09-02
2023-09-02T14:09:02.478Z;1987 (feat. Jorge Drexler);Campo;2023-09-02 14:09:02.478;2023-09-02
2023-09-02T14:12:01.627Z;Monoambiente en Capital;Zoe Gotusso;2023-09-02 14:12:01.627;2023-09-02
2023-09-02T14:16:00.599Z;Ante la Duda Todo;Martín Buscaglia;2023-09-02 14:16:00.599;2023-09-02
2023-09-02T14:18:20.620Z;Me Enamoré;Martín Buscaglia;2023-09-02 14:18:20.62;2023-09-02
2023-09-02T14:22:27.522Z;Querría;El Kanka;2023-09-02 14:22:27.522;2023-09-02
2023-09-02T14:27:39.548Z;Heat;Louisiana Avenue;2023-09-02 14:27:39.548;2023-09-02
2023-09-02T14:30:53.438Z;Clothes Off;FATCAT;2023-09-02 14:30:53.438;2023-09-02
2023-09-02T14:33:53.290Z;Crash & Burn;Ida Sand;2023-09-02 14:33:53.29;2023-09-02
2023-09-02T14:40:13.572Z;Cry For Me (OurVinyl Sessions);The California Honeydrops;2023-09-02 14:40:13.572;2023-09-02
2023-09-02T14:43:02.579Z;I Got A Feeling;Bernhoft;2023-09-02 14:43:02.579;2023-09-02
2023-09-02T14:45:09.429Z;When It Gets to Me;Jon Mero;2023-09-02 14:45:09.429;2023-09-02
2023-09-02T15:19:04.158Z;Love Train;Louisiana Avenue;2023-09-02 15:19:04.158;2023-09-02
2023-09-02T20:24:58.432Z;Heat;Louisiana Avenue;2023-09-02 20:24:58.432;2023-09-02
2023-09-02T20:29:38.464Z;Fuel For The Soul;Louisiana Avenue;2023-09-02 20:29:38.464;2023-09-02
2023-09-02T20:34:21Z;Down On The Bayou;Louisiana Avenue;2023-09-02 20:34:21;2023-09-02
2023-09-02T20:37:54.006Z;Uptown;Louisiana Avenue;2023-09-02 20:37:54.006;2023-09-02
2023-09-02T20:41:58Z;Sunshine Girl;Louisiana Avenue;2023-09-02 20:41:58;2023-09-02
2023-09-02T20:45:29.008Z;Faith;Louisiana Avenue;2023-09-02 20:45:29.008;2023-09-02
2023-09-02T20:51:25.001Z;Ballad Of Brian;Louisiana Avenue;2023-09-02 20:51:25.001;2023-09-02
2023-09-02T20:54:40.002Z;Love Train;Louisiana Avenue;2023-09-02 20:54:40.002;2023-09-02
2023-09-02T20:57:54.012Z;Shake Your Booty Like Maracas;Louisiana Avenue;2023-09-02 20:57:54.012;2023-09-02
2023-09-02T21:01:14.519Z;Who Dat;Louisiana Avenue;2023-09-02 21:01:14.519;2023-09-02
2023-09-02T21:05:04.641Z;Why Don't We Do It In The Road;Toni Green;2023-09-02 21:05:04.641;2023-09-02
2023-09-02T21:13:20.193Z;Baby You Got What It Takes;Kevin Mahogany;2023-09-02 21:13:20.193;2023-09-02
