played_at;track.name;name;played;day
2024-07-22T07:39:55.294Z;Tracy;Nick Waterhouse;2024-07-22 07:39:55.294;2024-07-22
2024-07-22T07:50:57.264Z;Club Foot;Kasabian;2024-07-22 07:50:57.264;2024-07-22
2024-07-22T07:54:55.493Z;Cumbia Peninsula;Calexico;2024-07-22 07:54:55.493;2024-07-22
2024-07-22T07:58:21.148Z;Paper Planes;M.I.A.;2024-07-22 07:58:21.148;2024-07-22
2024-07-22T08:01:15.444Z;I Bet You Look Good On The Dancefloor;Arctic Monkeys;2024-07-22 08:01:15.444;2024-07-22
2024-07-22T08:05:28.639Z;Dog Days Are Over;Florence + The Machine;2024-07-22 08:05:28.639;2024-07-22
2024-07-22T08:57:29.237Z;Ojai;Joe Lutcher;2024-07-22 08:57:29.237;2024-07-22
2024-07-22T09:02:35.629Z;Too Much Of A Good Thing;Coleman Hawkins;2024-07-22 09:02:35.629;2024-07-22
2024-07-22T09:05:12.777Z;La Danse;Hot Lips Page;2024-07-22 09:05:12.777;2024-07-22
2024-07-22T09:18:29.826Z;Embryo;Illinois Jacquet;2024-07-22 09:18:29.826;2024-07-22
2024-07-22T09:21:01.834Z;The Sheik Of Araby - Remastered 1995;Lester Young;2024-07-22 09:21:01.834;2024-07-22
2024-07-22T09:23:44.329Z;Rhythm Man;Count Basie Orchestra;2024-07-22 09:23:44.329;2024-07-22
2024-07-22T09:27:15.045Z;In A Sentimental Mood;Duke Ellington;2024-07-22 09:27:15.045;2024-07-22
2024-07-22T09:27:44.996Z;Moonlight Fiesta;Duke Ellington;2024-07-22 09:27:44.996;2024-07-22
2024-07-22T11:07:30.775Z;The Spanish Look;Nick Waterhouse;2024-07-22 11:07:30.775;2024-07-22
2024-07-22T13:15:45.753Z;Electric Love;BØRNS;2024-07-22 13:15:45.753;2024-07-22
2024-07-22T13:25:07.279Z;Time To Dance;The Shoes;2024-07-22 13:25:07.279;2024-07-22
2024-07-22T13:28:15.548Z;Sun;Two Door Cinema Club;2024-07-22 13:28:15.548;2024-07-22
2024-07-22T18:15:03.535Z;Ojai;Joe Lutcher;2024-07-22 18:15:03.535;2024-07-22
2024-07-22T18:20:45.617Z;Quien lo diría;Rita Payés;2024-07-22 18:20:45.617;2024-07-22
2024-07-22T18:26:18.719Z;It Never Entered My Mind;Miles Davis Quintet;2024-07-22 18:26:18.719;2024-07-22
2024-07-22T18:38:26.867Z;CARAVAN - Cover;Nettai Tropical Jazz Big Band;2024-07-22 18:38:26.867;2024-07-22
