"played_at";"track.name";"track.id";"name";"artist.id";"featured_artists";"featured_artist_ids";"played";"day"
"2026-08-25T05:44:57.924Z";"Crit Entròpic";"67vEw3ZJQdKgxNrU7EeKdQ";"9Son";"1vt1kYnWfOGnKD6vcTbIgF";;;"2026-08-25 05:44:57.924";"2026-08-25"
"2026-08-25T06:32:12.329Z";"De Nada Sirve";"2CFDPiNUxcSOqfQtUHYNxF";"No Te Va Gustar";"4ZDoy7AWNgQVmX7T0u0B1j";"Jorge Drexler";"4ssUf5gLb1GBLxi1BhPrVt";"2026-08-25 06:32:12.329";"2026-08-25"
"2026-08-25T06:35:45.341Z";"Aunque no sea conmigo";"0dRY4OrSY53yUjVgfgne1W";"Bunbury";"4uqzzJg3ww5eH7IgGV7DMT";"Andrés Calamaro";"3tAICgiSR5PfYY4B8qsoAU";"2026-08-25 06:35:45.341";"2026-08-25"
"2026-08-25T06:39:18.585Z";"Pelo De Foca";"50IHqAX0tVAo7xrZtvHbOm";"Ultraligera";"5Vv5llyiK1nlME2UNDzPBB";;;"2026-08-25 06:39:18.585";"2026-08-25"
"2026-08-25T06:43:23.578Z";"Llamando a la tierra - Serenade From the Stars";"7M65iLprqQ9UJNqer4g6AM";"M-Clan";"4oVqMVHC03xnYJ7fyb1dh6";;;"2026-08-25 06:43:23.578";"2026-08-25"
"2026-08-25T06:47:08.170Z";"Canciones chulas";"4NQQ79oNnFcqm0UNG4sf1U";"Los Enemigos";"4uiuj3kqeIHmTH87B7VMnr";;;"2026-08-25 06:47:08.17";"2026-08-25"
"2026-08-25T06:54:52.249Z";"Entre dos tierras";"4rJdaSwOCHLBhxdMsymeMw";"Heroes Del Silencio";"3qAPxVwIQRBuz5ImPUxpZT";;;"2026-08-25 06:54:52.249";"2026-08-25"
"2026-08-25T06:57:19.580Z";"Loros";"0vnv5NxUyz4JmiWAb7TJeJ";"Camellos";"3uQgL10Dx1pMNIDfUiv8HW";;;"2026-08-25 06:57:19.58";"2026-08-25"
"2026-08-25T07:00:50.055Z";"Idiota - 2015 Remaster";"21VzRF3Rwa1OGnTxKHQQy1";"Los Ronaldos";"1OTnb625gMBm5NsLYAdUEm";;;"2026-08-25 07:00:50.055";"2026-08-25"
"2026-08-25T07:25:42.183Z";"Noche Oscura (feat. Leiva)";"0bVfrh5DSaZPcoj4mE5zOj";"Depedro";"3wpNKcE7grYUIRKCMpmBOb";"Leiva";"5Hsv8dUHHOdnn72q4XIVz7";"2026-08-25 07:25:42.183";"2026-08-25"
"2026-08-25T07:27:55.758Z";"You Do Something To Me";"1sG6bPD98RQx7dMpeoth82";"Ella Fitzgerald";"5V0MlUE1Bft0mbLlND7FJz";;;"2026-08-25 07:27:55.758";"2026-08-25"
"2026-08-25T07:31:42.384Z";"The Cat Walk";"1pVo58KvIOUcVHoSvDy2DE";"Le Dancing Pepa Swing Band";"7uIlvZe2ZCNWTkPqXNYU2D";;;"2026-08-25 07:31:42.384";"2026-08-25"
"2026-08-25T07:36:36.420Z";"The Cat Walk";"1pVo58KvIOUcVHoSvDy2DE";"Le Dancing Pepa Swing Band";"7uIlvZe2ZCNWTkPqXNYU2D";;;"2026-08-25 07:36:36.42";"2026-08-25"
"2026-08-25T07:40:42.214Z";"Like It Is";"6aftErcHuaumJvxZxaZgIK";"Heart of Dixie";"10s7lWyPmrnMVRbilfwweu";;;"2026-08-25 07:40:42.214";"2026-08-25"
