played_at;track.name;name;played;day
2024-04-01T16:06:04.381Z;In a Mellow Tone;Holy Bounce Orchestra;2024-04-01 16:06:04.381;2024-04-01
2024-04-01T16:07:12.366Z;Tête épaules Gnoux Pieds - Trompette;Jazz Chat Louis Comptines;2024-04-01 16:07:12.366;2024-04-01
2024-04-01T16:11:33.298Z;Count Me In;Holy Bounce Orchestra;2024-04-01 16:11:33.298;2024-04-01
2024-04-01T16:14:35.105Z;Till Tom Special;Holy Bounce Orchestra;2024-04-01 16:14:35.105;2024-04-01
2024-04-01T16:18:04.901Z;You Blew out the Flame in My Heart;Holy Bounce Orchestra;2024-04-01 16:18:04.901;2024-04-01
2024-04-01T16:21:29.296Z;They Try to Talk Me Down;Holy Bounce Orchestra;2024-04-01 16:21:29.296;2024-04-01
2024-04-01T16:25:12.904Z;Zooming at the Zombie;Holy Bounce Orchestra;2024-04-01 16:25:12.904;2024-04-01
2024-04-01T16:29:40.206Z;Echoes of Harlem;Holy Bounce Orchestra;2024-04-01 16:29:40.206;2024-04-01
