"played_at";"track.name";"track.id";"name";"artist.id";"featured_artists";"featured_artist_ids";"played";"day"
"2026-09-13T11:25:02.732Z";"Pobrecita";"0UyohsHKU4rC7cMtsheZjf";"La Maxima 79";"7AcdT1dXIJEStRkbKmwS94";;;"2026-09-13 11:25:02.732";"2026-09-13"
"2026-09-13T11:30:03.607Z";"No Te Puedo Querer";"7hbvwKpNSkqURc5msHnXhM";"La Sucursal S.A.";"2QMmGrMZzNWj5ktZ2kGyNW";"Pere Aguilar";"2gG7QDO5V3f0AFBsS00r3h";"2026-09-13 11:30:03.607";"2026-09-13"
"2026-09-13T11:33:37.812Z";"Con Los Pobres Estoy";"42WB76tIxGIlxhPKLeNSuW";"Roberto Roena Y Su Apollo Sound";"0KdPDmQhHxBKsHNsQuh5ry";;;"2026-09-13 11:33:37.812";"2026-09-13"
"2026-09-13T11:44:00.953Z";"Echale Mas Salsa";"5g1AjJY6xi5NQFyIWYh5ds";"El Timba";"0O0OynmaAvfmXAsBwNHBwi";"Fabio Gianni";"0l8NVW6mW9GPWR43ueCYPu";"2026-09-13 11:44:00.953";"2026-09-13"
"2026-09-13T11:51:13.046Z";"Lo Que Tu Quieres";"2FXiM8DAXkmPAcFfe1Ss89";"El Timba";"0O0OynmaAvfmXAsBwNHBwi";"Fabio Gianni";"0l8NVW6mW9GPWR43ueCYPu";"2026-09-13 11:51:13.046";"2026-09-13"
"2026-09-13T12:03:49.322Z";"Maria la Gorda";"5aUxdCDHmILSqsbCpyuscG";"Siberian Hotheads";"2GoUq1eroON5ummCUwRjAE";;;"2026-09-13 12:03:49.322";"2026-09-13"
"2026-09-13T12:16:01.699Z";"Buscando la Verdad";"01cjN53J5U2hPVQIY43UfP";"Dj Ricky Campanelli";"6ceACgrJX4NC60Cs5BUkva";"Jimmy Bosch";"6qZcCPB1iHABslHewMUWwV";"2026-09-13 12:16:01.699";"2026-09-13"
"2026-09-13T12:20:17.880Z";"Vamanos Pa'l Monte";"3uynz7KZ90IDzJV3PR623F";"Charanga la Tapa";"6mMPNzQGVotlMfA81wMIeI";;;"2026-09-13 12:20:17.88";"2026-09-13"
"2026-09-13T12:25:22.793Z";"Agua Que Va A Caer";"417oy2mvDKzeiDFdTORBSJ";"Ismael Rivera";"788HzQOFhN3mcDo0InBqbJ";"Cortijo Y Su Combo";"4S3JIryQM3mFVhXmQKjtma";"2026-09-13 12:25:22.793";"2026-09-13"
"2026-09-13T12:31:23.129Z";"Eso Se Baila Así";"6idJ1C13ztOwTWnvipyTcV";"Willie Colón";"7x5Slu7yTE5icZjNsc3OzW";"Héctor Lavoe";"7opp16lU7VM3l2WBdGMYHP";"2026-09-13 12:31:23.129";"2026-09-13"
"2026-09-13T12:35:33.798Z";"Las Caras Lindas";"1C74E6b4NrjC4a2TblWWIa";"Ismael Rivera";"788HzQOFhN3mcDo0InBqbJ";;;"2026-09-13 12:35:33.798";"2026-09-13"
"2026-09-13T12:40:19.707Z";"Las Caras Lindas";"1C74E6b4NrjC4a2TblWWIa";"Ismael Rivera";"788HzQOFhN3mcDo0InBqbJ";;;"2026-09-13 12:40:19.707";"2026-09-13"
"2026-09-13T12:45:18.525Z";"Me Voy Pa' La Rumba";"5gfQkHVys7JQAtW9dLGKIe";"Grupo Latin Vibe";"5Qxk0OxCmqsQA6sxj8LToK";;;"2026-09-13 12:45:18.525";"2026-09-13"
"2026-09-13T12:50:54.014Z";"La Murga - Remastered 2025";"5prXxiKRjuEOiCNA5miXHQ";"Willie Colón";"7x5Slu7yTE5icZjNsc3OzW";"Héctor Lavoe";"7opp16lU7VM3l2WBdGMYHP";"2026-09-13 12:50:54.014";"2026-09-13"
"2026-09-13T12:55:22.999Z";"Salsa";"0pFLD8oIWPHDBgkPzINYcG";"Yuri Buenaventura";"7FIeKWN0FTtzvQ1i7Z1aTx";;;"2026-09-13 12:55:22.999";"2026-09-13"
"2026-09-13T13:35:06.414Z";"Arrepentidos Pecadores";"6v0lNK3d6gFEqN15QfMSVU";"Willie Rosario";"24qSVomYxpfAFwzBnKCc8J";;;"2026-09-13 13:35:06.414";"2026-09-13"
"2026-09-13T13:36:00.077Z";"Arrepentidos Pecadores";"6v0lNK3d6gFEqN15QfMSVU";"Willie Rosario";"24qSVomYxpfAFwzBnKCc8J";;;"2026-09-13 13:36:00.077";"2026-09-13"
"2026-09-13T13:41:25.463Z";"La Sombra";"25nVrNcuYYshr922Vrv2or";"La Sucursal S.A.";"2QMmGrMZzNWj5ktZ2kGyNW";"Pere Aguilar";"2gG7QDO5V3f0AFBsS00r3h";"2026-09-13 13:41:25.463";"2026-09-13"
"2026-09-13T13:46:21.864Z";"Guajira Sorpresa";"4pN4DSWIQE7oIQwYkOVJt1";"The Echo Park Project";"6wI0EqWe9O2irhFOz11sTu";;;"2026-09-13 13:46:21.864";"2026-09-13"
"2026-09-13T13:49:46.102Z";"Sunshine - Acoustic Version";"2Nu7LrhiXlYZn3acB4bWGq";"Flavia Coelho";"4Lu4jDj4ky1wxvRDgL90tc";;;"2026-09-13 13:49:46.102";"2026-09-13"
"2026-09-13T14:05:24.544Z";"Acid - Remastered 2024";"0mIHksPNgCzAJRuMda1Mhh";"Ray Barretto";"2h4ndKS2vRWeFLpq8ARu0D";;;"2026-09-13 14:05:24.544";"2026-09-13"
"2026-09-13T14:12:23.439Z";"Acurrucaito";"5BPa5x0HzEQZZmNXhuoHTu";"Daniel Santacruz";"4tLUnrSgMM7tT0zVs3wX61";"Charlie Cruz";"3BiAkgxrLIXhB4evNuF2hn";"2026-09-13 14:12:23.439";"2026-09-13"
"2026-09-13T14:17:25.817Z";"Hoy La Lluvia";"4xc4eaTI2gTaR17L2MiutK";"Soneros De Verdad";"12eNUx8BvR5qmpFssq8Vkt";"Luis Frank";"3NOoOH3WZuJRNe5cvmW7ic";"2026-09-13 14:17:25.817";"2026-09-13"
