"played_at";"track.name";"track.id";"name";"artist.id";"featured_artists";"featured_artist_ids";"played";"day"
"2026-08-18T10:35:03.394Z";"Mala Mujer";"067QpM2xLhK24hTiovC3Zo";"C. Tangana";"5TYxZTjIPqKM8K8NuP9woO";;;"2026-08-18 10:35:03.394";"2026-08-18"
"2026-08-18T10:37:25.104Z";"Johnny Glamour";"4YZhsgOBQtKvxZWjVuJD9H";"rusowsky";"1XEVu7gdRFfzEFqsPrancH";"Las Ketchup";"1e8GEl48ktvfDpruMKB6Oe";"2026-08-18 10:37:25.104";"2026-08-18"
"2026-08-18T10:40:29.774Z";"3 AMIGAS TUYAS";"30BMRcU48hXEpA6bUVnUcK";"Jimena Amarillo";"29cPgYFoxExwmptUrlnYmm";"EDDI CIRCA";"5Fa143x669siyI5jjBuTIa";"2026-08-18 10:40:29.774";"2026-08-18"
"2026-08-18T10:44:59.659Z";"Por la boca vive el pez";"24UStI5AYA7g5ufFDh3LH0";"Fito y Fitipaldis";"1tZ99AnqyjgrmPwLfGU5eo";;;"2026-08-18 10:44:59.659";"2026-08-18"
"2026-08-18T10:47:58.571Z";"El Encuentro";"7etLErRSTb2DoEwg34GOSs";"Alizzz";"23herDudxPBB3S81GB5uG3";"Amaia";"1WLEfsQjvgtFSGkrHonzFX";"2026-08-18 10:47:58.571";"2026-08-18"
"2026-08-18T10:51:06.149Z";"Ingobernable";"3SK45LddxlEkzI8OWO9Eyo";"C. Tangana";"5TYxZTjIPqKM8K8NuP9woO";"Gipsy Kings|Nicolas Reyes|Tonino Baliardo";"3jc496ljiyrS3ECrD7QiqL|4ZEbnHVcQHXbtkOhg8mDAT|3pUWmkSef9vJOPDViYGZ5L";"2026-08-18 10:51:06.149";"2026-08-18"
"2026-08-18T10:53:36.692Z";"MALAMENTE - Cap.1: Augurio";"1B0BQaSRHxhI0AUlItY3LK";"ROSALÍA";"7ltDVBr6mKbRvohxheJ9h1";;;"2026-08-18 10:53:36.692";"2026-08-18"
"2026-08-18T10:56:08.427Z";"La Tortura - Spotify Singles";"5WW6WJUxZsfHF7Na5wwE02";"Judeline";"1H6X7yhnXZg73f9bssaj1Q";;;"2026-08-18 10:56:08.427";"2026-08-18"
"2026-08-18T10:59:29.840Z";"Nuevo mundo (feat. Juancho Marqués)";"4hklliK34BQpPNsoag1JmL";"Fuel Fandango";"1MbqzxZvHtdClX1cBKU2OG";"Juancho Marqués";"5JcO3FHEBbWTQMUHmWtU2g";"2026-08-18 10:59:29.84";"2026-08-18"
"2026-08-18T11:01:57.904Z";"lamento de una supernova";"2nCKy4vv2pFBOoY25jcDQA";"Ralphie Choo";"5qjnPRE33rMgYAxIjGUrI7";;;"2026-08-18 11:01:57.904";"2026-08-18"
"2026-08-18T11:06:00.935Z";"Me Maten - Live at NPR's Tiny Desk";"2uFlBIfS4XKyOVPKiIrj5L";"C. Tangana";"5TYxZTjIPqKM8K8NuP9woO";"Antonio Carmona";"1YVEF2N8QHkkQ84LM51Xyo";"2026-08-18 11:06:00.935";"2026-08-18"
"2026-08-18T11:09:28.013Z";"El Bolero";"7FwSZyO5ynlN0OJGVOjE6k";"Yami Safdie";"4RWJOoYwgF978LOn8Fainp";"Milo j";"19HM5j0ULGSmEoRcrSe5x3";"2026-08-18 11:09:28.013";"2026-08-18"
"2026-08-18T11:13:07.174Z";"Dolores";"5Vv9KbtAN8XNESS8XH1sPt";"rusowsky";"1XEVu7gdRFfzEFqsPrancH";"Ralphie Choo";"5qjnPRE33rMgYAxIjGUrI7";"2026-08-18 11:13:07.174";"2026-08-18"
"2026-08-18T11:16:08.680Z";"Sólo te miro";"2XmcEG5DohWapxkIyxJsbR";"Jimena Amarillo";"29cPgYFoxExwmptUrlnYmm";;;"2026-08-18 11:16:08.68";"2026-08-18"
"2026-08-18T11:18:57.246Z";"Mi Luz - ft. Rels B";"5IW2TYxGoflwtYxjOuOVRX";"Rvfv";"2CCgb0KApjfQDuTppovpf8";"Rels B";"2IMZYfNi21MGqxopj9fWx8";"2026-08-18 11:18:57.246";"2026-08-18"
"2026-08-18T11:22:17.929Z";"Tú Me Dejaste De Querer";"5ddFjrPG8NgQQ6xlOQIVd2";"C. Tangana";"5TYxZTjIPqKM8K8NuP9woO";"Niño de Elche|La Húngara";"5IbUz6BcOu6IVY512oxavP|7xtnpHS34mLlxGZDVUBHSU";"2026-08-18 11:22:17.929";"2026-08-18"
"2026-08-18T11:27:03.297Z";"Como habla una mujer (feat. C. Tangana)";"1pJeLDLduCZS4hLuc1JByJ";"Paula Cendejas";"4EiI7Vls0NB16jLuexzCHC";"C. Tangana";"5TYxZTjIPqKM8K8NuP9woO";"2026-08-18 11:27:03.297";"2026-08-18"
"2026-08-18T11:29:19.569Z";"Cuando Acabe la Noche";"4LIT5GUMbNmBO6nbK9gRIc";"Sosad";"7Dhtrm0gyXdmDvvc5zAh4w";;;"2026-08-18 11:29:19.569";"2026-08-18"
"2026-08-18T11:32:31.737Z";"La Luz - A COLORS SHOW";"5jRnVQbjB6qgN3MARS4xw7";"María José Llergo";"70GBRlKEGjfueop2lfdQ4Q";;;"2026-08-18 11:32:31.737";"2026-08-18"
