played_at;track.name;name;played;day
2025-01-09T11:06:34.725Z;Cuando Tenga La Tierra;Mercedes Sosa;2025-01-09 11:06:34.725;2025-01-09
2025-01-09T11:15:30.019Z;El Colectivo (Live Sessions);La Sra. Tomasa;2025-01-09 11:15:30.019;2025-01-09
2025-01-09T11:41:24.627Z;Playground (from the series Arcane League of Legends);Bea Miller;2025-01-09 11:41:24.627;2025-01-09
2025-01-09T11:45:03.338Z;Our Love (From the series Arcane League of Legends);Curtis Harding;2025-01-09 11:45:03.338;2025-01-09
2025-01-09T11:48:54.859Z;Goodbye (from the series Arcane League of Legends);Ramsey;2025-01-09 11:48:54.859;2025-01-09
2025-01-09T11:52:20.573Z;Dirty Little Animals (From the series Arcane League of Legends);BONES UK;2025-01-09 11:52:20.573;2025-01-09
2025-01-09T11:55:14.460Z;Enemy (with JID) - from the series Arcane League of Legends;Imagine Dragons;2025-01-09 11:55:14.46;2025-01-09
2025-01-09T12:03:10.768Z;Guns for Hire (from the series Arcane League of Legends);Woodkid;2025-01-09 12:03:10.768;2025-01-09
2025-01-09T12:06:20.939Z;Misfit Toys (from the series Arcane League of Legends);Pusha T;2025-01-09 12:06:20.939;2025-01-09
2025-01-09T12:09:19.533Z;Dynasties & Dystopia (from the series Arcane League of Legends);Denzel Curry;2025-01-09 12:09:19.533;2025-01-09
2025-01-09T12:12:01.436Z;Snakes (from the series Arcane League of Legends);MIYAVI;2025-01-09 12:12:01.436;2025-01-09
2025-01-09T12:15:14.974Z;When Everything Went Wrong (from the series Arcane League of Legends);Fantastic Negrito;2025-01-09 12:15:14.974;2025-01-09
2025-01-09T12:18:49.037Z;What Could Have Been (from the series Arcane League of Legends);Sting;2025-01-09 12:18:49.037;2025-01-09
2025-01-09T12:22:44.937Z;Hoy te la meto hasta las orejas;Extremoduro;2025-01-09 12:22:44.937;2025-01-09
2025-01-09T12:28:10.072Z;Telefonía;Jorge Drexler;2025-01-09 12:28:10.072;2025-01-09
2025-01-09T12:31:27.562Z;Temes;iLe;2025-01-09 12:31:27.562;2025-01-09
2025-01-09T12:35:11.879Z;Ay Vida Mía;El Kanka;2025-01-09 12:35:11.879;2025-01-09
2025-01-09T12:38:16.844Z;¡Oh, Algoritmo! (feat. Noga Erez);Jorge Drexler;2025-01-09 12:38:16.844;2025-01-09
2025-01-09T12:41:40.945Z;Cambios;Mario Diaz;2025-01-09 12:41:40.945;2025-01-09
2025-01-09T12:45:05.672Z;Viva la Libertad;Pedro Pastor;2025-01-09 12:45:05.672;2025-01-09
2025-01-09T12:47:26.469Z;Todo y Nada;Guillem Roma;2025-01-09 12:47:26.469;2025-01-09
2025-01-09T12:49:46.509Z;Amor del Bo;Rozalén;2025-01-09 12:49:46.509;2025-01-09
2025-01-09T12:53:17.598Z;Si Yo Fuera Otra;Marlango;2025-01-09 12:53:17.598;2025-01-09
2025-01-09T12:56:57.647Z;Tocarte;Jorge Drexler;2025-01-09 12:56:57.647;2025-01-09
2025-01-09T12:58:38.347Z;Ponme;Pala;2025-01-09 12:58:38.347;2025-01-09
2025-01-09T13:03:32.150Z;La Primavera;Alvaro Ruiz;2025-01-09 13:03:32.15;2025-01-09
2025-01-09T13:06:56.918Z;Alguna Cosa Se Nos Está Escapando;Guillem Roma;2025-01-09 13:06:56.918;2025-01-09
2025-01-09T13:10:48.347Z;El Plan Maestro;Jorge Drexler;2025-01-09 13:10:48.347;2025-01-09
