"played_at";"track.name";"name";"played";"day"
"2025-11-30T14:09:40.478Z";"Kinda Dukish-Rockin 'in Rhythm - Helsinki - February 2nd 1963 Set 2- Restauración 2024";"Duke Ellington";"2025-11-30 14:09:40.478";"2025-11-30"
"2025-11-30T14:13:04.479Z";"Besame Mucho - LIVE";"Dutch Swing College Band";"2025-11-30 14:13:04.479";"2025-11-30"
"2025-11-30T14:16:53.311Z";"After You've Gone - Alternate Take";"Roy Eldridge & His Orchestra";"2025-11-30 14:16:53.311";"2025-11-30"
"2025-11-30T14:20:51.451Z";"Rockin' Rhythm: Rockin’ In Rhythm";"Duke Ellington";"2025-11-30 14:20:51.451";"2025-11-30"
"2025-11-30T14:23:27.714Z";"Vinyl Melted Blues";"ovo ~ Quack Jazz ~";"2025-11-30 14:23:27.714";"2025-11-30"
"2025-11-30T14:25:09.809Z";"Echoes of Harlem";"Duke Ellington";"2025-11-30 14:25:09.809";"2025-11-30"
"2025-11-30T14:48:07.264Z";"Sexo, Violencia y Llantas";"ROSALÍA";"2025-11-30 14:48:07.264";"2025-11-30"
"2025-11-30T14:51:57.837Z";"Reliquia";"ROSALÍA";"2025-11-30 14:51:57.837";"2025-11-30"
"2025-11-30T14:56:01.638Z";"Divinize";"ROSALÍA";"2025-11-30 14:56:01.638";"2025-11-30"
"2025-11-30T15:29:55.124Z";"Porcelana";"ROSALÍA";"2025-11-30 15:29:55.124";"2025-11-30"
"2025-11-30T15:34:23.439Z";"Mio Cristo Piange Diamanti";"ROSALÍA";"2025-11-30 15:34:23.439";"2025-11-30"
"2025-11-30T15:37:22.127Z";"Berghain";"ROSALÍA";"2025-11-30 15:37:22.127";"2025-11-30"
"2025-11-30T15:40:37.750Z";"La Perla";"ROSALÍA";"2025-11-30 15:40:37.75";"2025-11-30"
"2025-11-30T15:42:58.018Z";"Mundo Nuevo";"ROSALÍA";"2025-11-30 15:42:58.018";"2025-11-30"
"2025-11-30T15:44:43.486Z";"De Madrugá";"ROSALÍA";"2025-11-30 15:44:43.486";"2025-11-30"
"2025-11-30T15:46:53.016Z";"Dios Es Un Stalker";"ROSALÍA";"2025-11-30 15:46:53.016";"2025-11-30"
"2025-11-30T15:51:13.032Z";"La Yugular";"ROSALÍA";"2025-11-30 15:51:13.032";"2025-11-30"
"2025-11-30T15:53:54.118Z";"Sauvignon Blanc";"ROSALÍA";"2025-11-30 15:53:54.118";"2025-11-30"
"2025-11-30T15:58:06.774Z";"La Rumba Del Perdón";"ROSALÍA";"2025-11-30 15:58:06.774";"2025-11-30"
"2025-11-30T16:01:51.152Z";"Memória";"ROSALÍA";"2025-11-30 16:01:51.152";"2025-11-30"
"2025-11-30T16:05:06.611Z";"Magnolias";"ROSALÍA";"2025-11-30 16:05:06.611";"2025-11-30"
"2025-11-30T16:07:11.815Z";"NI EN LOS CAFÉS PARISINOS";"Yerai Cortés";"2025-11-30 16:07:11.815";"2025-11-30"
"2025-11-30T16:09:45.454Z";"BULERÍAS";"ROSALÍA";"2025-11-30 16:09:45.454";"2025-11-30"
"2025-11-30T16:12:11.495Z";"JOROPO";"Judeline";"2025-11-30 16:12:11.495";"2025-11-30"
"2025-11-30T16:15:55.037Z";"Oral";"Björk";"2025-11-30 16:15:55.037";"2025-11-30"
"2025-11-30T16:19:53.983Z";"Porque llorax blanca niña";"Rita Payés";"2025-11-30 16:19:53.983";"2025-11-30"
"2025-11-30T16:23:32.763Z";"Time Will Tell";"Celeste";"2025-11-30 16:23:32.763";"2025-11-30"
"2025-11-30T16:27:06.236Z";"malibU";"rusowsky";"2025-11-30 16:27:06.236";"2025-11-30"
"2025-11-30T16:30:14.837Z";"LA FAMA";"ROSALÍA";"2025-11-30 16:30:14.837";"2025-11-30"
"2025-11-30T16:37:03.505Z";"La gent normal - (Apolo 29/3/22)";"Manel";"2025-11-30 16:37:03.505";"2025-11-30"
"2025-11-30T16:44:12.288Z";"Teresa Rampell - (Apolo 29/3/22)";"Manel";"2025-11-30 16:44:12.288";"2025-11-30"
"2025-11-30T16:48:09.515Z";"Per la bona gent - (Apolo 29/3/22)";"Manel";"2025-11-30 16:48:09.515";"2025-11-30"
"2025-11-30T16:52:48.699Z";"Boy Band - (Apolo 29/3/22)";"Manel";"2025-11-30 16:52:48.699";"2025-11-30"
"2025-11-30T16:56:32.989Z";"Tipus suite - (Apolo 29/3/22)";"Manel";"2025-11-30 16:56:32.989";"2025-11-30"
"2025-11-30T17:00:30.777Z";"La jungla - (Apolo 29/3/22)";"Manel";"2025-11-30 17:00:30.777";"2025-11-30"
"2025-11-30T17:08:24.673Z";"Mort d'un heroi romàntic - (Apolo 29/3/22)";"Manel";"2025-11-30 17:08:24.673";"2025-11-30"
"2025-11-30T17:12:12.308Z";"En la que el Bernat se't troba - (Apolo 29/3/22)";"Manel";"2025-11-30 17:12:12.308";"2025-11-30"
"2025-11-30T17:13:02.607Z";"Captatio benevolentiae - (Apolo 29/3/22)";"Manel";"2025-11-30 17:13:02.607";"2025-11-30"
"2025-11-30T21:21:39.849Z";"Jo competeixo - (Apolo 29/3/22)";"Manel";"2025-11-30 21:21:39.849";"2025-11-30"
