played_at;track.name;name;played;day
2023-08-10T05:08:34.043Z;93 'Til Infinity;Souls Of Mischief;2023-08-10 05:08:34.043;2023-08-10
2023-08-10T05:18:44.561Z;El Viaje;Joaquín Cornejo;2023-08-10 05:18:44.561;2023-08-10
2023-08-10T05:25:56.207Z;Time For Space;Emancipator;2023-08-10 05:25:56.207;2023-08-10
2023-08-10T05:30:53.580Z;Mona Ki Ngi Xica;Bonga;2023-08-10 05:30:53.58;2023-08-10
2023-08-10T05:35:38.532Z;Pietermaritzburg;Felix Laband;2023-08-10 05:35:38.532;2023-08-10
2023-08-10T05:42:18.475Z;Nevar;El Búho;2023-08-10 05:42:18.475;2023-08-10
2023-08-10T05:49:29.531Z;Ad Lucem;Didacte;2023-08-10 05:49:29.531;2023-08-10
2023-08-10T05:53:29.564Z;Suéltalo;Hermanos Gutiérrez;2023-08-10 05:53:29.564;2023-08-10
2023-08-10T05:58:08.265Z;Can't Leave the Night;BADBADNOTGOOD;2023-08-10 05:58:08.265;2023-08-10
2023-08-10T06:01:31.523Z;Sastanàqqàm;Tinariwen;2023-08-10 06:01:31.523;2023-08-10
2023-08-10T06:10:27.063Z;Wanzka;Kalabrese;2023-08-10 06:10:27.063;2023-08-10
2023-08-10T06:19:56.585Z;Lonely;Imagine Dragons;2023-08-10 06:19:56.585;2023-08-10
2023-08-10T06:20:58.564Z;Introduction;Onra;2023-08-10 06:20:58.564;2023-08-10
2023-08-10T06:23:41.512Z;Wild Child;The Black Keys;2023-08-10 06:23:41.512;2023-08-10
2023-08-10T06:32:28.470Z;Nevar;El Búho;2023-08-10 06:32:28.47;2023-08-10
2023-08-10T06:36:03.780Z;Hello - Radio Edit;Martin Solveig;2023-08-10 06:36:03.78;2023-08-10
2023-08-10T06:40:17.432Z;Bones - twocolors Remix;Imagine Dragons;2023-08-10 06:40:17.432;2023-08-10
2023-08-10T11:27:19.348Z;Perquè Vull;Ovidi Montllor;2023-08-10 11:27:19.348;2023-08-10
2023-08-10T11:30:39.194Z;Ceràmiques Guzmán;Manel;2023-08-10 11:30:39.194;2023-08-10
2023-08-10T11:31:54.121Z;Eufòria;Guillem Ramisa;2023-08-10 11:31:54.121;2023-08-10
2023-08-10T11:34:22.775Z;24/7;Da Souza;2023-08-10 11:34:22.775;2023-08-10
2023-08-10T11:37:01.137Z;MIL CARES;Jo Jet i Maria Ribot;2023-08-10 11:37:01.137;2023-08-10
2023-08-10T12:10:21.297Z;Tú Que Vienes a Rondarme;Maria Arnal;2023-08-10 12:10:21.297;2023-08-10
2023-08-10T12:13:20.314Z;KSA;Habla de Mí en Presente;2023-08-10 12:13:20.314;2023-08-10
2023-08-10T12:49:35.140Z;Pixapins;Socunbohemio;2023-08-10 12:49:35.14;2023-08-10
2023-08-10T12:53:14.186Z;Salsa agredolça;Da Souza;2023-08-10 12:53:14.186;2023-08-10
2023-08-10T13:35:54.251Z;Gomaespuma;Jo Jet i Maria Ribot;2023-08-10 13:35:54.251;2023-08-10
2023-08-10T13:52:33.453Z;Dímelo;Marc Anthony;2023-08-10 13:52:33.453;2023-08-10
2023-08-10T13:54:36.567Z;Camarón;George Guzman;2023-08-10 13:54:36.567;2023-08-10
2023-08-10T14:00:45.561Z;Un Dia Bonito;Eddie Palmieri;2023-08-10 14:00:45.561;2023-08-10
2023-08-10T14:04:07.454Z;Food;BADBADNOTGOOD;2023-08-10 14:04:07.454;2023-08-10
2023-08-10T14:30:05.617Z;La Tortura (feat. Alejandro Sanz);Shakira;2023-08-10 14:30:05.617;2023-08-10
2023-08-10T14:33:01.443Z;Crazy;Gnarls Barkley;2023-08-10 14:33:01.443;2023-08-10
2023-08-10T14:36:48.696Z;Sing;Travis;2023-08-10 14:36:48.696;2023-08-10
2023-08-10T14:40:01.281Z;Last Nite;The Strokes;2023-08-10 14:40:01.281;2023-08-10
2023-08-10T14:43:56.890Z;I Don't Feel Like Dancin' - Radio Edit;Scissor Sisters;2023-08-10 14:43:56.89;2023-08-10
