"played_at";"track.name";"track.id";"name";"artist.id";"featured_artists";"featured_artist_ids";"played";"day"
"2026-07-22T05:30:11.436Z";"Annie laurie";"7FSJjRz70ttoXgB8Yw6UXI";"Jimmie Lunceford";"5z49AOW1q5dtslkcj6wGsW";;;"2026-07-22 05:30:11.436";"2026-07-22"
"2026-07-22T05:48:50.075Z";"Maria la Gorda";"5aUxdCDHmILSqsbCpyuscG";"Siberian Hotheads";"2GoUq1eroON5ummCUwRjAE";;;"2026-07-22 05:48:50.075";"2026-07-22"
"2026-07-22T06:55:14.483Z";"Well, You Needn't";"6QAa5jw8h014eezrQLgpMR";"Ray Bryant Trio";"2bOo3sgzNcQcS9525WR9Ku";;;"2026-07-22 06:55:14.483";"2026-07-22"
"2026-07-22T06:57:18.983Z";"Well, You Needn't";"6QAa5jw8h014eezrQLgpMR";"Ray Bryant Trio";"2bOo3sgzNcQcS9525WR9Ku";;;"2026-07-22 06:57:18.983";"2026-07-22"
"2026-07-22T07:01:25.579Z";"The Pearls";"2PvK5TfZZNQdr11T9PamxM";"Adrian Cox";"3waNOOyDmYDyk1GiFCyxkD";"Honey Boulton|Alex Gilson";"1Uuc3voYFrITfiFNtu82UO|6zP7fwcpwsvsLNxr3iy6hW";"2026-07-22 07:01:25.579";"2026-07-22"
"2026-07-22T07:04:28.926Z";"The Grabtown Grapple";"1ejqpmPYhAAv7VEMn6WPTw";"Hot Sugar Band";"1MnPmJJRQj85pHB2veNylr";;;"2026-07-22 07:04:28.926";"2026-07-22"
"2026-07-22T07:07:54.403Z";"Struttin' With Some Blues";"0S0T8HP25TTBtZXQWopbPR";"Dan Crisci";"1n7cM7GVRThCDuQkCjJqZf";;;"2026-07-22 07:07:54.403";"2026-07-22"
"2026-07-22T08:42:17.307Z";"Black Beauty";"1xdHdiCrHbi5nI5hxv1tkt";"Glenn Crytzer";"1hLboRMSa4OQJvgiSm9jgo";;;"2026-07-22 08:42:17.307";"2026-07-22"
"2026-07-22T08:44:56.825Z";"Black Beauty";"1xdHdiCrHbi5nI5hxv1tkt";"Glenn Crytzer";"1hLboRMSa4OQJvgiSm9jgo";;;"2026-07-22 08:44:56.825";"2026-07-22"
"2026-07-22T08:48:08.746Z";"Good Queens Bess";"2Zlcwx9GyypihUtYO2IFT8";"Reverent Juke";"0K2K29R1c5DwgGk8axM7pW";;;"2026-07-22 08:48:08.746";"2026-07-22"
"2026-07-22T12:39:04.665Z";"Don't You (Forget About Me)";"3fH4KjXFYMmljxrcGrbPj9";"Simple Minds";"6hN9F0iuULZYWXppob22Aj";;;"2026-07-22 12:39:04.665";"2026-07-22"
"2026-07-22T12:42:32.386Z";"Damaged Goods";"62uw0iWu8jLB4cYBQxjdcm";"Gang Of Four";"3AmWjMXXtBJOmNGpUFSOAl";;;"2026-07-22 12:42:32.386";"2026-07-22"
"2026-07-22T12:47:35.324Z";"Smalltown Boy";"5vmRQ3zELMLUQPo2FLQ76x";"Bronski Beat";"2wpWOzQE5TpA0dVnh5YD08";;;"2026-07-22 12:47:35.324";"2026-07-22"
"2026-07-22T12:51:22.085Z";"Kiss";"62LJFaYihsdVrrkgUOJC05";"Prince";"5a2EaR3hamoenG9rDuVn8j";;;"2026-07-22 12:51:22.085";"2026-07-22"
"2026-07-22T12:55:54.512Z";"Round & Round - 2015 Remaster";"6MhvA51DJ1gG5AZztMD9bP";"New Order";"0yNLKJebCb8Aueb54LYya3";;;"2026-07-22 12:55:54.512";"2026-07-22"
"2026-07-22T12:59:33.475Z";"Transmission - 2020 Digital Remaster";"1Bq65xKgu0kjSUMUlfWyPl";"Joy Division";"432R46LaYsJZV2Gmc4jUV5";;;"2026-07-22 12:59:33.475";"2026-07-22"
"2026-07-22T13:15:28.142Z";"Girls on Film - 2010 Remaster";"4EFkvOhgAmlHEfDfvfSoh5";"Duran Duran";"0lZoBs4Pzo7R89JM9lxwoT";;;"2026-07-22 13:15:28.142";"2026-07-22"
"2026-07-22T13:19:48.919Z";"Magic Fly";"3VkPfiwwaYme0mbNEciJXN";"Space";"5SmwbD3wqrybVclRKTbr1M";;;"2026-07-22 13:19:48.919";"2026-07-22"
"2026-07-22T13:24:22.109Z";"Last Train to London";"6xE6ZWzK1YDDSYzqOCoQlz";"Electric Light Orchestra";"7jefIIksOi1EazgRTfW2Pk";;;"2026-07-22 13:24:22.109";"2026-07-22"
"2026-07-22T13:29:06.001Z";"The Passenger";"15BQ7vEDv2LJuh8TxWIhtd";"Iggy Pop";"33EUXrFKGjpUSGacqEHhU4";;;"2026-07-22 13:29:06.001";"2026-07-22"
"2026-07-22T13:31:41.271Z";"Tainted Love - Remastered 2023";"7iN2AiwBr3FKuloMzDjIQO";"Soft Cell";"6aq8T2RcspxVOGgMrTzjWc";;;"2026-07-22 13:31:41.271";"2026-07-22"
"2026-07-22T13:35:36.535Z";"Blind Vision";"72kvPuQO1ujLEHZ5YDGSWn";"Blancmange";"3LtBdgNHdH0Ix8hCFZ4NJG";;;"2026-07-22 13:35:36.535";"2026-07-22"
"2026-07-22T13:39:56.438Z";"Girls & Boys";"5CeL9C3bsoe4yzYS1Qz8cw";"Blur";"7MhMgCo0Bl0Kukl93PZbYS";;;"2026-07-22 13:39:56.438";"2026-07-22"
"2026-07-22T13:45:29.724Z";"The Magnificent Seven - Remastered";"3Ro71R8Vpy166E2PuQDSc8";"The Clash";"3RGLhK1IP9jnYFH4BRFJBS";;;"2026-07-22 13:45:29.724";"2026-07-22"
"2026-07-22T14:15:58.341Z";"Psycho Killer";"7dSCxR4LqkmxoBrq9MzVSD";"Talking Heads";"2x9SpqnPi8rlE9pjHBwmSC";;;"2026-07-22 14:15:58.341";"2026-07-22"
"2026-07-22T14:19:54.929Z";"One Night in Bangkok";"6erBowZaW6Ur3vNOWhS2zM";"Murray Head";"479Yp6DvyXoIaCssAxB4QR";;;"2026-07-22 14:19:54.929";"2026-07-22"
"2026-07-22T14:39:17.152Z";"Elfelejtett dal";"7FTkyP3JOm0otxcS6RYEEi";"Dr. Jazz Duo";"7f1krHtm6vEjYCPGtSJ92B";;;"2026-07-22 14:39:17.152";"2026-07-22"
