played_at;track.name;name;played;day
2024-02-15T07:31:46.008Z;Desconsuelo;Pequeña Orquesta Reincidentes;2024-02-15 07:31:46.008;2024-02-15
2024-02-15T07:42:29.635Z;Me Duele;Bomba Estéreo;2024-02-15 07:42:29.635;2024-02-15
2024-02-15T07:46:11.036Z;Mambeado;Onda Vaga;2024-02-15 07:46:11.036;2024-02-15
2024-02-15T07:53:37.290Z;Pedro Navaja;Willie Colón;2024-02-15 07:53:37.29;2024-02-15
2024-02-15T08:24:29.287Z;Un home realitzat;Guillem Gisbert;2024-02-15 08:24:29.287;2024-02-15
2024-02-15T08:54:56.069Z;Cantiga de Montse;Guillem Gisbert;2024-02-15 08:54:56.069;2024-02-15
2024-02-15T08:59:27.085Z;Hauries hagut de venir;Guillem Gisbert;2024-02-15 08:59:27.085;2024-02-15
2024-02-15T09:05:08.047Z;Les dues torres;Guillem Gisbert;2024-02-15 09:05:08.047;2024-02-15
2024-02-15T09:39:54.216Z;Waltzing Matilda;Guillem Gisbert;2024-02-15 09:39:54.216;2024-02-15
2024-02-15T09:42:14.122Z;Muntanya Russa;bert bert;2024-02-15 09:42:14.122;2024-02-15
2024-02-15T09:44:26.075Z;L'Arbre Ple de Flors;Guillem Ramisa;2024-02-15 09:44:26.075;2024-02-15
2024-02-15T09:46:53.068Z;La cançó;Socunbohemio;2024-02-15 09:46:53.068;2024-02-15
2024-02-15T09:56:28.375Z;A Mi Manera (Comme D'Habitude);Gipsy Kings;2024-02-15 09:56:28.375;2024-02-15
2024-02-15T12:15:10.045Z;Playground (from the series Arcane League of Legends);Bea Miller;2024-02-15 12:15:10.045;2024-02-15
2024-02-15T12:18:48.098Z;Our Love (from the series Arcane League of Legends);Curtis Harding;2024-02-15 12:18:48.098;2024-02-15
2024-02-15T12:22:39.073Z;Goodbye (from the series Arcane League of Legends);Ramsey;2024-02-15 12:22:39.073;2024-02-15
2024-02-15T12:26:04.987Z;Dirty Little Animals (from the series Arcane League of Legends);BONES UK;2024-02-15 12:26:04.987;2024-02-15
2024-02-15T12:28:58.163Z;Enemy feat. J.I.D. (from the series Arcane League of Legends);Imagine Dragons;2024-02-15 12:28:58.163;2024-02-15
2024-02-15T12:32:44.056Z;Guns for Hire (from the series Arcane League of Legends);Woodkid;2024-02-15 12:32:44.056;2024-02-15
2024-02-15T12:39:55.435Z;Misfit Toys (from the series Arcane League of Legends);Pusha T;2024-02-15 12:39:55.435;2024-02-15
2024-02-15T12:42:53.017Z;Dynasties and Dystopia (from the series Arcane League of Legends);Denzel Curry;2024-02-15 12:42:53.017;2024-02-15
2024-02-15T12:45:35.037Z;Snakes (from the series Arcane League of Legends);PVRIS;2024-02-15 12:45:35.037;2024-02-15
2024-02-15T12:48:48.146Z;When Everything Went Wrong (from the series Arcane League of Legends);Fantastic Negrito;2024-02-15 12:48:48.146;2024-02-15
2024-02-15T12:52:21.261Z;What Could Have Been feat. Ray Chen (from the series Arcane League of Legends);Sting;2024-02-15 12:52:21.261;2024-02-15
2024-02-15T12:56:19.052Z;good 4 u;Olivia Rodrigo;2024-02-15 12:56:19.052;2024-02-15
2024-02-15T12:59:24.877Z;Houdini;Dua Lipa;2024-02-15 12:59:24.877;2024-02-15
2024-02-15T13:03:22.039Z;labour;Paris Paloma;2024-02-15 13:03:22.039;2024-02-15
2024-02-15T13:04:22.331Z;could you love me while i hate myself;Zeph;2024-02-15 13:04:22.331;2024-02-15
2024-02-15T13:37:15.078Z;Flowers;Miley Cyrus;2024-02-15 13:37:15.078;2024-02-15
2024-02-15T13:40:54.780Z;vampire;Olivia Rodrigo;2024-02-15 13:40:54.78;2024-02-15
2024-02-15T14:16:32.027Z;brutal;Olivia Rodrigo;2024-02-15 14:16:32.027;2024-02-15
2024-02-15T14:19:54.133Z;Doin' Time;Lana Del Rey;2024-02-15 14:19:54.133;2024-02-15
2024-02-15T14:38:21.060Z;happier;Olivia Rodrigo;2024-02-15 14:38:21.06;2024-02-15
2024-02-15T14:41:20.038Z;Cruel Summer;Taylor Swift;2024-02-15 14:41:20.038;2024-02-15
2024-02-15T14:44:30.066Z;Let's Fall in Love for the Night;FINNEAS;2024-02-15 14:44:30.066;2024-02-15
2024-02-15T14:47:30.019Z;Cool About It;boygenius;2024-02-15 14:47:30.019;2024-02-15
2024-02-15T14:51:13.372Z;False Confidence;Noah Kahan;2024-02-15 14:51:13.372;2024-02-15
2024-02-15T14:53:48.047Z;love is embarrassing;Olivia Rodrigo;2024-02-15 14:53:48.047;2024-02-15
2024-02-15T14:57:15.019Z;jealousy, jealousy;Olivia Rodrigo;2024-02-15 14:57:15.019;2024-02-15
2024-02-15T14:59:58.083Z;Nonsense;Sabrina Carpenter;2024-02-15 14:59:58.083;2024-02-15
2024-02-15T15:02:45.312Z;As It Was;Harry Styles;2024-02-15 15:02:45.312;2024-02-15
2024-02-15T17:10:12.314Z;Caterpillar (feat. Eminem & King Green);Royce Da 5'9\;2024-02-15 17:10:12.314;2024-02-15
2024-02-15T17:13:37.252Z;What's Real;Gang Starr;2024-02-15 17:13:37.252;2024-02-15
2024-02-15T17:17:31.974Z;You Gon’ Learn (feat. Royce Da 5'9\ & White Gold);Eminem;2024-02-15 17:17:31.974;2024-02-15
2024-02-15T17:23:02.399Z;Symphony In H (feat. Eminem);Tony Touch;2024-02-15 17:23:02.399;2024-02-15
2024-02-15T17:27:08.574Z;Homicide (feat. Eminem);Logic;2024-02-15 17:27:08.574;2024-02-15
2024-02-15T17:30:21.402Z;Play My Music;Royce Da 5'9\;2024-02-15 17:30:21.402;2024-02-15
2024-02-15T17:34:23.917Z;Just Don't Give A Fuck;Eminem;2024-02-15 17:34:23.917;2024-02-15
2024-02-15T17:35:17.235Z;I Remember Everything (feat. Kacey Musgraves);Zach Bryan;2024-02-15 17:35:17.235;2024-02-15
2024-02-15T17:38:03.631Z;Ni**as In Paris;JAY-Z;2024-02-15 17:38:03.631;2024-02-15
2024-02-15T18:08:37.456Z;Who Am I (What’s My Name)?;Snoop Dogg;2024-02-15 18:08:37.456;2024-02-15
