"played_at";"track.name";"track.id";"name";"artist.id";"featured_artists";"featured_artist_ids";"played";"day"
"2026-09-15T08:26:18.350Z";"Flight of the Foo Birds";"2MZBVXviBSBenB8AnmsMXi";"Count Basie";"2jFZlvIea42ZvcCw4OeEdA";;;"2026-09-15 08:26:18.35";"2026-09-15"
"2026-09-15T08:29:21.299Z";"All of Me";"31Ql9BNg3nt6UEyuaORcpv";"King Of Swing Orchestra";"3B7aGdro1Z4Hm4cmDplQqh";;;"2026-09-15 08:29:21.299";"2026-09-15"
"2026-09-15T08:32:17.566Z";"I May Be Wrong";"3ryRig93FJFfjIANiBuVRW";"Hot Swing Sextet";"0FywyaLz7YX2ejwWLM0MSq";;;"2026-09-15 08:32:17.566";"2026-09-15"
"2026-09-15T08:35:11.177Z";"Kansas City Stride";"3q7f5QMW4J0OWTvraxmZLb";"Giorgio Cuscito";"5RbuSLXQmRrwsLSVZwLcIV";;;"2026-09-15 08:35:11.177";"2026-09-15"
"2026-09-15T08:38:02.870Z";"Don't Go 'Way Nobody";"7B8rgrZVuXtlm3vH9X5Sk6";"Boilermaker Jazz Band";"5FWDvN6yGklTuhfiRq9aeN";;;"2026-09-15 08:38:02.87";"2026-09-15"
"2026-09-15T08:41:13.892Z";"Down South Camp Meetin'";"1FmJ9iwjKLtY5sQHOowQlz";"Benny Goodman";"1pBuKaLHJlIlqYxQQaflve";;;"2026-09-15 08:41:13.892";"2026-09-15"
"2026-09-15T08:52:08.519Z";"Misty";"54HRekEAPc1Zfr1FxvTQ4p";"Stan Kenton";"27hSR8e34ZM5vj5fUFixyb";;;"2026-09-15 08:52:08.519";"2026-09-15"
"2026-09-15T10:54:15.679Z";"At the Woodchoppers Ball";"1A60J0wjqHl7kZ9N9Nuy6z";"Joe Loss & His Orchestra";"3OixquvLvKBdSUJlYDPbxU";;;"2026-09-15 10:54:15.679";"2026-09-15"
"2026-09-15T10:59:15.237Z";"Caterpillar (feat. Eminem & King Green)";"6krtZNyv0XGF6A8Rwc39yC";"Royce Da 5'9\\";6DVipHzYsPlIoA0DW8Gmns;Eminem|King Green;7dGJo4pcD2V6oG8kP0tJRR|3jivTPQnC8Vupqc3EFO33c;2026-09-15 10:59:15.237;2026-09-15
2026-09-15T11:09:24.654Z;Wu Tang Forever (ft. Ghostface Killah, Raekwon, RZA, Method Man, Inspectah Deck, Cappadonna, Jackpot Scotty Wotty, U-God, Masta Killa, GZA);6VDz4m1vEGHDDqQojf1mpc;Logic;4xRYI6VqpkE3UwrDrAZL8L;Ghostface Killah|Raekwon|RZA|Method Man|Inspectah Deck|Cappadonna|Jackpot Scotty Wotty|U-God|Masta Killa|GZA;6FD0unjzGQhX3b6eMccMJe|2yQf6b8hxahZaT5dHlWaB1|4iCwCMnqsNZ6atvRiADgtn|4VmEWwd8y9MCLwexFMdpwt|4OBbOrkD4geIjOLrICN3wO|0dS5xeDefwoUNasLUHnCjR|09XH5qagU5qcWhYXcQYsjX|0G070wUUUBptmqGEKAAUVx|0ME1RawvWt3qOJnYnxVqeh|6ns6XAOsw4B0nDUIovAOUO;2026-09-15 11:09:24.654;2026-09-15
2026-09-15T11:14:11.482Z;Where The Hood At;6RUpJeXT6U4SPEafnr9Wr7;DMX;1HwM5zlC5qNWhJtM00yXzG;;;2026-09-15 11:14:11.482;2026-09-15
2026-09-15T11:33:16.467Z;The Ringer;2jt2WxXMCD4zjACthkJQVE;Eminem;7dGJo4pcD2V6oG8kP0tJRR;;;2026-09-15 11:33:16.467;2026-09-15
2026-09-15T12:56:26.700Z;Dumb (feat. Boogie);7s7s7gSLcfRXGTDidEJeo0;Royce Da 5'9\";"6DVipHzYsPlIoA0DW8Gmns";"WESTSIDE BOOGIE";"5usbqiU7sjvszjWecANDL6";"2026-09-15 12:56:26.7";"2026-09-15"
"2026-09-15T12:59:56.323Z";"Bubblin";"6BvtitRX5lQC87YlA6rq0n";"Anderson .Paak";"3jK9MiCrA42lLAdMGUZpwa";;;"2026-09-15 12:59:56.323";"2026-09-15"
"2026-09-15T13:03:48.815Z";"Things Get Worse";"0jut2HggSJ0Z5zIKg0oD53";"B.o.B";"5ndkK3dpZLKtBklKjxNQwT";"Eminem";"7dGJo4pcD2V6oG8kP0tJRR";"2026-09-15 13:03:48.815";"2026-09-15"
"2026-09-15T13:09:42.797Z";"100 Miles and Running (ft. Wale & John Lindahl)";"4CstQ0SUkl0YkoeZkIZlIx";"Logic";"4xRYI6VqpkE3UwrDrAZL8L";"Wale|John Lindahl";"67nwj3Y5sZQLl72VNUHEYE|2ei3ToTz5SL3pVp17X0Vkd";"2026-09-15 13:09:42.797";"2026-09-15"
"2026-09-15T13:13:51.019Z";"Ante Up Remix (feat. Busta Rhymes, Teflon & Remi Martin) - Remix";"5osSw3tL07Tuid7AWsvYcc";"M.O.P.";"1BH45DVSTeGBvcYXNCd67g";"Busta Rhymes|Teflon|Remi Martin";"1YfEcTuGvBQ8xSD1f53UnK|7362Tj1IkoHp7oWveGTf51|7MseR8aIHbFMXzMAkRPCZy";"2026-09-15 13:13:51.019";"2026-09-15"
"2026-09-15T13:18:03.572Z";"C.R.E.A.M. (Cash Rules Everything Around Me)";"119c93MHjrDLJTApCVGpvx";"Wu-Tang Clan";"34EP7KEpOjXcM2TCat1ISk";;;"2026-09-15 13:18:03.572";"2026-09-15"
"2026-09-15T13:23:05.162Z";"G.O.M.D";"0Thqjtu54vKMP06pwZkAWp";"J. Cole";"6l3HvQ5sa6mXTsMTB19rO5";;;"2026-09-15 13:23:05.162";"2026-09-15"
"2026-09-15T14:09:07.503Z";"Two O'Clock Jump - Live On The Ed Sullivan Show, July 31, 1960";"7CbhGYCcgLctocm0pzfsoA";"Harry James";"5MpELOfAiq7aIBTij30phD";;;"2026-09-15 14:09:07.503";"2026-09-15"
