"played_at";"track.name";"track.id";"name";"artist.id";"featured_artists";"featured_artist_ids";"played";"day"
"2026-09-10T07:28:29.172Z";"I Heard It Through The Grapevine";"0eOt6ksp9ng4a00UdIw2OE";"Creedence Clearwater Revival";"3IYUhFvPQItj6xySrBmZkd";;;"2026-09-10 07:28:29.172";"2026-09-10"
"2026-09-10T07:31:30.044Z";"Immigrant Song - Remaster";"78lgmZwycJ3nzsdgmPPGNx";"Led Zeppelin";"36QJpDe2go2KgaRleHCDTp";;;"2026-09-10 07:31:30.044";"2026-09-10"
"2026-09-10T07:35:34.412Z";"Roadhouse Blues";"1Q5kgpp4pmyGqPwNBzkSrw";"The Doors";"22WZ7M8sxp5THdruNY3gXt";;;"2026-09-10 07:35:34.412";"2026-09-10"
"2026-09-10T07:50:24.786Z";"Sympathy For The Devil - 50th Anniversary Edition";"1Ud6moTC0KyXMq1Oxfien0";"The Rolling Stones";"22bE4uQ6baNwSHPVcDxLCe";;;"2026-09-10 07:50:24.786";"2026-09-10"
"2026-09-10T08:01:19.649Z";"Sultans Of Swing - Live At Hammersmith Odeon, London/1983";"3s9QsxxTlcWcga9agSARTV";"Dire Straits";"0WwSkZ7LtFUFjGjMZBMt6T";;;"2026-09-10 08:01:19.649";"2026-09-10"
"2026-09-10T08:33:02.244Z";"Layla - Acoustic Live";"0zxj7dVhYZq5ACyaDx5XIo";"Eric Clapton";"6PAt558ZEZl0DmdXlnjMgD";;;"2026-09-10 08:33:02.244";"2026-09-10"
"2026-09-10T08:41:48.900Z";"Suzie Q";"6Jp0GuFxAYbTdre1uUPgaB";"Creedence Clearwater Revival";"3IYUhFvPQItj6xySrBmZkd";;;"2026-09-10 08:41:48.9";"2026-09-10"
"2026-09-10T08:47:07.468Z";"Space Oddity - 2015 Remaster";"72Z17vmmeQKAg8bptWvpVG";"David Bowie";"0oSGxfWSnnOXhD2fKuz2Gy";;;"2026-09-10 08:47:07.468";"2026-09-10"
"2026-09-10T08:51:28.003Z";"Come Together - Remastered 2009";"2EqlS6tkEnglzr7tkKAAYD";"The Beatles";"3WrFJ7ztbogyGnTHbHJFl2";;;"2026-09-10 08:51:28.003";"2026-09-10"
"2026-09-10T08:56:31.438Z";"Take Me to the River";"1auuYcOrua5hrsGCS7idun";"Talking Heads";"2x9SpqnPi8rlE9pjHBwmSC";;;"2026-09-10 08:56:31.438";"2026-09-10"
