"played_at";"track.name";"track.id";"name";"artist.id";"featured_artists";"featured_artist_ids";"played";"day"
"2026-07-21T07:29:10.747Z";"Tú Me Dejaste De Querer";"5ddFjrPG8NgQQ6xlOQIVd2";"C. Tangana";"5TYxZTjIPqKM8K8NuP9woO";"Niño de Elche|La Húngara";"5IbUz6BcOu6IVY512oxavP|7xtnpHS34mLlxGZDVUBHSU";"2026-07-21 07:29:10.747";"2026-07-21"
"2026-07-21T07:32:44.170Z";"En Egipto Se Anda Así";"571nRJmTnGNS2UjRVhDFdY";"Los Jaguares De La Bahía";"1O6og7B4901T9pfhlRz1a5";"Tiburona";"3PsuZ4oedTsZIUXGgyV1t3";"2026-07-21 07:32:44.17";"2026-07-21"
"2026-07-21T07:38:22.141Z";"Allí donde solíamos gritar";"29tVNOmg85qDLh2wVnJxpv";"Love of Lesbian";"6VCoG3MG7ZKRxDjaYOvtrF";;;"2026-07-21 07:38:22.141";"2026-07-21"
"2026-07-21T11:41:20.205Z";"Valiente";"0pyT9W877RcYtVdl1ZmlvQ";"Vetusta Morla";"6J6yx1t3nwIDyPXk5xa7O8";;;"2026-07-21 11:41:20.205";"2026-07-21"
"2026-07-21T11:44:35.410Z";"Prometo No Olvidar";"6A8qFoq5UwP2irm1jGuMKs";"La Casa Azul";"2Ynst7DZrEJnlaMM41ZCxd";;;"2026-07-21 11:44:35.41";"2026-07-21"
"2026-07-21T11:47:05.202Z";"Tuyo";"17BIrAGvKRRHwEweGc1D8h";"Zahara";"7uLePkJ2f0MwEcphODfkuu";;;"2026-07-21 11:47:05.202";"2026-07-21"
"2026-07-21T11:49:39.769Z";"Tocarte";"3V4u7Eo0uJKSmoSvxR1r70";"Jorge Drexler";"4ssUf5gLb1GBLxi1BhPrVt";"C. Tangana";"5TYxZTjIPqKM8K8NuP9woO";"2026-07-21 11:49:39.769";"2026-07-21"
"2026-07-21T11:53:23.188Z";"Mala Mujer";"067QpM2xLhK24hTiovC3Zo";"C. Tangana";"5TYxZTjIPqKM8K8NuP9woO";;;"2026-07-21 11:53:23.188";"2026-07-21"
"2026-07-21T11:56:28.175Z";"De Momento Abril";"40HXk7voBMnyL79trupkeR";"La Bien Querida";"0Wn7tfH4rhaWTn8aMqSgh6";;;"2026-07-21 11:56:28.175";"2026-07-21"
"2026-07-21T11:59:42.452Z";"La vida moderna (feat. Love of Lesbian)";"67oh7LlJZOzQiZ7mM2GtRm";"Veintiuno";"2k60o7SVpOKmzpuTEAG3L8";"Love of Lesbian";"6VCoG3MG7ZKRxDjaYOvtrF";"2026-07-21 11:59:42.452";"2026-07-21"
"2026-07-21T12:01:54.107Z";"GATA";"3Y8Y9GWlUBTTEY6ydINRtx";"Ralphie Choo";"5qjnPRE33rMgYAxIjGUrI7";"rusowsky";"1XEVu7gdRFfzEFqsPrancH";"2026-07-21 12:01:54.107";"2026-07-21"
"2026-07-21T12:04:01.753Z";"Cafeliko";"0rAeNKbIk1PPyUfqwJxWCZ";"Jimena Amarillo";"29cPgYFoxExwmptUrlnYmm";;;"2026-07-21 12:04:01.753";"2026-07-21"
"2026-07-21T12:06:37.489Z";"Ya no vales";"6nIa0ChhiNJdQqJmWvYXfk";"Alizzz";"23herDudxPBB3S81GB5uG3";"C. Tangana";"5TYxZTjIPqKM8K8NuP9woO";"2026-07-21 12:06:37.489";"2026-07-21"
"2026-07-21T12:09:54.991Z";"Nudes";"6AxHTW2gvxhuiIFKps9jkC";"Veintiuno";"2k60o7SVpOKmzpuTEAG3L8";"Chica Sobresalto";"4tRIJ4uToKp0kihbqnZJML";"2026-07-21 12:09:54.991";"2026-07-21"
"2026-07-21T12:14:23.698Z";"Líbrame del mal";"1yFvwlbxg8MAr4s0JttxDt";"León Benavente";"5wuBA4TiRM0CNjSXjsutn6";;;"2026-07-21 12:14:23.698";"2026-07-21"
