"played_at";"track.name";"name";"played";"day"
"2025-11-13T19:31:11.059Z";"En la que el Bernat se't troba - (Apolo 29/3/22)";"Manel";"2025-11-13 19:31:11.059";"2025-11-13"
"2025-11-13T19:35:11.099Z";"Per la bona gent - (Apolo 29/3/22)";"Manel";"2025-11-13 19:35:11.099";"2025-11-13"
"2025-11-13T20:19:54.207Z";"Formigues - (Apolo 29/3/22)";"Manel";"2025-11-13 20:19:54.207";"2025-11-13"
"2025-11-13T20:20:06.250Z";"Jo competeixo - (Apolo 29/3/22)";"Manel";"2025-11-13 20:20:06.25";"2025-11-13"
"2025-11-13T20:20:40.969Z";"La gent normal - (Apolo 29/3/22)";"Manel";"2025-11-13 20:20:40.969";"2025-11-13"
"2025-11-13T20:34:00.796Z";"Perdido";"The Woody Herman Big Band";"2025-11-13 20:34:00.796";"2025-11-13"
"2025-11-13T21:00:46.578Z";"Loop Broke, Kept Playing";"ovo ~ Quack Jazz ~";"2025-11-13 21:00:46.578";"2025-11-13"
"2025-11-13T21:04:11.179Z";"Moonlight Fiesta - a/k/a \"Swing Alero\" & \"Porto Rican Chaos\" Alt. Take";"Barney Bigard & His Jazzopators";"2025-11-13 21:04:11.179";"2025-11-13"
"2025-11-13T21:08:06.728Z";"Rumbola";"Dizzy Gillespie";"2025-11-13 21:08:06.728";"2025-11-13"
