"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Habana con kola";2019-05-28;239000;"La Divine";0;"2011-07-28";"7L9ZvpvpPnYprBv3zKMr9y"
"Beken";2019-05-28;215026;"Kote'w Te Ye";29;"2015-05-04";"13PNOP7VKrtWwQk5EIwU4z"
"Machito & His Afro Cubans";2019-05-28;171373;"Mambo Infierno";0;"2010-02-09";"23wAEElHdElCQP9UWIMSKF"
"Tito Rodriguez";2019-05-28;162893;"Mama Guela";0;"2000-12-31";"2zD0H7q9bIaNpV13cMOSUg"
"Val Bennett";2019-05-28;212230;"The Russians Are Coming";45;"2018-07-13";"4m5ZUw6N0lraWthtHfPi1c"
"Orquesta Aragón de Cuba - The Originals Series";2019-05-28;227546;"Guantanamera";13;"2006-02-07";"0e6dh2pU2umyZxEDnlEFGH"
"Ocote Soul Sounds";2019-05-28;272733;"Contigo Jamás";47;"2016-02-27";"27bZK5n13Hoz2n3OscFxJf"
"Jackie Mittoo";2019-05-28;208813;"El Bang Bang";0;"2004";"0rb7M19pl1lRSboIKvoxEv"
"Celso Fonseca";2019-05-28;243653;"Don de Fluir";31;"2005";"1L3lv2zua9vs86RFqQlmyt"
"New York Ska-Jazz Ensemble";2019-05-28;291066;"Haitian Fight Song";0;"1995-01-03";"3Q3OmabaKiaYTHCOfah4sC"
"Bobby Womack";2019-05-28;127360;"Fly Me To The Moon (In Other Words)";35;"1993-01-01";"7eVKCG0KD8FCvIlx8E1pBG"
"Phyllis Dillon";2019-05-28;166333;"Perfidia (with Tommy McCook & The Supersonics)";38;"2004-01-01";"4Op7as0pv5F8nGEu4oR0Cl"
"Issac Delgado";2019-05-28;232560;"La Sandunguita";24;"2000-01-01";"5i8j55ot3XvADl3dbIAueJ"
"Mop Mop";2019-05-28;308626;"Jazzdancer";27;"2008-03-11";"0k7gTxPxgv3LtSFmxcWMVV"
"Beatfanatic";2019-05-28;410004;"Jogando Capoiera";33;"2008-04-04";"6jJ6faWit8XnOIdQ0WiCAi"
"Haydée Milanés";2019-05-28;258026;"La música";37;"2004-01-01";"6sbKCtXUNnyhszOTBkwJhv"
"James Brown";2019-05-28;197960;"Sunny";47;"1969-01-01";"1o3Rv2hBIXYw8pE0TqoM3X"
"Kassin+2";2019-05-28;257626;"Tranquilo (Super Stereo Sound System)";0;"2007-01-01";"4d5qRy0SEqC0VxJSip1PXX"
"Lebrón Brothers";2019-05-28;235290;"My Cool Boogaloo";0;"2015-06-29";"3jStHCvf2Xen17lKc7k0O3"
"Martín Buscaglia";2019-05-28;280253;"Cerebro, Orgasmo, Envidia & Sofía";36;"2006-01-01";"7qflL2TaoD6rLfRpq3ekrQ"
"NG La Banda";2019-05-28;399666;"La Bruja";24;"1995-01-01";"3tJUBETAGtLokKEdDBwwJI"
"Captain Planet";2019-05-28;209672;"Speakin' Nuyorican";0;"2011-09-05";"6oys1lBHcTkG6cLMXMtugy"
"Serge Gainsbourg";2019-05-28;149274;"Chez les yé-yé";36;"1963-01-01";"1a0jocgDEXeDRC5JcCNpmL"
"Los Compadres";2019-05-28;189066;"Llora Mi Nena";9;"2009-01-06";"3wJhKuUiElJJHZClxJyl3A"
"Quantic and His Combo Barbaro";2019-05-28;300163;"Mas Pan - DJ Day Remix";34;"2011-03-14";"2OtOUlgmPbUoahnO9ofRSJ"
"Manuel Guajiro Mirabal";2019-05-28;287640;"El Rincón Caliente";0;"2004";"0A8mhKJLldXNGYJQPY7eRW"
"Joe Torres";2019-05-28;170920;"Get Out Of My Way";1;"2006-01-01";"7IQyuIFZv8mNkX5X4noFIX"
"Bobby Valentin";2019-05-28;168226;"Bad Breath";0;"2008-02-12";"4dkqOI0HaOSPo1xfNJuWCC"
"Combo Lulo";2019-05-28;162536;"Atlantico";29;"2018-05-18";"0RBvaaOldPuz7ezsD6roB9"
"Jose Mangual, Jr.";2019-05-28;254670;"Ritmo Con Ache";31;"2017-01-05";"12JXKefbiQioVMA6DXgU5T"
