"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Terry Callier";2019-07-25;439240;"You Goin' Miss Your Candyman";46;"1973-01-01";"61YKu9dRRskWOAT3ijKTr2"
"Syd Justice";2019-07-25;389433;"I Like It Like That";0;"2018-12-14";"21H1SOtmLUcITfj4TYfUi9"
"Galt MacDermot";2019-07-25;159160;"Let The Sunshine In";49;"2002-01-01";"2l6jlkSuortxDkuCnEay4s"
"Charles Pasi";2019-07-25;230106;"Up to Us";54;"2011-02-01";"5yq7pJJLNWmrCo40hhy8GB"
"Ruth Brown";2019-07-25;173826;"I Don't Know";22;"1962";"7hwOwxY16XUgGwyLPtnUap"
"Wes Montgomery";2019-07-25;201440;"Tequila";0;"1966";"5uQWwyEdyHLu6DTrMdktVP"
"Ella Fitzgerald";2019-07-25;197973;"Sunshine of Your Love";42;"2014-01-31";"7AsMmAa3vhh8ZQGU5ljiSp"
"The Karminsky Experience Inc.";2019-07-25;243879;"Secrets";39;"2007-01-01";"7I9J1GMi6U8LeJsmJ9YRp2"
"Nat Adderley";2019-07-25;438133;"Cantaloupe Island";37;"1998-01-01";"6Lx0TWxJVikugddsq6RYYd"
"Gil Scott-Heron";2019-07-25;239906;"Gun";53;"1981-03-01";"3HvP4iWWHOzRNCJSPQU7Ng"
"Joe Williams";2019-07-25;201960;"Get Out Of My Life Woman";34;"1994-10-28";"4tCP6ZGeKDOhlhtl1bcoVA"
"Grandmagneto";2019-07-25;176013;"Tainted Love";42;"2007-05-18";"6HzFLCH35jskjnmXUPAKpL"
"Nick Waterhouse";2019-07-25;467986;"Stanyan Street";0;"2016-09-30";"6I5FiCuECq0TGNDM3RRuI5"
"Les McCann";2019-07-25;398760;"Burnin' Coal";37;"1993-07-16";"0iONia3HZ6BvTHWyAW6BAt"
"Soel";2019-07-25;322973;"Le Vicomte";36;"2003";"0XLfWDuCeQclotBnGymbIm"
"Antônio Carlos Jobim";2019-07-25;237226;"Águas De Março";37;"1972-12-31";"7LJOuD7HKheBaHwwv0i3TF"
"Paco de Lucía";2019-07-25;378600;"Entre Dos Aguas";25;"1993-04-06";"3rC5My2Qn3LCqYlrUPfqii"
"Liya Ag Ablil";2019-07-25;284840;"Awa adounia";45;"2012-08-28";"2rMmfXa4lfk9o4vkcOeVRH"
"Slim Moore and the Mar-Kays";2019-07-25;321893;"Is It Because I'm Black";29;"2011-10-04";"4eLI3YzF0yrobxoUXdumGL"
"Framix";2019-07-25;222667;"The Mistake";0;"2009-03-30";"3egEFPCXQXOlFQocRog01N"
"Johnny ""Guitar"" Watson";2019-07-25;178560;"I Say I Love You";0;"1978";"1Smhg9Z3vsvr4GcMg8cQSp"
"Lou Donaldson";2019-07-25;331266;"Everything I Do Gonna Be Funky (From Now On)";26;"1995-01-01";"4bonZNozN5B3PO7nXJ317E"
"Trüby Trio";2019-07-25;388893;"Jaleo";0;"2003-06-03";"4EZvX3IOmhOxo1H9QwdfQ7"
"Brandy Butler";2019-07-25;203520;"Gin & Tonic";41;"2011";"5nRWFN3betvaxsOd94c14c"
"Orlando Julius";2019-07-25;540986;"Disco Hi - Life";39;"2009-04-03";"7IK0j2EYruB6NZaI9EniYx"
"Hawa";2019-07-25;254302;"Dance";40;"2009-07-17";"0AfdonGAhMGpWChoy3cn0z"
"Rose Murphy";2019-07-25;166106;"Busy Line";26;"2003";"2fsL0rpFZF75lih5PFyElt"
"Lou Rawls";2019-07-25;154333;"The Letter";36;"1998-01-01";"2dQjiU3OspVulLuFoGXBvI"
"Vaudou Game";2019-07-25;215400;"Pas contente";35;"2014-09-22";"1wmKMm2OpRBbO4jFpAiOEb"
"Ramsey Lewis Trio";2019-07-25;161666;"Do What You Wanna";32;"1969-01-01";"5fTNmcP5Li9VzkAFutiH2K"
