"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Fillas de Cassandra";2024-06-02;221276;"V. AS MOIRAS";35;"2023-02-24";"1AS49iR5AXJyoTJwzgvqN2"
"Najwa";2024-06-02;169728;"Mira Que Eres Linda";39;"2021-06-04";"4jfzDg1g67lwmVYemdoVPd"
"Pedro Pastor";2024-06-02;200390;"Enero en Buenos Aires";30;"2024-03-15";"3KmSLiah0WThmFVfYqEyJt"
"Sorotan Bele";2024-06-02;220666;"Mariñelaren Zai";32;"1993";"0ISCPF0lf649mALxG6DWGa"
"Javier Ruibal";2024-06-02;198200;"Lo Que Me Dice Tu Boca - Live";28;"2005-01-01";"4L5xfWLqzgg1svMVnnRDYc"
"De Ninghures";2024-06-02;216187;"Morena";32;"2023-10-20";"1ixyhICVLtmls1VWhovOe5"
"Rita Payés";2024-06-02;263765;"El Marabino";32;"2021-04-16";"1sXXkYWYrIEVe52YBA3EXp"
"Cecilio G.";2024-06-02;205896;"Porque Te Vas (Jedet Version)";42;"2019-03-01";"5jf0ceRQaGSRqxegJe6802"
"Buika";2024-06-02;133333;"Canción de las simples cosas - con la colaboración de Chucho Valdés";44;"2009-10-19";"5NDGvVTYJo4Id7MTeOHLUL"
"Ede";2024-06-02;191000;"Lo que yo hago";25;"2022-11-11";"3oSrzEyGxXoZXB2t9V7hU0"
"Antonio Machín";2024-06-02;180000;"Mira Que Eres Linda";31;"1988-10-03";"2DhE7RwHjA77uiDSptmdqb"
"Bongo Botrako";2024-06-02;193564;"Caminante";34;"2010-10-31";"6qpGqHU6oXNUqluVYz0coh"
"Gata Cattana";2024-06-02;237447;"Lisístrata";37;"2012-01-01";"7qaPfXArvKUdTbC2qCwIgG"
"Chivi";2024-06-02;281792;"A Que Huelen Las Nubes...";28;"2013-01-01";"6FjTWw75mii60AO427pQUJ"
"Clara Peya";2024-06-02;306536;"Nana para mí";28;"2023-09-15";"7oVk2hpD8pmrrwKOkRgDQk"
"Raya Real";2024-06-02;333000;"Bamboleo / Cantinero de Cuba / Djobí, Djobá / Se Pasaban los Días / Me Va, Me Va / Mi Guitarra / Color Moreno / Ay Peregrina!";47;"1994";"4uyaEuhcSOwMx7A11O7qpD"
"Albert Pla";2024-06-02;277640;"Veintegenarios";28;"1997-09-15";"2IhT6Of6MHwvjUbX5PggzR"
"Concha Piquer";2024-06-02;188200;"Tatuaje";26;"1990";"4uk4tv0wCcgsU4SbswJjO2"
"ZETAK";2024-06-02;200806;"Itzulera";49;"2022-03-18";"3SSxAVYK2tQDQk5feGHfdE"
"Terbutalina";2024-06-02;103055;"Compostela";28;"2014-06-10";"2DYCOPoXt2AaNc61CYZozK"
"Xavi Sarrià";2024-06-02;214563;"Balansiya";31;"2023-10-05";"7A6GFyA1p2EUMZGKQpn5k1"
"Papá Levante";2024-06-02;251560;"Me Pongo Colorada";34;"2000-01-01";"0tp5aBBT7GRafCQt0Nvgi2"
"La Ronda de Boltaña";2024-06-02;308520;"La tronada";26;"1998-10-10";"0z0HwgEIPJ497n1EBnGNht"
"Ángela González";2024-06-02;132560;"La Canción Más Verdadera";28;"2020-08-07";"53QPQjuulXPQmJ7rLIM8nX"
"Siempre Asi";2024-06-02;128733;"Te Estoy Queriendo Tanto";55;"1997-06-23";"2Rcj1aAATZDppYfjVUWsyk"
"Carey";2024-06-02;183797;"Piel de pantera";27;"2024-05-09";"4MHTbRMsbY662stuYGeczO"
"Langui";2024-06-02;316637;"No Hago más Ná";26;"2022-12-02";"1SfU8f6kcLiTBbFf9pxVmz"
"Mecano";2024-06-02;245266;"Mujer Contra Mujer";57;"1988";"3ddhOdEVme7tbJqHnUBx2J"
"La Dstylería";2024-06-02;211021;"Así Es mi Vida";24;"2020-03-13";"3bDRvqo9k5CTmmJVbixhBj"
"Antía Muíño";2024-06-02;177517;"Herba de Namorar";25;"2022-11-24";"1JVc6xReXLJbKpVlTKg03e"
