"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Caetano Veloso";2020-11-09;234933;"Cucurrucucu Paloma - Ao Vivo";44;"1995";"0ZqFQTHMeiBS12eyuN1WRv"
"Mo'kalamity";2020-11-09;331413;"Evolution";56;"2007-02-27";"5gadI9EueRkALx3wwbx9D3"
"Tomorrow's Children";2020-11-09;131699;"Bang Bang Rock Steady";0;"2011";"2naN8WTEUVLQi5QKnWYpfe"
"The Dynamics";2020-11-09;263533;"Whole Lotta Love";47;"2007";"4fePTWx5G0K3H1v2muXdHL"
"Jorge Drexler";2020-11-09;207986;"Silencio";43;"2017-09-22";"3wYcE0a2LSxxQF2Rk3Drw0"
"Baiuca";2020-11-09;278808;"Caravel";35;"2019-11-29";"1v2eb9y6iSbiPNZoBNPFgw"
"Calypso Rose";2020-11-09;260120;"Calypso Blues";57;"2018-05-25";"0Cr6LMHp2MfIaAB9wcsbzX"
"Chancha Via Circuito";2020-11-09;233012;"Sueño en Paraguay";33;"2014-04-02";"2Fqn3yj8vWJKUK6fXaLd3w"
"DakhaBrakha";2020-11-09;228200;"Шо з-под дуба";41;"2014-01-04";"0KyTYyyHjdkYS65d08fvYm"
"Inna De Yard";2020-11-09;263026;"Malcolm X";43;"2019-04-12";"1PpbEpVgYwqF8vWmA2XtoK"
"Marcus Miller";2020-11-09;364426;"Que Sera Sera";42;"2018-06-01";"3REq2IkHZ1fo8BNWnfGGNc"
"Wicked Dub Division";2020-11-09;372903;"Mama (Wicked Dub Division Meets North East Ska Jazz Orchestra)";39;"2017-04-27";"0rmIU1y3fJYgJtmc08kU6d"
"Frente Cumbiero";2020-11-09;332373;"Ariwacumbé";32;"2010-02-15";"1dnal49FIWH19CsWYjYMOV"
"Lee ""Scratch"" Perry";2020-11-09;280960;"Having A Party";7;"2009-06-09";"6VPuKF7YpjukpMHEDvvUaA"
"Rigoberta Bandini";2020-11-09;177000;"In Spain We Call It Soledad";0;"2020-08-14";"1bmaJvsEyU8kx2IU33a0MP"
"Lack Of Afro";2020-11-09;209502;"Getting Kinda Boring (Bonus Track)";47;"2009-10-19";"2g2XVaPaqGEXLYkhkx9dJU"
"JD McPherson";2020-11-09;260986;"BLOODHOUND ROCK";41;"2017-10-06";"3W3o75jSGuCqimWodjCUPB"
"Sara Hebe";2020-11-09;245600;"Tuve que quemar";0;"2009";"5OjA7BRUSj9msWXXRGQqsj"
"Club des Belugas";2020-11-09;278490;"Let's Go";0;"2014-10-10";"4ep5O4t8wdV80pvzbDH0bO"
"Swingrowers";2020-11-09;231360;"Via con me";42;"2013-09-12";"4bCYLyVouFlyl7epq6NIiT"
"Dizzy Gillespie";2020-11-09;439893;"Caravan";34;"1954-01-26";"0trcpUrMlHBGmOHvIvVGYF"
"HK et Les Saltimbanks";2020-11-09;223640;"On lâche rien";44;"2011-01-31";"3TfIE3EOxOzS9GE8IQvrXe"
"Motivés";2020-11-09;262266;"Motivés, le chant des partisans";45;"1997-04-01";"4WNsQtcIiGWu3oRrEsdcLp"
"Clinton Fearon";2020-11-09;217466;"Richman Poorman";29;"2005-03-26";"5IysbNPHu22hUmbpuRZxWy"
"Michael Kiwanuka";2020-11-09;258959;"Black Man In A White World";51;"2016-07-15";"0qxsfpy2VU0i4eDR9RTaAU"
"George Baker Selection";2020-11-09;201173;"Little Green Bag - Single Edit";9;"1970-01-01";"72DTEBsfYOmqR2ZCPWxpjq"
"Public Image Ltd.";2020-11-09;291186;"One Drop";34;"2018-07-20";"7zntH4UCTQamNBWtjOQf6z"
"Los Saicos";2020-11-09;177640;"Demolición";42;"2010-03-15";"3Ai7SkBLKNZusgIRiP1R1M"
"Ballaké Sissoko";2020-11-09;311893;"""Ma-Ma"" FC";31;"2009-10-12";"3X9jyh4EcJSKO1X0mdQkXJ"
"Aquaserge";2020-11-09;244985;"Tour du monde";14;"2017";"5PAqiyhKaJmt4NssbgHVAJ"
