"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Playing For Change";2024-07-21;310613;"Stand by Me";46;"2009-04-28";"4H5P8vMD6ey96RhfLyzCj0"
"Le Parody";2024-07-21;190111;"Summer Rain";59;"2015-07-14";"4FJB2eICitBZ9dbmvKLX6V"
"Noga Erez";2024-07-21;177525;"VIEWS - Acoustic Live - Kids Against the Machine";46;"2020-04-07";"2BzCwcFAww3NZ82VJJvtpO"
"Patti Smith";2024-07-21;256533;"Dancing Barefoot";57;"1979";"5Azni9In90zMkWAFgWh6RE"
"Laurie Darmon";2024-07-21;237427;"Laisse-moi t'aimer";60;"2020-03-06";"0RSn60sXgnT1Fql7G87P0q"
"Chiki Lora";2024-07-21;195240;"Volaré";27;"2022-11-18";"2DgMUQX65M1iCN3dSW4R0e"
"Sanseverino";2024-07-21;179173;"Mal ô mains";35;"2002";"14VGXNhq3B646I7GWaXo9D"
"Jane Birkin";2024-07-21;213693;"Di doo dah";42;"1973";"7wERv90J8MOPA3Jc7f6WHZ"
"Smile";2024-07-21;178703;"Good Old Times";27;"2013-10-15";"7e4apPbDsJQpW6ucRZlJ4m"
"Tonino Carotone";2024-07-21;195400;"Primaverando";28;"2008-11-14";"0DksajLRqk9NOENOsJ2nH2"
"Black Pumas";2024-07-21;221946;"Black Moon Rising";54;"2019-06-21";"4KJGypBUe7ANibtri1msUe"
"Josh Rouse";2024-07-21;286933;"Flight Attendant";48;"2003";"5SxkCsVQLLCt5edqjNvssO"
"Club des Belugas";2024-07-21;212532;"Save a Little Love for Me";46;"2012-03-09";"2UCpwkWg7BuHe2bHD0MTfC"
"Chinese Man";2024-07-21;269986;"I've got that tune";51;"2007-01-09";"6xe3lv1DBAh6Ef7BrBs0WE"
"Paco Pecado";2024-07-21;197948;"cachito de pastel";33;"2024-04-26";"5xlyvFFqBqE3ModW8NkwmQ"
"Silvana Estrada";2024-07-21;204746;"Carta";44;"2022-01-21";"2c45X7DHudMAL9hec42DhL"
"Valeria Castro";2024-07-21;198720;"culpa";42;"2021-06-18";"4K29NpImQBdRlngO3NhNbK"
"Kuve";2024-07-21;188140;"Fluye";27;"2023-10-06";"6PTmjDh2SztP3dLL6CizAj"
"The Avener";2024-07-21;276600;"Fade Out Lines - The Avener Rework";54;"2015-01-19";"7atFyt76W7KGXOEYKM9ywR"
"The Mamas & The Papas";2024-07-21;194426;"Dream A Little Dream Of Me";74;"1968-05-01";"0JJMI060q086v9ul5gHdey"
"Joan Manuel Serrat";2024-07-21;196826;"Cantares";56;"1969";"3EF2QL5cEctLrXwNqTIBZX"
"Peret";2024-07-21;196826;"Lo mato";29;"2001-03-13";"5dqjBknvuzBj6M2XxL5jta"
"Moriarty";2024-07-21;264826;"Jimmy";61;"2007-10-09";"5XX0nXTLzjR16Eo7f1AhTK"
"Chubby Checker";2024-07-21;137360;"Let's Twist Again";68;"1961-01-01";"4btfmKwgAHFtN7BQUSHta0"
"Maika Makovski";2024-07-21;180666;"Song of Distance";29;"2016-06-17";"1UmikZ3v395jBrooq0jh1b"
"Hot 8 Brass Band";2024-07-21;300813;"Sexual Healing - Me&You Re-Edit";36;"2008-07-28";"0uPBwslechct3Jz3mZIVx2"
"Santana";2024-07-21;270426;"Breaking Down The Door";49;"2019-06-07";"7JiTWRntgMFo4bwxW9Kq6N"
"NATHY PELUSO";2024-07-21;205002;"La Sandunguera";46;"2018-04-06";"0wJRHjnCyxwKkeY2zFRMUQ"
"Pascuala Ilabaca y Fauna";2024-07-21;217480;"Son de la Vida - Versión Album";27;"2018-06-15";"4cp5n0JOByd9ExzLLQgJPP"
"El Canto Del Loco";2024-07-21;229746;"Volvera";59;"2005";"3dToFs6qDSWkR1HttqgpnF"
