"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Tim Maia";2019-09-30;366186;"O Caminho Do Bem";0;"2012-01-01";"0NxPZv3nWPBMk1o51GfwEY"
"Stanton Moore";2019-09-30;246773;"Here Come The Girls (feat. Cyril Neville & Trombone Shorty)";0;"2017-07-21";"6yO8rZ1Tl4FWP584x3t4rf"
"Mongo Santamaria";2019-09-30;146400;"Watermelon Man";44;"1963";"10GZnnxipfTbVcdZwsAWdL"
"Vinícius de Moraes";2019-09-30;250371;"A Tonga da Mironga do Kabulete - Live";28;"1971-03-01";"4xMSICiKDofqc7Pw2j1kKZ"
"Muchachito Bombo Infierno";2019-09-30;231177;"Luna";0;"2006-03-28";"4W7vjbVlkYPVEWIB5ksQ0U"
"Umalali";2019-09-30;187786;"Mérua";49;"2008-03-18";"1kb2TLUD5b1WUUasK8ETUa"
"Taraf de Haïdouks";2019-09-30;135000;"Dumbala dumba";17;"1999";"7GuUB8Ho3MFt0jElcVYzkg"
"Shirley Bassey";2019-09-30;207333;"Light My Fire - 1994 Remaster";50;"1970";"7moeasHrdO4gtA9gierUQ7"
"Jools Holland";2019-09-30;165440;"Monkey Man";48;"2014-11-21";"6V2rjEdJenqFpZDug9maSA"
"La Troba Kung-Fú";2019-09-30;233143;"Sta. Alegria";32;"2013-07-02";"3Uizb4MnL92LQ91kDFwxKg"
"Sons of Cuba";2019-09-30;259800;"Chan Chan";45;"2008-06-10";"2dQMKMMiqmIAzLBPVjqeCu"
"MARTIRES DEL COMPAS";2019-09-30;197293;"Tu Hielo";37;"1999-12-17";"4e0fyXAE5TbrgRZzBHCjpL"
"Dead Combo";2019-09-30;260000;"Lisboa Mulata";28;"2011-01-01";"0SluPqjVmdPCM09bvW8JG2"
"Fania All Stars";2019-09-30;323530;"Viva Tirado - Live At The Robert Clemente Coliseum / San Juan, PR / November, 1973";30;"1974-12-31";"2gq3ocviCyhjBWChVlC6RE"
"Gerry Woo";2019-09-30;272106;"Jive Samba";34;"1968-01-01";"4b00BIUArtJVNlqztdU4FD"
"Babylon Circus";2019-09-30;243173;"Des Fois";0;"2009-03-09";"6JIl415L33aii1upmDrdaj"
"Junior Wells";2019-09-30;206960;"(I Got A) Stomach Ache";32;"1966";"5BO0YaOMf0isXQcVqr14XH"
"Ruben Gonzalez";2019-09-30;151013;"La Engañadora";46;"1997-09-15";"0ZMTdzojG71NWrPevltSLq"
"Ibrahim Ferrer";2019-09-30;284320;"Bruca Maniguá";54;"1999-06-07";"2W49Vkri8OTFs5Gi7UWFUU"
"Hailey Tuck";2019-09-30;207986;"Don't Think Twice";51;"2014-04-07";"4RqGTebe8VaFgqk8QYRErE"
"Herman Düne";2019-09-30;188613;"Bristol";33;"2006-10-13";"2VgN8bCXoSTO0ueaXeCTjz"
"Olu Dara";2019-09-30;275400;"Rain Shower";32;"1998-02-17";"7gPRsVWEu5nVh9EU9CIYZS"
"Amos Milburn";2019-09-30;176240;"One Scotch, One Bourbon, One Beer";48;"1994-01-01";"04bo29HzmFDq9Un9O93nEp"
"Marisa Monte";2019-09-30;195733;"Waters Of March";0;"2016-04-29";"3LA12xMW2qZRK4oM2ofl3Q"
"Vinicio Capossela";2019-09-30;320920;"Con una rosa";44;"2000-09-06";"61BtcNwTaqzLQjs3b7s2kp"
"The Skatalites";2019-09-30;420840;"Rock Fort Rock";50;"1997-01-01";"09U02a0PnmQnAXSa121FVN"
"Orquestra Plateria";2019-09-30;319986;"Pedro Navaja";39;"1997-05-24";"1EnNLbwgajCko4eyknKhu4"
"Tchavolo Schmitt";2019-09-30;270720;"All of Me";29;"2000";"5HISZ8MGWh2AYll9KimCoq"
"Mayte Martin";2019-09-30;178933;"Por la Mar Chica del Puerto";40;"2009-10-31";"7gGashTkh1meQvVo6UsxVy"
"G5";2019-09-30;246160;"40 forajidos";0;"2013-02-22";"6wDnTYi2HzqDohvWVHIxOM"
