"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Soleá Morente";2020-08-26;198733;"Viniste A Por Mí";22;"2020-03-13";"2OgXOUV3UDyEORRlOuz4DY"
"Kiko Veneno";2020-08-26;260666;"En un Mercedes Blanco";33;"1982";"17Ycf2N8J5i14tKP8r8Y1h"
"Mademoiselle K";2020-08-26;271200;"R U SWIMMING?";33;"2015-01-19";"1HYpQgeWAJLGqOwUea6Ren"
"Ti.po.ta";2020-08-26;201063;"Athina Vrazi";38;"2017-06-02";"3wrluBgwgObAKgUVTqR3cS"
"Che Sudaka";2020-08-26;176253;"Mirando el Mundo al Revés";39;"2007-06-01";"1CMSVVW6q34YUHpHQgYKaq"
"Nouvelle Vague";2020-08-26;189693;"Lalala";12;"2019-08-02";"0Tk5QSDLzY1xGCVBj4U5HS"
"ELYELLA";2020-08-26;207040;"Hola, ¿Qué Tal?";32;"2019-11-22";"1DQTkwO83pu811iRmt0H0O"
"Novedades Carminha";2020-08-26;219461;"A Santiago Voy";40;"2019-02-15";"4U94USgBbCaRWQtwT4NzWo"
"PUTOCHINOMARICÓN";2020-08-26;140666;"Gente De Mierda";36;"2018-04-20";"3a2ZZYOBT3IjMSJ6Gd4LSn"
"Pipilotti Rist";2020-08-26;290235;"I Am a Victim of This Song";40;"2005-12-08";"5zMeSrnk1hgb5TvcPC5n5x"
"La Cabra Mecanica";2020-08-26;223333;"Fábula del hombre lobo y la mujer pantera";38;"2001-06-15";"1zIyzZFhqB27mVPqnwJpTs"
"Reina Republicana";2020-08-26;256441;"Qué Nos Va a Pasar - Versión de la Buena Vida";44;"2015-05-04";"7sNEpc20zKWEHBrWgiTOV1"
"Jorge Ben Jor";2020-08-26;155666;"Take It Easy My Brother Charles";60;"1969-01-20";"3V3XJ3Sh62jPUYUMSQ1Tsf"
"Judit Neddermann";2020-08-26;236239;"Vinc d'un poble";34;"2018-03-09";"6me8piNOlWomh2Z3KcOKqq"
"Andrea Motis";2020-08-26;348213;"Chega De Saudade";26;"2017-02-17";"6GgIfHctrqnkb4Zsga3RGy"
"Pauline En La Playa";2020-08-26;201413;"Titubeas";39;"1999-05-12";"4M9avBxTDZY5NTkUtm7mJ9"
"bigott";2020-08-26;168946;"Cannibal Dinner";0;"2011-10-25";"2om3CbnOmHgt1MoLDoYyWr"
"Paco de Lucía";2020-08-26;314973;"Buana Buana King Kong - Live In America / 1993";34;"1993-01-01";"11URSN2lQg32Akbkq4mf9p"
"Pajaro Sunrise";2020-08-26;220000;"Kinda Fantastic";0;"2009-01-01";"2mnMrP0IkjHpEI6aAGXHz6"
"Nacha Pop";2020-08-26;145706;"Una décima de segundo - Piano bar";40;"1983-01-03";"5teTy4a7CayMzxwLdFJZ3c"
"The Whitest Boy Alive";2020-08-26;424133;"Island";0;"2009";"5RVboKoMlLWjXfIWNOJOYO"
"Izaki Gardenak";2020-08-26;236706;"Hibernazioa";25;"2015-11-04";"5W4c2dEEQIFqik9VdHWvLf"
"Señor Coconut";2020-08-26;327720;"Showroom Dummies";9;"2000-01-01";"08JdquLMORdyDw3dx1m0Sl"
"Benjamin Clementine";2020-08-26;220946;"By The Ports Of Europe";32;"2017-09-15";"4otdLnw2dnNGOTGIRCfGN8"
"Molly Nilsson";2020-08-26;227406;"We're Never Coming Home";43;"2009-09-01";"3BRCtUxoDikSSrOFyCvT7q"
"Marco Castello";2020-08-26;204240;"Porsi";10;"2020-04-06";"3GwaDk5IOSFtds2IgKkNRZ"
"Thousand";2020-08-26;245480;"La vie de mes sœurs";32;"2018-03-09";"3aylUuBJoGml4CfI9rT647"
"LAISH";2020-08-26;229760;"Blink of an Eye";14;"2018-04-13";"6OhXSIqFVrQSDWk6H5ukzp"
"Joan Dausà";2020-08-26;318024;"Caure No Feia Mal (with Santi Balmes)";40;"2018-04-13";"1RYzh9uYRxi9Uo3p5ytB8D"
"Sunflowers";2020-08-26;133146;"Post Breakup Stoner";35;"2016-09-19";"4fiFymMTuLF9Le0C8RtPhH"
