"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Gilles Peterson's Havana Cultura Band";2019-10-22;288813;"Cuando Ya No Este";0;"2011-11-14";"2FUhXwcn4b8OK0NTrEp4re"
"Thornato";2019-10-22;207072;"No Problem";0;"2018-02-23";"5O0b5mFzGSJoSbsJ4LmgcQ"
"Maita Vende Cá";2019-10-22;242827;"Que Cosa - Che Chosse";0;"2010-05-20";"4VqlQW3FNs87Mgol5P9wuM"
"Bombay Rickey";2019-10-22;239306;"Gopher";30;"2018-05-18";"6h5WjOpelHPgjr1OjCm1tm"
"Sílvia Pérez Cruz";2019-10-22;147540;"Ai, Ai, Ai";14;"2016-02-19";"4Z7wmKtlaZFlqJCkxZ1PST"
"El Payo Malo";2019-10-22;288933;"De Donde Vengo";0;"2001";"7bTPhx4ykzzehcTriyWVbd"
"Faada Freddy";2019-10-22;259953;"Let It Go";31;"2015-03-16";"5qLWQsfanZAtg21NIFN4My"
"Charles Mingus";2019-10-22;562960;"Devil Blues";23;"1974";"254OYgcNQJIccVL79HIWxr"
"Machito Y Sus Afro-Cubanos";2019-10-22;189281;"Relax & mambo - Remastered";25;"2014-11-19";"76O9p5w3ZRzxtbE7KtCUU6"
"DePedro";2019-10-22;157133;"El pescador";35;"2013-04-09";"43EB4nbQPR4NqV42jvEUFk"
"Guadalupe Plata";2019-10-22;175573;"Baby Me Vuelves Loco";0;"2009-01-01";"4RBOFAjtA1snJPJt4gcWb7"
"Septeto Santiaguero";2019-10-22;328653;"Lágrimas Negras";38;"2012-05-03";"4kKjyQYnzdiIuCcnNSkXf9"
"Amara Touré";2019-10-22;345364;"Lamento Cubano";28;"2015-06-22";"2exrjacqbNx8HAQLfn96qJ"
"Sidestepper";2019-10-22;281866;"Fuego Que Te Llama";0;"2015-08-14";"7EDS9I7vOybSW5aM17OW5V"
"Bruno Pernadas";2019-10-22;439414;"Spaceway 70";38;"2016-09-23";"2NYnAb4TkXGHrY8wZ9uZwT"
"Vinila von Bismark";2019-10-22;190133;"Solo para Mí";32;"2017-11-17";"1yOcSJhWUZkVNeGxSo4mlB"
"Caterina Caselli";2019-10-22;155800;"Sono qui con voi (Baby Please Don't Go)";0;"1997";"1ydi18iypjZlrUszS7gsbO"
"Bombino";2019-10-22;390600;"Tar Hani";0;"2011-03-28";"2QqmfbH0ASS7awV9KIrQwk"
"Cesária Evora";2019-10-22;293640;"Sodade";62;"1992-10-21";"5JDeqzJVs53ZJT1KCjO6Jp"
"Camaron De La Isla";2019-10-22;203222;"Volando Voy";43;"2013-01-01";"1rTsGmAZYcb8Bq988tKVZg"
"¡Cubanismo!";2019-10-22;323493;"Mulence";33;"1997";"49irZMBgOpsBpyfNJUJFy1"
"Baiuca";2019-10-22;171748;"Morriña";46;"2018-04-06";"2q1DwJpZOWhNW0NFYwS8rs"
"Supergrass";2019-10-22;110013;"Coffee In The Pot";46;"2005-06-13";"7HBzTTfJhW9sis8yvgxmL6"
"Brian Caffrey";2019-10-22;253106;"Feed the Flame";32;"2003";"4rar49vPtZcQ7nrqkzVnyt"
"Prince Buster";2019-10-22;159381;"One Step Beyond";47;"2016-04-01";"5q2Knpcgb67Fm9sWM01cX4"
"Chico César";2019-10-22;167133;"Clandestino";32;"1995";"4oUdOO2U2FwFiuHOMUwkNF"
"Imarhan";2019-10-22;210880;"Tahabort";46;"2016-04-29";"2aLKNhNF3szhUQY3AJoGgL"
"Estricnina";2019-10-22;249349;"Corazón de Goma";31;"2016-11-04";"3nqiww2zYB4QwjrGolVN6Z"
"Calibro 35";2019-10-22;302973;"L'appuntamento";0;"2009-10-28";"6LxdKbKDY72waGhP3QJpsW"
"Os Brazoes";2019-10-22;126600;"Carolina, Carol Bela";48;"1969-01-01";"53bKRuFx3J3dthjlT1xzpD"
